#{"t_start": 1609441792.9558494, "env_id": "conservation-v5"}
r,l,t
-92.942617,101,0.106503
51.545305,101,0.204937
36.362991,101,0.300386
36.362991,101,0.392369
36.362991,101,0.464337
36.362991,101,0.554725
36.362991,101,0.645547
36.362991,101,0.735474
36.362991,101,0.824837
36.362991,101,0.897687
36.362991,101,0.988192
36.362991,101,1.079082
36.362991,101,1.17131
36.362991,101,1.259734
36.362991,101,1.334579
36.362991,101,1.425648
36.362991,101,1.518161
36.362991,101,1.611106
36.362991,101,1.684901
36.362991,101,1.778819
36.362991,101,1.875661
36.362991,101,1.97462
36.362991,101,2.074415
36.362991,101,2.151728
36.362991,101,2.428919
36.362991,101,2.517894
36.362991,101,2.611796
36.362991,101,2.709052
36.362991,101,2.787459
36.362991,101,2.88504
36.362991,101,2.981007
36.362991,101,3.07369
36.362991,101,3.155813
36.362991,101,3.228541
36.362991,101,3.320818
36.362991,101,3.42406
36.362991,101,3.533235
36.362991,101,3.618001
36.362991,101,3.707918
36.362991,101,3.797424
36.362991,101,3.887455
36.362991,101,3.981654
36.362991,101,4.056534
36.362991,101,4.151503
36.362991,101,4.243639
36.362991,101,4.339637
36.362991,101,4.430058
36.362991,101,4.503448
36.362991,101,4.593448
36.362991,101,4.85406
36.362991,101,4.946897
36.362991,101,5.03508
36.362991,101,5.119727
36.362991,101,5.239644
36.362991,101,5.358024
36.362991,101,5.471194
36.362991,101,5.544174
36.362991,101,5.644003
36.362991,101,5.73681
36.362991,101,5.829016
36.362991,101,5.920104
36.362991,101,5.993011
36.362991,101,6.101192
36.362991,101,6.190814
36.362991,101,6.288276
36.362991,101,6.379158
36.362991,101,6.451625
36.362991,101,6.544044
36.362991,101,6.637825
36.362991,101,6.731332
36.362991,101,6.818731
36.362991,101,6.892872
36.362991,101,6.983795
36.362991,101,7.073764
36.362991,101,7.327477
36.362991,101,7.399589
36.362991,101,7.489196
36.362991,101,7.582889
36.362991,101,7.67314
36.362991,101,7.764117
36.362991,101,7.83626
36.362991,101,7.92888
36.362991,101,8.024
36.362991,101,8.117587
36.362991,101,8.210029
36.362991,101,8.291566
36.362991,101,8.399639
36.362991,101,8.501142
36.362991,101,8.608632
36.362991,101,8.719734
36.362991,101,8.803657
36.362991,101,8.899009
36.362991,101,8.990609
36.362991,101,9.082295
36.362991,101,9.155495
36.362991,101,9.247744
36.362991,101,9.341539
36.362991,101,9.431711
36.362991,101,9.521563
36.362991,101,9.771173
36.362991,101,9.883367
36.362991,101,10.00395
36.362991,101,10.122104
36.362991,101,10.235793
36.362991,101,10.316537
36.362991,101,10.416921
36.362991,101,10.509582
36.362991,101,10.598459
36.362991,101,10.679772
36.362991,101,10.755274
36.362991,101,10.847225
36.362991,101,10.938757
36.362991,101,11.030078
36.362991,101,11.104623
36.362991,101,11.209968
36.362991,101,11.304218
36.362991,101,11.387303
36.362991,101,11.469747
36.362991,101,11.53484
36.362991,101,11.617844
36.362991,101,11.703902
36.362991,101,11.788974
36.362991,101,11.872925
36.362991,101,12.105291
36.362991,101,12.19464
36.362991,101,12.285171
36.362991,101,12.379845
36.362991,101,12.452362
