#{"t_start": 1607536640.6453733, "env_id": "fishing-v1"}
r,l,t
0.75,1,0.035078
0.75,1,0.036091
0.75,1,0.036994
0.75,1,0.037902
0.75,1,0.038895
0.75,1,0.041096
0.75,1,0.042047
0.75,1,0.042945
0.75,1,0.043795
0.75,1,0.044643
0.75,1,0.045563
0.75,1,0.046508
0.75,1,0.047394
0.75,1,0.04824
0.75,1,0.049089
0.75,1,0.049937
0.75,1,0.050812
0.75,1,0.051666
0.75,1,0.052515
0.75,1,0.053352
0.75,1,0.054242
0.75,1,0.055086
0.75,1,0.05593
0.75,1,0.05677
0.75,1,0.057616
0.75,1,0.058589
0.75,1,0.059437
0.75,1,0.060276
0.75,1,0.061114
0.75,1,0.061961
0.75,1,0.062946
0.75,1,0.063788
0.75,1,0.064807
0.75,1,0.065643
0.75,1,0.066501
0.75,1,0.067349
0.75,1,0.068187
0.75,1,0.069024
0.75,1,0.069982
0.75,1,0.070857
0.75,1,0.071702
0.75,1,0.072604
0.75,1,0.073451
0.75,1,0.074314
0.75,1,0.075159
0.75,1,0.076059
0.75,1,0.076902
0.75,1,0.077751
0.75,1,0.078604
0.75,1,0.079441
0.75,1,0.080289
0.75,1,0.081268
0.75,1,0.082101
0.75,1,0.082961
0.75,1,0.083853
0.75,1,0.08469
0.75,1,0.085526
0.75,1,0.086417
0.75,1,0.087268
0.75,1,0.088111
0.75,1,0.088955
0.75,1,0.089792
0.75,1,0.090727
0.75,1,0.091584
0.75,1,0.092418
0.75,1,0.093261
0.75,1,0.094096
0.75,1,0.094942
0.75,1,0.095778
0.75,1,0.096614
0.75,1,0.097449
0.75,1,0.098311
0.75,1,0.099165
0.75,1,0.100012
0.75,1,0.100853
0.75,1,0.101695
0.75,1,0.102546
0.75,1,0.103375
0.75,1,0.104196
0.75,1,0.105028
0.75,1,0.105871
0.75,1,0.106729
0.75,1,0.107564
0.75,1,0.108405
0.75,1,0.109248
0.75,1,0.110083
0.75,1,0.110933
0.75,1,0.111773
0.75,1,0.112621
0.75,1,0.113475
0.75,1,0.114328
0.75,1,0.115165
0.75,1,0.116009
0.75,1,0.116854
0.75,1,0.117692
0.75,1,0.118562
0.75,1,0.119414
0.75,1,0.120261
0.75,1,0.121104
0.75,1,0.121944
0.75,1,0.122804
0.75,1,0.123644
0.75,1,0.12448
0.75,1,0.125318
0.75,1,0.126178
0.75,1,0.127027
0.75,1,0.127876
0.75,1,0.128715
0.75,1,0.129553
0.75,1,0.130408
0.75,1,0.131342
0.75,1,0.132181
0.75,1,0.133032
0.75,1,0.133873
0.75,1,0.134735
0.75,1,0.135574
0.75,1,0.13642
0.75,1,0.137258
0.75,1,0.138102
0.75,1,0.138958
0.75,1,0.139807
0.75,1,0.140649
0.75,1,0.141478
0.75,1,0.142337
0.75,1,0.143178
0.75,1,0.14402
0.75,1,0.144864
0.75,1,0.145716
0.75,1,0.146584
0.75,1,0.147422
0.75,1,0.14826
0.75,1,0.149098
0.75,1,0.149943
0.75,1,0.150799
0.75,1,0.151633
0.75,1,0.152472
0.75,1,0.153309
0.75,1,0.154153
0.75,1,0.155008
0.75,1,0.155848
0.75,1,0.156683
0.75,1,0.157518
0.75,1,0.158372
0.75,1,0.159224
0.75,1,0.160066
0.75,1,0.1609
0.75,1,0.161744
0.75,1,0.162659
0.75,1,0.163511
0.75,1,0.164347
0.75,1,0.165183
0.75,1,0.166018
0.75,1,0.166878
0.75,1,0.167706
0.75,1,0.168537
0.75,1,0.169393
0.75,1,0.170245
0.75,1,0.171084
0.75,1,0.17192
0.75,1,0.172768
0.75,1,0.173605
0.75,1,0.174469
0.75,1,0.175316
0.75,1,0.176149
0.75,1,0.17699
0.75,1,0.177829
0.75,1,0.178683
0.75,1,0.179519
0.75,1,0.180353
0.75,1,0.181194
0.75,1,0.18203
0.75,1,0.182876
0.75,1,0.183709
0.75,1,0.184543
0.75,1,0.185388
0.75,1,0.186245
0.75,1,0.187075
0.75,1,0.187895
0.75,1,0.188716
0.75,1,0.18955
0.75,1,0.190412
0.75,1,0.191248
0.75,1,0.192076
0.75,1,0.192902
0.75,1,0.193729
0.75,1,0.194594
0.75,1,0.195432
0.75,1,0.19626
0.75,1,0.197088
0.75,1,0.197918
0.75,1,0.198768
0.75,1,0.199596
0.75,1,0.200436
0.75,1,0.20127
0.75,1,0.202109
0.75,1,0.202964
0.75,1,0.203803
0.75,1,0.204631
0.75,1,0.20547
0.75,1,0.206323
0.75,1,0.207159
0.75,1,0.208006
0.75,1,0.208845
