#{"t_start": 1607536640.644573, "env_id": "fishing-v1"}
r,l,t
0.75,1,0.035764
0.75,1,0.036786
0.75,1,0.037689
0.75,1,0.038595
0.75,1,0.039587
0.75,1,0.041789
0.75,1,0.042741
0.75,1,0.043638
0.75,1,0.044489
0.75,1,0.045337
0.75,1,0.046258
0.75,1,0.047201
0.75,1,0.048089
0.75,1,0.048934
0.75,1,0.049784
0.75,1,0.050631
0.75,1,0.051504
0.75,1,0.052361
0.75,1,0.05321
0.75,1,0.054047
0.75,1,0.054925
0.75,1,0.055779
0.75,1,0.056625
0.75,1,0.057465
0.75,1,0.05831
0.75,1,0.059278
0.75,1,0.060131
0.75,1,0.060971
0.75,1,0.061809
0.75,1,0.062654
0.75,1,0.063637
0.75,1,0.064482
0.75,1,0.065502
0.75,1,0.066338
0.75,1,0.067194
0.75,1,0.068038
0.75,1,0.068882
0.75,1,0.069718
0.75,1,0.070676
0.75,1,0.071549
0.75,1,0.072396
0.75,1,0.073298
0.75,1,0.074139
0.75,1,0.075004
0.75,1,0.075852
0.75,1,0.076753
0.75,1,0.077595
0.75,1,0.078445
0.75,1,0.079297
0.75,1,0.080136
0.75,1,0.080983
0.75,1,0.081963
0.75,1,0.082797
0.75,1,0.083654
0.75,1,0.084548
0.75,1,0.085384
0.75,1,0.086221
0.75,1,0.087111
0.75,1,0.08796
0.75,1,0.088804
0.75,1,0.089648
0.75,1,0.090487
0.75,1,0.091421
0.75,1,0.092278
0.75,1,0.093112
0.75,1,0.093955
0.75,1,0.094789
0.75,1,0.095634
0.75,1,0.096472
0.75,1,0.097308
0.75,1,0.098143
0.75,1,0.098999
0.75,1,0.099856
0.75,1,0.100705
0.75,1,0.101545
0.75,1,0.102388
0.75,1,0.103234
0.75,1,0.104069
0.75,1,0.10489
0.75,1,0.105722
0.75,1,0.106565
0.75,1,0.107421
0.75,1,0.108257
0.75,1,0.109094
0.75,1,0.109938
0.75,1,0.110774
0.75,1,0.111624
0.75,1,0.112465
0.75,1,0.11331
0.75,1,0.114167
0.75,1,0.115018
0.75,1,0.115859
0.75,1,0.116702
0.75,1,0.117547
0.75,1,0.118384
0.75,1,0.119253
0.75,1,0.120106
0.75,1,0.120954
0.75,1,0.121795
0.75,1,0.122636
0.75,1,0.123494
0.75,1,0.124336
0.75,1,0.125173
0.75,1,0.126009
0.75,1,0.12685
0.75,1,0.127718
0.75,1,0.128566
0.75,1,0.129407
0.75,1,0.130245
0.75,1,0.131099
0.75,1,0.132034
0.75,1,0.132874
0.75,1,0.133723
0.75,1,0.134564
0.75,1,0.135426
0.75,1,0.136264
0.75,1,0.137111
0.75,1,0.13795
0.75,1,0.138794
0.75,1,0.139648
0.75,1,0.140499
0.75,1,0.141339
0.75,1,0.142171
0.75,1,0.143027
0.75,1,0.14387
0.75,1,0.144712
0.75,1,0.145549
0.75,1,0.146408
0.75,1,0.147274
0.75,1,0.148115
0.75,1,0.148952
0.75,1,0.14979
0.75,1,0.150635
0.75,1,0.151489
0.75,1,0.152325
0.75,1,0.153164
0.75,1,0.154001
0.75,1,0.154844
0.75,1,0.155699
0.75,1,0.15654
0.75,1,0.157374
0.75,1,0.15821
0.75,1,0.159064
0.75,1,0.159917
0.75,1,0.160756
0.75,1,0.161593
0.75,1,0.162436
0.75,1,0.163349
0.75,1,0.164201
0.75,1,0.16504
0.75,1,0.165877
0.75,1,0.166712
0.75,1,0.167573
0.75,1,0.168401
0.75,1,0.169233
0.75,1,0.170086
0.75,1,0.170922
0.75,1,0.171776
0.75,1,0.172614
0.75,1,0.173461
0.75,1,0.174297
0.75,1,0.175161
0.75,1,0.176008
0.75,1,0.176843
0.75,1,0.177682
