,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_episodic,params_gamma,params_lr,params_net_arch,params_noise_std,params_noise_type,params_tau,params_train_freq,state
0,0,100.838625,2020-12-18 05:55:43.642472,2020-12-18 06:08:16.111396,0 days 00:12:32.468924,32,10000,False,0.95,0.08420557619754784,small,0.021755131051433563,ornstein-uhlenbeck,0.01,256.0,COMPLETE
1,1,100.838625,2020-12-18 06:08:16.130600,2020-12-18 06:21:23.053397,0 days 00:13:06.922797,16,10000,False,0.995,0.005051395821331788,big,0.2259324525049058,ornstein-uhlenbeck,0.02,1.0,COMPLETE
2,2,125.12296899999998,2020-12-18 06:21:23.070456,2020-12-18 06:34:38.994589,0 days 00:13:15.924133,512,100000,False,0.98,0.00013288104637863827,big,0.3449008890900078,normal,0.02,1.0,COMPLETE
3,3,100.838625,2020-12-18 06:34:39.011100,2020-12-18 06:47:21.433874,0 days 00:12:42.422774,32,10000,False,0.9,0.004224580834841076,small,0.9207424444764017,normal,0.02,2000.0,COMPLETE
4,4,100.838625,2020-12-18 06:47:21.464176,2020-12-18 07:00:26.238451,0 days 00:13:04.774275,100,100000,False,0.9999,0.003460028096122122,small,0.43228832519874016,ornstein-uhlenbeck,0.001,1.0,COMPLETE
5,5,100.838625,2020-12-18 07:00:26.258283,2020-12-18 07:13:32.304309,0 days 00:13:06.046026,64,1000000,True,0.99,0.00030844393692788504,big,0.769901808259708,,0.001,,COMPLETE
6,6,100.838625,2020-12-18 07:13:32.321738,2020-12-18 07:25:18.123112,0 days 00:11:45.801374,16,100000,False,0.98,4.812589840531013e-05,small,0.09875459814987131,normal,0.02,1000.0,COMPLETE
7,7,-32.804044,2020-12-18 07:25:18.136614,2020-12-18 07:37:39.310380,0 days 00:12:21.173766,16,100000,False,0.999,0.03426981691145399,medium,0.28640588077369067,ornstein-uhlenbeck,0.001,1.0,COMPLETE
8,8,100.838625,2020-12-18 07:37:39.329089,2020-12-18 07:49:50.697401,0 days 00:12:11.368312,64,100000,True,0.99,0.005937555226297764,medium,0.7172186614062126,,0.01,,COMPLETE
9,9,100.838625,2020-12-18 07:49:50.728955,2020-12-18 08:02:06.810403,0 days 00:12:16.081448,128,100000,False,0.995,0.6359053469379766,small,0.17941382086516378,,0.001,1.0,COMPLETE
