,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_episodic,params_gamma,params_lr,params_net_arch,params_noise_std,params_noise_type,params_tau,params_train_freq,state
122,122,446.125759,2020-12-20 23:24:52.547053,2020-12-21 00:04:59.546467,0 days 00:40:06.999414,512,10000,True,0.98,1.1230505129908914e-05,big,0.17213865384116944,ornstein-uhlenbeck,0.01,,COMPLETE
123,123,446.125759,2020-12-21 00:04:59.568804,2020-12-21 00:44:11.277575,0 days 00:39:11.708771,32,1000000,False,0.98,7.827866129022047e-05,small,0.22700031831448975,ornstein-uhlenbeck,0.001,2000.0,COMPLETE
124,124,446.125759,2020-12-21 00:44:11.298104,2020-12-21 01:23:44.807963,0 days 00:39:33.509859,256,1000000,False,0.9999,4.443165853771626e-05,big,0.9068472563339676,normal,0.01,16.0,COMPLETE
125,125,446.125759,2020-12-21 01:23:44.826180,2020-12-21 02:04:03.496326,0 days 00:40:18.670146,128,1000000,True,0.98,0.00048202163321114087,big,0.6558200210528697,,0.02,,COMPLETE
126,126,446.125759,2020-12-21 02:04:03.516572,2020-12-21 02:44:00.716642,0 days 00:39:57.200070,512,1000000,True,0.9999,0.007596121338835765,big,0.6448404383912703,ornstein-uhlenbeck,0.005,,COMPLETE
127,127,446.125759,2020-12-21 02:44:00.736791,2020-12-21 03:24:36.068583,0 days 00:40:35.331792,128,1000000,True,0.95,2.083837518448217e-05,big,0.3894388360825708,ornstein-uhlenbeck,0.005,,COMPLETE
128,128,446.125759,2020-12-21 03:24:36.100789,2020-12-21 04:05:29.755395,0 days 00:40:53.654606,32,1000000,False,0.9,0.20353393555659233,medium,0.7823620899265376,ornstein-uhlenbeck,0.01,1.0,COMPLETE
129,129,446.125759,2020-12-21 04:05:29.773350,2020-12-21 04:44:44.900809,0 days 00:39:15.127459,32,10000,False,0.99,0.01134651202403352,small,0.9389333579439325,,0.02,128.0,COMPLETE
130,130,446.125759,2020-12-21 04:44:44.934013,2020-12-21 05:24:56.369543,0 days 00:40:11.435530,512,1000000,True,0.98,0.05642878512508775,medium,0.07850986772606028,,0.001,,COMPLETE
131,131,446.125759,2020-12-21 05:24:56.389794,2020-12-21 06:04:42.183072,0 days 00:39:45.793278,512,1000000,True,0.98,4.453273536746545e-05,small,0.34936400709702575,ornstein-uhlenbeck,0.001,,COMPLETE
132,132,446.125759,2020-12-21 06:04:42.203559,2020-12-21 06:45:08.542383,0 days 00:40:26.338824,100,100000,False,0.95,0.028020261919190676,big,0.19056652386662454,,0.01,256.0,COMPLETE
133,133,446.125759,2020-12-21 06:45:08.562473,2020-12-21 07:25:31.089641,0 days 00:40:22.527168,128,10000,True,0.99,6.74092965503139e-05,medium,0.6498677299390285,ornstein-uhlenbeck,0.005,,COMPLETE
134,134,446.125759,2020-12-21 07:25:31.122693,2020-12-21 08:04:44.803251,0 days 00:39:13.680558,64,1000000,True,0.99,0.05991542687171137,small,0.21482809316339302,normal,0.02,,COMPLETE
135,135,446.125759,2020-12-21 08:04:44.836613,2020-12-21 08:44:09.061682,0 days 00:39:24.225069,32,100000,False,0.95,1.1374881679984128e-05,medium,0.5415676034798499,ornstein-uhlenbeck,0.01,16.0,COMPLETE
136,136,446.125759,2020-12-21 08:44:09.080506,2020-12-21 09:25:57.416185,0 days 00:41:48.335679,100,1000000,False,0.9,0.18325974389072192,big,0.08109524423802672,,0.01,1.0,COMPLETE
137,137,446.125759,2020-12-21 09:25:57.436292,2020-12-21 10:05:45.166846,0 days 00:39:47.730554,512,100000,False,0.98,0.4748806871271182,medium,0.9053950646934128,normal,0.02,16.0,COMPLETE
138,138,446.125759,2020-12-21 10:05:45.185265,2020-12-21 10:46:06.044452,0 days 00:40:20.859187,64,100000,True,0.95,4.455708051057939e-05,big,0.5563690758297454,,0.01,,COMPLETE
139,139,446.125759,2020-12-21 10:46:06.077525,2020-12-21 11:26:02.184495,0 days 00:39:56.106970,32,10000,False,0.995,0.5051525037885283,big,0.21499848638659436,,0.02,1000.0,COMPLETE
140,140,446.125759,2020-12-21 11:26:02.204424,2020-12-21 12:06:28.123312,0 days 00:40:25.918888,256,100000,True,0.995,0.17257563797057063,medium,0.4491092000467507,normal,0.005,,COMPLETE
141,141,446.125759,2020-12-21 12:06:28.156984,2020-12-21 12:46:11.623291,0 days 00:39:43.466307,256,10000,False,0.995,0.7851080559104492,big,0.8478877141170958,ornstein-uhlenbeck,0.001,1000.0,COMPLETE
142,142,446.125759,2020-12-21 12:46:11.643236,2020-12-21 13:25:56.751121,0 days 00:39:45.107885,512,10000,True,0.9999,0.7794281946396774,big,0.07488815912717994,,0.001,,COMPLETE
143,143,446.125759,2020-12-21 13:25:56.765012,2020-12-21 14:05:33.157901,0 days 00:39:36.392889,16,100000,True,0.999,0.5645965763284172,medium,0.27044846233889763,,0.01,,COMPLETE
144,144,446.125759,2020-12-21 14:05:33.181248,2020-12-21 14:46:09.698505,0 days 00:40:36.517257,64,1000000,False,0.99,0.07917168571216812,big,0.671299955573415,normal,0.02,1000.0,COMPLETE
145,145,446.125759,2020-12-21 14:46:09.718923,2020-12-21 15:26:34.159397,0 days 00:40:24.440474,64,1000000,True,0.995,0.00047191113276581705,medium,0.7870368732069024,normal,0.001,,COMPLETE
146,146,446.125759,2020-12-21 15:26:34.182031,2020-12-21 16:06:12.899649,0 days 00:39:38.717618,32,100000,True,0.98,0.9232026834272047,medium,0.1922478766672434,ornstein-uhlenbeck,0.001,,COMPLETE
147,147,446.125759,2020-12-21 16:06:12.933549,2020-12-21 16:45:16.949942,0 days 00:39:04.016393,16,10000,True,0.98,0.00014840344137083495,small,0.9702919533734553,ornstein-uhlenbeck,0.001,,COMPLETE
148,148,446.125759,2020-12-21 16:45:16.981928,2020-12-21 17:25:32.644979,0 days 00:40:15.663051,512,10000,False,0.95,0.00028588562653451594,medium,0.6951158243515037,,0.005,256.0,COMPLETE
149,149,446.125759,2020-12-21 17:25:32.664204,2020-12-21 18:06:14.128799,0 days 00:40:41.464595,100,10000,True,0.98,0.22301812171588797,medium,0.8067070054694623,ornstein-uhlenbeck,0.02,,COMPLETE
150,150,446.125759,2020-12-21 18:06:14.161360,2020-12-21 18:46:53.151222,0 days 00:40:38.989862,128,100000,False,0.999,0.0647437052611676,medium,0.7903677913842178,,0.005,128.0,COMPLETE
151,151,446.125759,2020-12-21 18:46:53.180289,2020-12-21 19:26:19.985819,0 days 00:39:26.805530,100,10000,True,0.995,7.01769335251248e-05,small,0.92949604973495,ornstein-uhlenbeck,0.001,,COMPLETE
152,152,446.125759,2020-12-21 19:26:20.019363,2020-12-21 20:05:26.396013,0 days 00:39:06.376650,16,10000,False,0.9999,1.0932709635461523e-05,small,0.19780088519489525,,0.005,128.0,COMPLETE
153,153,446.125759,2020-12-21 20:05:26.413964,2020-12-21 20:44:49.386678,0 days 00:39:22.972714,128,1000000,True,0.99,0.0005542760125316745,small,0.7506111569785435,ornstein-uhlenbeck,0.01,,COMPLETE
154,154,446.125759,2020-12-21 20:44:49.406979,2020-12-21 21:26:46.564611,0 days 00:41:57.157632,64,100000,False,0.9,0.027784776641874884,big,0.4986662267835601,,0.02,1.0,COMPLETE
155,155,446.125759,2020-12-21 21:26:46.584110,2020-12-21 22:06:27.701434,0 days 00:39:41.117324,16,1000000,True,0.95,3.802840776120457e-05,medium,0.48971892526601013,ornstein-uhlenbeck,0.01,,COMPLETE
156,156,446.125759,2020-12-21 22:06:27.721531,2020-12-21 22:45:58.121813,0 days 00:39:30.400282,512,100000,False,0.999,0.03717795738445604,small,0.8254810051998394,ornstein-uhlenbeck,0.02,2000.0,COMPLETE
157,157,446.125759,2020-12-21 22:45:58.154192,2020-12-21 23:25:05.191985,0 days 00:39:07.037793,64,10000,True,0.99,0.006265993414306453,small,0.39188560150234253,ornstein-uhlenbeck,0.001,,COMPLETE
158,158,446.125759,2020-12-21 23:25:05.212466,2020-12-22 00:05:14.572225,0 days 00:40:09.359759,64,10000,True,0.98,0.008140647287065282,big,0.2034600894220755,,0.01,,COMPLETE
159,159,446.125759,2020-12-22 00:05:14.591560,2020-12-22 00:42:03.928503,0 days 00:36:49.336943,512,100000,True,0.98,0.03885207684127755,big,0.4639111828213821,ornstein-uhlenbeck,0.001,,COMPLETE
