,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_episodic,params_gamma,params_lr,params_net_arch,params_noise_std,params_noise_type,params_tau,params_train_freq,state
0,0,29.1520132,2021-01-01 18:12:04.261185,2021-01-01 19:40:38.874637,0 days 01:28:34.613452,100,1000000,True,0.98,0.010013653819816878,medium,0.8096462625213274,ornstein-uhlenbeck,0.001,,COMPLETE
1,1,28.160823800000003,2021-01-01 19:40:38.907467,2021-01-01 21:09:01.408967,0 days 01:28:22.501500,32,100000,True,0.9999,0.023055822922938347,medium,0.6706080568840576,ornstein-uhlenbeck,0.005,,COMPLETE
2,2,26.9576282,2021-01-01 21:09:01.428856,2021-01-01 22:40:13.624759,0 days 01:31:12.195903,128,1000000,False,0.9999,0.12092499914492102,big,0.7608556689112757,ornstein-uhlenbeck,0.01,16.0,COMPLETE
3,3,30.283743199999996,2021-01-01 22:40:13.644019,2021-01-02 00:09:59.607138,0 days 01:29:45.963119,100,10000,True,0.995,0.000148039675318628,medium,0.930898735643455,normal,0.01,,COMPLETE
4,4,26.371259400000003,2021-01-02 00:09:59.627234,2021-01-02 01:37:41.476751,0 days 01:27:41.849517,512,100000,True,0.9,0.00020578935569464575,medium,0.3175346477807549,,0.005,,COMPLETE
5,5,30.110499200000003,2021-01-02 01:37:41.495960,2021-01-02 03:06:39.107232,0 days 01:28:57.611272,128,1000000,True,0.999,0.2649738538346589,medium,0.1496185299400219,,0.01,,COMPLETE
6,6,32.1192828,2021-01-02 03:06:39.140120,2021-01-02 04:34:31.584612,0 days 01:27:52.444492,32,1000000,True,0.95,0.0008316294026614357,medium,0.5170410463912462,,0.01,,COMPLETE
7,7,34.499916,2021-01-02 04:34:31.603588,2021-01-02 06:00:05.573083,0 days 01:25:33.969495,128,10000,False,0.995,0.001626907894855778,small,0.5320094055628096,,0.005,256.0,COMPLETE
8,8,31.142623399999998,2021-01-02 06:00:05.592235,2021-01-02 07:27:26.080806,0 days 01:27:20.488571,32,1000000,False,0.9,0.009494856464385304,medium,1.9380613911490485e-05,normal,0.005,128.0,COMPLETE
9,9,31.6415802,2021-01-02 07:27:26.113979,2021-01-02 08:58:10.551597,0 days 01:30:44.437618,64,1000000,True,0.999,0.10711099427773799,medium,0.17386669724976678,ornstein-uhlenbeck,0.02,,COMPLETE
10,10,32.870343000000005,2021-01-02 08:58:10.570557,2021-01-02 09:28:59.675294,0 days 00:30:49.104737,256,10000,False,0.99,1.4119410825619471e-05,small,0.47357936440341397,,0.005,256.0,PRUNED
11,11,36.242475,2021-01-02 09:28:59.682370,2021-01-02 10:56:05.116722,0 days 01:27:05.434352,16,10000,False,0.95,0.0006046329664143225,small,0.5473520519230769,,0.001,1000.0,COMPLETE
12,12,24.5858586,2021-01-02 10:56:05.136080,2021-01-02 11:26:18.901732,0 days 00:30:13.765652,16,10000,False,0.95,0.0010006502801868167,small,0.5332415934021043,,0.001,1000.0,PRUNED
13,13,32.5816604,2021-01-02 11:26:18.909359,2021-01-02 12:53:12.013347,0 days 01:26:53.103988,16,10000,False,0.995,3.2599180403653575e-05,small,0.3469960202628678,,0.001,256.0,COMPLETE
14,14,37.2172594,2021-01-02 12:53:12.030272,2021-01-02 14:23:25.148293,0 days 01:30:13.118021,128,10000,False,0.95,0.0016880542919566173,small,0.6451018226971773,,0.02,1.0,COMPLETE
15,15,29.339535600000005,2021-01-02 14:23:25.167373,2021-01-02 15:21:26.128312,0 days 00:58:00.960939,16,10000,False,0.95,0.000188204040953763,small,0.6762402792932475,,0.02,1.0,PRUNED
16,16,29.136909600000003,2021-01-02 15:21:26.136098,2021-01-02 16:51:47.782106,0 days 01:30:21.646008,128,10000,False,0.95,0.004583930123522263,big,0.9700851754130828,normal,0.02,2000.0,COMPLETE
17,17,31.071333400000004,2021-01-02 16:51:47.813553,2021-01-02 17:27:52.515614,0 days 00:36:04.702061,512,10000,False,0.95,6.5651252688786e-05,small,0.6526668227704581,,0.02,1.0,PRUNED
18,18,29.800327,2021-01-02 17:27:52.524129,2021-01-02 18:54:25.800516,0 days 01:26:33.276387,16,100000,False,0.95,0.00044768146755621815,small,0.3728311114877788,,0.001,1000.0,COMPLETE
19,19,41.8574902,2021-01-02 18:54:25.830807,2021-01-02 20:20:31.627283,0 days 01:26:05.796476,64,10000,False,0.99,0.00264408903007642,small,0.8207811367668278,,0.001,1000.0,COMPLETE
