,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_ent_coef,params_gae_lambda,params_gamma,params_log_std_init,params_lr,params_lr_schedule,params_max_grad_norm,params_n_steps,params_net_arch,params_normalize_advantage,params_ortho_init,params_use_rms_prop,params_vf_coef,state
10,10,458.3217149999999,2020-12-18 06:03:55.883367,2020-12-18 06:08:11.246684,0 days 00:04:15.363317,tanh,4.388565682015934e-05,0.92,0.95,-3.098750055419675,0.0026600917564879884,constant,0.6,32,medium,True,True,False,0.6005357286812996,COMPLETE
11,11,-3.0,2020-12-18 06:06:58.587652,2020-12-18 06:09:09.898554,0 days 00:02:11.310902,relu,0.000625482728275916,0.98,0.9999,0.1937461279388515,0.10566614675072922,linear,5.0,8,small,True,False,True,0.6062234819613417,PRUNED
12,12,394.763542,2020-12-18 06:07:14.636210,2020-12-18 06:11:10.717067,0 days 00:03:56.080857,relu,7.682371835766923e-08,0.95,0.999,-1.6683903110979355,0.000126610408352188,constant,0.3,128,medium,True,True,True,0.3428729809657839,COMPLETE
13,13,148.708586,2020-12-18 06:07:50.683770,2020-12-18 06:09:27.557919,0 days 00:01:36.874149,relu,0.0035783921412462583,0.98,0.9,-3.297885736636693,0.5277657691527232,constant,0.3,64,small,True,True,False,0.3522984262983061,PRUNED
14,14,-3.0,2020-12-18 06:08:11.277138,2020-12-18 06:09:09.235706,0 days 00:00:57.958568,tanh,0.0017999548823138469,0.8,0.9999,-1.8832071049023926,0.1103812276528911,constant,2.0,256,small,False,True,True,0.7860911879690743,PRUNED
15,15,409.410175,2020-12-18 06:09:09.247818,2020-12-18 06:13:09.320567,0 days 00:04:00.072749,relu,3.3368151695679074e-07,0.98,0.995,-3.1705768976481714,0.004979133918272514,linear,0.6,256,small,False,True,True,0.3638376569851539,COMPLETE
16,16,148.708586,2020-12-18 06:09:09.910855,2020-12-18 06:11:08.402928,0 days 00:01:58.492073,relu,0.0003092273347688991,0.92,0.999,-0.946039002782785,8.56562928683355e-05,constant,2.0,16,medium,False,False,True,0.6839628059902387,PRUNED
17,17,344.402727,2020-12-18 06:09:27.570150,2020-12-18 06:13:39.325917,0 days 00:04:11.755767,relu,5.5278533653665465e-08,1.0,0.9,-0.46656936137060834,0.0015973237663457034,linear,0.7,2048,small,True,True,True,0.19499613132664673,COMPLETE
18,18,148.708586,2020-12-18 06:11:08.413093,2020-12-18 06:15:12.414749,0 days 00:04:04.001656,tanh,1.4204687153569575e-05,0.98,0.98,-0.38032529458041076,0.00028837544580826644,constant,2.0,256,small,False,True,True,0.9407825725662565,COMPLETE
19,19,148.708586,2020-12-18 06:11:10.761081,2020-12-18 06:12:47.235671,0 days 00:01:36.474590,relu,0.0003178971984380439,1.0,0.95,0.843948156937544,0.1125728964498584,linear,2.0,2048,medium,False,True,False,0.8407620523139215,PRUNED
20,20,226.00553099999996,2020-12-18 06:12:47.246380,2020-12-18 06:14:59.864803,0 days 00:02:12.618423,tanh,0.0010403635035392425,0.95,0.99,-3.105647351803523,4.6430406438775086e-05,constant,0.8,512,medium,True,True,True,0.37379902610512294,PRUNED
21,21,148.708586,2020-12-18 06:13:09.353399,2020-12-18 06:17:08.916224,0 days 00:03:59.562825,tanh,0.01684205243327802,0.92,0.995,-0.2381756160818269,0.005329321780214012,linear,5.0,1024,small,True,False,False,0.27880793725930864,COMPLETE
22,22,148.708586,2020-12-18 06:13:39.354102,2020-12-18 06:14:56.113602,0 days 00:01:16.759500,relu,4.68608407777628e-06,1.0,0.995,-3.330435082441438,0.3967418758107484,linear,0.7,64,medium,False,False,True,0.42819211620312125,PRUNED
23,23,-3.0,2020-12-18 06:14:56.124002,2020-12-18 06:16:14.539298,0 days 00:01:18.415296,tanh,2.2927168946832305e-06,0.98,0.99,-0.020657513861645604,0.9232958306754382,constant,0.3,16,medium,True,False,False,0.06278921474237587,PRUNED
24,24,148.708586,2020-12-18 06:14:59.874514,2020-12-18 06:16:27.748700,0 days 00:01:27.874186,relu,1.3121563705346491e-07,0.92,0.95,-3.845250685407236,0.6540142482299098,constant,0.7,16,small,False,False,True,0.1544274107788468,PRUNED
25,25,455.728751,2020-12-18 06:15:12.445757,2020-12-18 06:19:41.925103,0 days 00:04:29.479346,tanh,0.00015791288877318058,1.0,0.99,-3.692516823616018,0.00019522949297161665,linear,2.0,32,medium,True,False,True,0.9723634400975205,COMPLETE
26,26,286.670066,2020-12-18 06:16:14.550684,2020-12-18 06:20:18.012843,0 days 00:04:03.462159,tanh,0.0400714236881834,0.92,0.999,0.4026657201967465,0.0006356981317122069,linear,0.9,1024,medium,False,True,False,0.14282781604091999,COMPLETE
27,27,413.81451699999997,2020-12-18 06:16:27.759406,2020-12-18 06:20:44.761584,0 days 00:04:17.002178,relu,1.237256407765326e-06,0.99,0.98,-1.9413601414427504,0.0005992966190694524,linear,0.5,64,medium,False,True,False,0.9423458245986153,COMPLETE
28,28,234.158371,2020-12-18 06:17:08.944343,2020-12-18 06:19:19.070070,0 days 00:02:10.125727,relu,5.065357682618091e-07,0.95,0.9,-1.5786074906761858,0.0023820129270454298,linear,0.9,1024,small,True,True,False,0.4978640760457126,PRUNED
29,29,-3.0,2020-12-18 06:19:19.081522,2020-12-18 06:20:20.893668,0 days 00:01:01.812146,tanh,0.004561590966958185,0.99,0.999,-2.7045442580560173,0.47893295298517574,constant,0.9,128,medium,False,False,True,0.5084517018695739,PRUNED
30,30,148.708586,2020-12-18 06:19:41.955197,2020-12-18 06:20:54.558359,0 days 00:01:12.603162,relu,6.6317350213304126e-06,0.95,0.9,-0.4557221233132567,0.05998214755599558,constant,2.0,1024,medium,True,False,True,0.0054300944442470245,PRUNED
31,31,353.417401,2020-12-18 06:20:18.058007,2020-12-18 06:24:13.880318,0 days 00:03:55.822311,relu,0.01673954698163452,0.95,0.999,-0.806614109723848,0.035815707515595936,linear,0.9,128,small,True,True,True,0.8311712369377882,COMPLETE
32,32,148.708586,2020-12-18 06:20:20.906518,2020-12-18 06:21:30.163489,0 days 00:01:09.256971,relu,3.660655530777662e-06,0.92,0.999,-3.2069463122712976,0.47193461299045725,constant,0.7,1024,medium,False,True,False,0.41284526514358943,PRUNED
33,33,341.959925,2020-12-18 06:20:44.850718,2020-12-18 06:26:37.003185,0 days 00:05:52.152467,relu,6.46184604316371e-07,0.95,0.98,-0.8529261886782704,0.03907801695504986,linear,0.8,8,small,False,True,True,0.028063325490523705,COMPLETE
34,34,148.708586,2020-12-18 06:20:54.572187,2020-12-18 06:22:52.814321,0 days 00:01:58.242134,relu,2.0650009014559353e-06,0.98,0.995,-3.7344199732147967,0.015749179965566257,constant,5.0,16,medium,True,False,False,0.8631244234776076,PRUNED
35,35,176.1259,2020-12-18 06:21:30.175586,2020-12-18 06:22:37.501391,0 days 00:01:07.325805,relu,8.809527702377834e-06,0.98,0.99,-0.22438482792684766,3.2561653401774475e-05,linear,0.3,512,small,False,False,True,0.41991092218251624,PRUNED
36,36,148.708586,2020-12-18 06:22:37.513832,2020-12-18 06:23:46.339437,0 days 00:01:08.825605,relu,7.091047842600149e-08,0.9,0.99,0.8797208217405146,0.008963624100679374,constant,0.8,2048,medium,False,True,True,0.37220148825617816,PRUNED
37,37,148.708586,2020-12-18 06:22:52.823240,2020-12-18 06:24:02.325820,0 days 00:01:09.502580,relu,2.7745140605716317e-06,0.92,0.999,0.004868416175068724,0.26162863595755587,constant,2.0,512,medium,False,False,False,0.23045210349237266,PRUNED
38,38,148.708586,2020-12-18 06:23:46.350417,2020-12-18 06:25:03.115388,0 days 00:01:16.764971,relu,2.135050198267136e-08,0.9,0.99,-2.2114672632248875,0.948681653546568,linear,0.7,32,small,False,False,False,0.787067721499052,PRUNED
39,39,336.927716,2020-12-18 06:24:02.335273,2020-12-18 06:28:06.208512,0 days 00:04:03.873239,tanh,5.443563340154525e-05,1.0,0.995,-3.8689913766944946,0.0001821664214675755,linear,2.0,2048,small,False,False,False,0.5918864720183186,COMPLETE
40,40,148.708586,2020-12-18 06:24:13.974007,2020-12-18 06:25:39.492926,0 days 00:01:25.518919,tanh,0.0213764343875334,0.99,0.995,-0.6928427741273571,0.002597431727846505,constant,0.7,16,small,True,True,True,0.2755191674497033,PRUNED
41,41,206.20255000000003,2020-12-18 06:25:03.127894,2020-12-18 06:26:12.153516,0 days 00:01:09.025622,tanh,7.04504109494307e-05,1.0,0.9999,0.0031661935712570255,5.0428229150995995e-05,linear,2.0,512,medium,True,True,True,0.1769926880942625,PRUNED
42,42,148.708586,2020-12-18 06:25:39.503143,2020-12-18 06:26:51.591060,0 days 00:01:12.087917,tanh,0.03169674676356079,0.92,0.95,-2.123501481596703,0.9156498909092675,constant,1.0,128,small,True,False,True,0.8864664208221031,PRUNED
43,43,148.708586,2020-12-18 06:26:12.164144,2020-12-18 06:27:24.240130,0 days 00:01:12.075986,relu,0.0005705134076722521,0.9,0.9999,-3.817211266295632,0.8954878056275444,linear,0.3,256,small,True,False,False,0.2638894525238302,PRUNED
44,44,148.708586,2020-12-18 06:26:37.035493,2020-12-18 06:27:48.558011,0 days 00:01:11.522518,relu,3.951086563324669e-08,0.99,0.95,-2.320507069404866,0.02855301641844973,linear,0.9,512,medium,True,False,False,0.5449502649018131,PRUNED
45,45,148.708586,2020-12-18 06:26:51.604470,2020-12-18 06:28:07.544451,0 days 00:01:15.939981,relu,0.0015773570365582741,0.9,0.999,-3.783168773725634,0.1085230513068634,constant,0.8,64,medium,False,True,True,0.40466339256809336,PRUNED
46,46,292.749363,2020-12-18 06:27:24.250834,2020-12-18 06:33:17.315857,0 days 00:05:53.065023,relu,4.665830026012565e-08,0.98,0.99,-1.5939489640293378,0.033845282300756264,constant,0.3,8,small,False,False,True,0.5546691346397736,COMPLETE
47,47,-3.0,2020-12-18 06:27:48.568870,2020-12-18 06:28:48.216709,0 days 00:00:59.647839,tanh,0.06192406198922098,0.9,0.9999,-1.3376471938802474,0.0514498825901081,linear,0.3,1024,small,True,True,True,0.3799789185099718,PRUNED
48,48,148.708586,2020-12-18 06:28:06.240185,2020-12-18 06:31:58.876258,0 days 00:03:52.636073,relu,0.0006179940190088895,0.95,0.95,0.5187273653944668,0.0011581473047232727,linear,0.7,128,small,True,False,True,0.9059115895790222,COMPLETE
49,49,148.708586,2020-12-18 06:28:07.557841,2020-12-18 06:29:21.586892,0 days 00:01:14.029051,tanh,8.923256748440195e-05,0.92,0.9,-1.1204416073024683,0.020445684759153527,linear,0.5,64,medium,False,False,False,0.45554172299131146,PRUNED
50,50,148.708586,2020-12-18 06:28:48.228856,2020-12-18 06:34:40.214958,0 days 00:05:51.986102,relu,2.0816163513639e-07,0.92,0.98,-0.27558787696332177,0.00014482206838059333,constant,2.0,8,small,True,True,True,0.7343659780628119,COMPLETE
51,51,148.708586,2020-12-18 06:29:21.597497,2020-12-18 06:33:09.621101,0 days 00:03:48.023604,tanh,0.0028870538195712777,0.98,0.9999,-1.446188387434169,5.324204058054698e-05,constant,0.8,256,medium,True,False,False,0.3979268639110257,COMPLETE
52,52,-3.0,2020-12-18 06:31:58.918577,2020-12-18 06:32:56.950262,0 days 00:00:58.031685,relu,1.2846257011739479e-06,0.92,0.95,-2.3884913863991533,0.09891247930063578,linear,2.0,2048,medium,False,True,False,0.6322500999335363,PRUNED
53,53,148.708586,2020-12-18 06:32:56.961745,2020-12-18 06:34:05.612364,0 days 00:01:08.650619,relu,3.4011465425020776e-08,0.98,0.9999,-0.6442842186335631,0.01732329195252863,linear,0.7,256,small,True,False,True,0.5911987662918566,PRUNED
54,54,458.518685,2020-12-18 06:33:09.652158,2020-12-18 06:37:00.477212,0 days 00:03:50.825054,relu,0.005552912910332717,1.0,0.995,-3.5038373870072412,0.00039009217846129596,constant,5.0,128,medium,False,False,False,0.9664598963617637,COMPLETE
55,55,438.750305,2020-12-18 06:33:17.348433,2020-12-18 06:37:02.517184,0 days 00:03:45.168751,tanh,1.0391007534814038e-05,0.9,0.95,-1.3370807058031584,0.005543958455991772,linear,2.0,256,small,False,False,False,0.2665981029812846,COMPLETE
56,56,442.930849,2020-12-18 06:34:05.624202,2020-12-18 06:40:11.794952,0 days 00:06:06.170750,relu,1.7325392582054336e-07,0.98,0.95,-2.711502051129318,6.0776548080850556e-05,linear,0.3,8,medium,True,True,False,0.7017727214824955,COMPLETE
57,57,148.708586,2020-12-18 06:34:40.246201,2020-12-18 06:36:25.536769,0 days 00:01:45.290568,tanh,1.393067689840683e-06,0.95,0.995,0.7172852074691534,0.02359895876624666,linear,0.8,8,small,False,False,False,0.4489782181444607,PRUNED
58,58,148.708586,2020-12-18 06:36:25.549329,2020-12-18 06:37:44.093824,0 days 00:01:18.544495,tanh,0.08649105459138164,0.95,0.995,0.45883048109991975,0.0025246341217919415,constant,0.8,32,medium,True,True,False,0.5186926697216323,PRUNED
59,59,430.12416999999994,2020-12-18 06:37:00.521578,2020-12-18 06:40:52.486619,0 days 00:03:51.965041,tanh,4.877358682068165e-07,0.98,0.9999,-1.8261466198742173,0.0021499769538336684,linear,0.7,1024,medium,True,True,True,0.38178920224777324,COMPLETE
60,60,275.48232,2020-12-18 06:37:02.606812,2020-12-18 06:38:16.129423,0 days 00:01:13.522611,tanh,3.800957975846207e-07,0.9,0.99,-1.4847412117583527,6.434024920004496e-05,linear,1.0,64,medium,False,True,False,0.6663960114400949,PRUNED
61,61,-3.0,2020-12-18 06:37:44.107886,2020-12-18 06:38:46.465239,0 days 00:01:02.357353,tanh,0.002704144910628828,0.8,0.995,-0.7558841275205195,0.2532204826863542,constant,0.3,64,small,True,True,False,0.5761292845574816,PRUNED
62,62,148.708586,2020-12-18 06:38:16.143336,2020-12-18 06:39:29.831004,0 days 00:01:13.687668,relu,5.855941759859853e-08,0.9,0.995,0.6467008387847013,0.0028023976238125323,constant,0.6,64,small,True,True,True,0.2252565589425759,PRUNED
63,63,148.708586,2020-12-18 06:38:46.479783,2020-12-18 06:42:35.967545,0 days 00:03:49.487762,tanh,0.0003550358426974059,0.99,0.995,-2.0518540308823665,0.008101675789697584,constant,0.5,512,small,False,True,False,0.8630477462300419,COMPLETE
64,64,440.47680099999997,2020-12-18 06:39:29.842693,2020-12-18 06:44:26.816934,0 days 00:04:56.974241,tanh,0.013483369052742666,0.95,0.995,-3.121023537274749,0.00010402721226481923,constant,0.9,16,small,False,False,False,0.6883458368774285,COMPLETE
65,65,160.338137,2020-12-18 06:40:11.826588,2020-12-18 06:41:21.310915,0 days 00:01:09.484327,relu,1.664986879616681e-08,0.8,0.9999,-3.4450975255279883,2.52350186802345e-05,constant,2.0,1024,medium,False,False,False,0.17771956036340575,PRUNED
66,66,148.708586,2020-12-18 06:40:52.518668,2020-12-18 06:45:45.404027,0 days 00:04:52.885359,tanh,0.0002987281519245064,0.92,0.99,-1.8397592964017893,0.0036285531370352673,linear,2.0,16,medium,False,True,True,0.7797675712108688,COMPLETE
67,67,148.708586,2020-12-18 06:41:21.322437,2020-12-18 06:42:29.761028,0 days 00:01:08.438591,tanh,0.0001451436716747953,0.98,0.999,0.5074558804994238,0.00013611313485946077,constant,5.0,1024,medium,False,False,True,0.1654757332228345,PRUNED
68,68,148.708586,2020-12-18 06:42:29.773305,2020-12-18 06:43:36.664999,0 days 00:01:06.891694,relu,5.8781027988848325e-05,0.99,0.95,-1.9828842935337696,0.20237080938623098,linear,0.7,64,small,True,False,False,0.8156902466735388,PRUNED
69,69,148.708586,2020-12-18 06:42:36.007675,2020-12-18 06:43:53.312890,0 days 00:01:17.305215,relu,9.371411555730448e-05,0.9,0.95,-0.2891526905637556,0.06626274057936335,linear,0.5,32,medium,False,True,True,0.6611834476518104,PRUNED
70,70,148.708586,2020-12-18 06:43:36.678035,2020-12-18 06:44:46.629385,0 days 00:01:09.951350,tanh,0.005258363306751159,0.92,0.9999,-1.1460287426655489,0.04681241269900323,linear,5.0,128,small,True,True,True,0.7551206799761839,PRUNED
71,71,178.594658,2020-12-18 06:43:53.325376,2020-12-18 06:45:01.631729,0 days 00:01:08.306353,tanh,1.3393675491764099e-05,0.99,0.99,-3.889594708248628,0.003762373093791897,constant,0.6,2048,medium,False,True,False,0.5325711633658372,PRUNED
72,72,148.708586,2020-12-18 06:44:26.847273,2020-12-18 06:45:34.820520,0 days 00:01:07.973247,tanh,0.00018141390029258094,0.99,0.9999,-0.05002441267688784,0.5783737662436389,linear,0.3,128,small,False,True,False,0.014133203736294453,PRUNED
73,73,230.04231599999997,2020-12-18 06:44:46.640519,2020-12-18 06:46:24.732570,0 days 00:01:38.092051,tanh,0.0009387433065663104,0.98,0.9999,-1.2845569405945572,0.014736000537215023,linear,1.0,64,small,True,False,False,0.17433559842717727,PRUNED
74,74,-3.0,2020-12-18 06:45:01.645367,2020-12-18 06:48:28.636498,0 days 00:03:26.991131,tanh,0.0012875152532525122,0.92,0.9,-2.20769232466784,0.3033809935641562,linear,0.5,1024,medium,False,True,True,0.9540155005122378,COMPLETE
75,75,-3.0,2020-12-18 06:45:34.835442,2020-12-18 06:46:56.697808,0 days 00:01:21.862366,relu,0.00011056071710744733,0.98,0.98,-0.24171838040375304,0.24916717079546982,constant,0.9,16,small,False,True,False,0.6561124432604397,PRUNED
76,76,196.000021,2020-12-18 06:45:45.434669,2020-12-18 06:46:58.619854,0 days 00:01:13.185185,relu,4.6913720451125044e-05,0.9,0.95,0.04772547830905971,5.706428248372503e-05,constant,0.6,256,small,False,True,False,0.14913959854406833,PRUNED
77,77,148.708586,2020-12-18 06:46:24.746178,2020-12-18 06:47:56.766142,0 days 00:01:32.019964,relu,8.406464880102322e-07,0.92,0.95,-0.2813289912167134,0.24019560235835175,constant,0.5,16,small,True,True,False,0.206998419964725,PRUNED
78,78,386.629111,2020-12-18 06:46:56.711834,2020-12-18 06:51:43.684826,0 days 00:04:46.972992,relu,3.16073839796152e-08,0.95,0.95,-1.4573791841774173,0.017614692178200067,linear,0.3,16,medium,True,False,False,0.7577656814882324,COMPLETE
79,79,148.708586,2020-12-18 06:46:58.631302,2020-12-18 06:48:08.726748,0 days 00:01:10.095446,relu,2.883523033618568e-07,0.98,0.99,0.43025111664132343,0.029074114549980837,constant,1.0,256,small,True,True,True,0.6769310708356899,PRUNED
80,80,457.448506,2020-12-18 06:47:56.782456,2020-12-18 06:53:55.137676,0 days 00:05:58.355220,tanh,1.4494988458518953e-06,0.9,0.9,-2.073831740616888,0.001432639100918794,linear,0.3,8,small,True,False,False,0.21129021036457674,COMPLETE
81,81,148.708586,2020-12-18 06:48:08.739620,2020-12-18 06:49:49.573755,0 days 00:01:40.834135,tanh,0.09564680096933212,0.8,0.9999,-1.904136967295008,0.013325805883031536,linear,0.8,8,medium,True,False,False,0.7129737425195612,PRUNED
82,82,148.708586,2020-12-18 06:48:28.677137,2020-12-18 06:50:03.908103,0 days 00:01:35.230966,tanh,1.683832913995665e-07,0.98,0.9,-3.609338463902792,0.006648345931666024,constant,2.0,8,small,False,False,True,0.6108807674554844,PRUNED
83,83,148.708586,2020-12-18 06:49:49.585616,2020-12-18 06:50:56.012379,0 days 00:01:06.426763,tanh,0.0016182159606440113,0.98,0.95,0.4850344551546497,0.05860837508593101,linear,2.0,512,medium,True,True,True,0.6160842626558766,PRUNED
84,84,148.708586,2020-12-18 06:50:03.922541,2020-12-18 06:53:54.150141,0 days 00:03:50.227600,relu,0.00048542939553389226,0.9,0.99,-2.745871405311963,0.00637457050862513,linear,0.5,256,small,True,True,False,0.09702159429606261,COMPLETE
85,85,148.708586,2020-12-18 06:50:56.026051,2020-12-18 06:54:53.769942,0 days 00:03:57.743891,tanh,0.0030229829012408367,0.95,0.95,-1.347909213357311,1.616755595587078e-05,constant,5.0,128,medium,True,False,True,0.6237557710587357,COMPLETE
86,86,148.708586,2020-12-18 06:51:43.718763,2020-12-18 06:55:49.322998,0 days 00:04:05.604235,relu,0.032053518972527326,0.95,0.95,-1.0183966327340452,0.006911395970181625,constant,2.0,2048,small,False,False,False,0.4739388993821064,COMPLETE
87,87,148.708586,2020-12-18 06:53:54.190597,2020-12-18 06:55:24.969104,0 days 00:01:30.778507,relu,0.03272650929302884,1.0,0.99,0.2478518899443456,0.06843758730886176,linear,0.3,16,medium,True,False,True,0.07281809605328049,PRUNED
88,88,148.708586,2020-12-18 06:53:55.168290,2020-12-18 06:55:08.272857,0 days 00:01:13.104567,tanh,0.03987296156623474,0.9,0.9999,-0.07197559828279854,0.008113159168620952,constant,0.9,128,medium,True,False,True,0.30396858096392265,PRUNED
89,89,148.708586,2020-12-18 06:54:53.813631,2020-12-18 06:56:04.559283,0 days 00:01:10.745652,relu,1.1504993770926053e-07,0.8,0.99,-2.806115475159796,0.9447546828211882,constant,0.7,256,medium,False,True,True,0.6536735099697587,PRUNED
90,90,441.412447,2020-12-18 06:55:08.284712,2020-12-18 06:59:35.546615,0 days 00:04:27.261903,relu,0.0010674346305332707,0.9,0.999,-3.48374205789335,0.0001924292608234398,constant,2.0,32,medium,True,True,False,0.6560841481600688,COMPLETE
91,91,393.094632,2020-12-18 06:55:24.982359,2020-12-18 07:00:23.002372,0 days 00:04:58.020013,relu,0.04394172464991901,0.92,0.995,-1.638619137829255,0.003059980611000165,constant,0.9,16,small,False,True,False,0.8059817225854136,COMPLETE
92,92,148.708586,2020-12-18 06:55:49.357425,2020-12-18 06:59:42.520704,0 days 00:03:53.163279,relu,0.00014433711792036986,0.95,0.9999,0.09189505228911621,0.02014263304761704,linear,0.7,1024,small,False,True,False,0.6411353602329631,COMPLETE
93,93,454.38713799999994,2020-12-18 06:56:04.572198,2020-12-18 07:00:26.352276,0 days 00:04:21.780078,relu,0.03475287575851478,0.8,0.9999,-2.724035012006652,0.0002386631398183664,linear,0.7,32,small,False,False,False,0.9263193144581902,COMPLETE
94,94,455.422296,2020-12-18 06:59:35.637502,2020-12-18 07:04:17.013417,0 days 00:04:41.375915,relu,0.014426363720375434,0.9,0.99,-2.734899588009432,0.000260039026094923,linear,1.0,16,small,True,False,False,0.1451349511795852,COMPLETE
95,95,449.14753600000006,2020-12-18 06:59:42.550926,2020-12-18 07:04:19.083068,0 days 00:04:36.532142,tanh,2.5866409911349888e-06,0.8,0.999,-3.5144625368974687,0.0006774593846014294,linear,0.9,16,medium,True,True,False,0.7424456083453692,COMPLETE
96,96,429.73795,2020-12-18 07:00:23.031556,2020-12-18 07:04:10.023790,0 days 00:03:46.992234,tanh,0.001458542843735726,1.0,0.995,-1.3243571455458096,2.6536030363751947e-05,constant,2.0,128,small,False,False,True,0.8014674942042762,COMPLETE
97,97,213.59436599999998,2020-12-18 07:00:26.373038,2020-12-18 07:01:38.953137,0 days 00:01:12.580099,tanh,4.475263700351623e-08,0.92,0.9,-0.2637213320578251,3.005785825662579e-05,constant,5.0,64,small,True,True,True,0.8778454963747869,PRUNED
98,98,148.708586,2020-12-18 07:01:38.964723,2020-12-18 07:02:43.320013,0 days 00:01:04.355290,tanh,0.021724646277412947,0.99,0.9,-2.8287626502500265,0.3586601172879964,constant,0.7,128,medium,True,True,True,0.3233409734973641,PRUNED
99,99,-3.0,2020-12-18 07:02:43.333915,2020-12-18 07:03:43.061042,0 days 00:00:59.727127,relu,0.0020999022320204574,0.92,0.98,-3.926523379626478,0.3949342702636806,constant,5.0,512,small,True,True,False,0.7766977601429655,PRUNED
100,100,-469.24106700000004,2020-12-18 19:10:56.915106,2020-12-18 19:13:06.256026,0 days 00:02:09.340920,relu,6.31103450283456e-08,0.8,0.95,-0.3348246768973744,2.4883280272876473e-05,constant,0.5,256,small,False,True,False,0.8004660685639258,PRUNED
101,101,446.125759,2020-12-18 19:10:56.923684,2020-12-18 19:18:01.147237,0 days 00:07:04.223553,tanh,0.00010102897753325413,0.8,0.9,0.051744925132092945,0.25227801244322656,linear,0.6,1024,medium,False,True,True,0.6938405905100947,COMPLETE
102,102,1119.433546,2020-12-18 19:10:56.938335,2020-12-18 19:20:23.555982,0 days 00:09:26.617647,relu,2.4612260903141245e-05,0.9,0.999,-3.6220547752921277,0.00046826262952821916,linear,0.5,16,small,True,True,False,0.8616471450682824,COMPLETE
103,103,-30.0,2020-12-18 19:10:56.951391,2020-12-18 19:17:29.780893,0 days 00:06:32.829502,tanh,1.5413539863175426e-06,0.92,0.9999,-2.026061348427037,0.3312291306015711,constant,0.3,1024,medium,False,False,False,0.7513753540135536,COMPLETE
104,104,979.090966,2020-12-18 19:13:06.269891,2020-12-18 19:20:21.664826,0 days 00:07:15.394935,tanh,4.0061125595852777e-07,0.99,0.9999,-3.129698207188626,0.0005991632200533635,constant,1.0,128,medium,True,True,False,0.6961499217221209,COMPLETE
105,105,1160.351928,2020-12-18 19:17:29.814509,2020-12-18 19:26:32.510730,0 days 00:09:02.696221,tanh,5.034476251735357e-08,0.8,0.98,-3.322610270598686,0.00019285776791326585,constant,0.9,16,small,True,True,True,0.9099073475004116,COMPLETE
