,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_ent_coef,params_gae_lambda,params_gamma,params_log_std_init,params_lr,params_lr_schedule,params_max_grad_norm,params_n_steps,params_net_arch,params_normalize_advantage,params_ortho_init,params_use_rms_prop,params_vf_coef,system_attrs_fail_reason,state
65,65,36.362991,2020-12-31 19:32:11.676461,2020-12-31 19:42:03.333010,0 days 00:09:51.656549,relu,1.1608004271808055e-08,0.99,0.99,0.5199877482668933,0.3306521950630183,constant,0.8,128,small,False,True,True,0.29866888112410417,,COMPLETE
66,66,36.362991,2020-12-31 19:38:05.710966,2020-12-31 19:47:38.076126,0 days 00:09:32.365160,relu,0.0012507860117102708,0.8,0.9,-0.9167200356488419,0.0013016163702659947,constant,0.8,512,small,False,False,True,0.5051073274968572,,COMPLETE
67,67,-30.069984999999996,2020-12-31 19:39:29.043183,2020-12-31 19:42:22.126676,0 days 00:02:53.083493,relu,0.006315194376758784,0.8,0.9999,-0.4708781518883174,6.770629708092452e-05,constant,1.0,1024,small,True,False,False,0.045519092739238154,,PRUNED
68,68,36.362991,2020-12-31 19:40:59.482203,2020-12-31 19:50:22.158184,0 days 00:09:22.675981,relu,1.0259550776313362e-06,0.92,0.995,-2.157425225037411,0.002632940555536922,linear,1.0,1024,medium,False,False,False,0.7478151114806338,,COMPLETE
69,69,36.362991,2020-12-31 19:42:03.371342,2020-12-31 19:52:40.311543,0 days 00:10:36.940201,relu,0.0022139908767487564,0.95,0.995,-2.558579253725579,0.013326957379824745,constant,2.0,32,small,False,False,True,0.8091978279296861,,COMPLETE
70,70,36.362991,2020-12-31 19:42:22.135931,2020-12-31 19:53:10.666168,0 days 00:10:48.530237,tanh,6.822161435053877e-05,0.98,0.9999,-3.870735668499519,0.005239803423985548,constant,0.6,32,medium,True,False,False,0.3587351372091758,,COMPLETE
71,71,36.362991,2020-12-31 19:47:38.108698,2020-12-31 19:58:16.624194,0 days 00:10:38.515496,tanh,3.7793700699746905e-05,1.0,0.9999,0.622883675910666,0.00018402027322903737,constant,2.0,32,small,False,True,False,0.8388877905526886,,COMPLETE
72,72,36.362991,2020-12-31 19:50:22.192823,2020-12-31 19:59:34.020180,0 days 00:09:11.827357,tanh,0.002262623304090045,0.9,0.9,0.7196474870977063,0.009760307637737095,linear,0.7,512,medium,False,False,True,0.8774334198820033,,COMPLETE
73,73,36.362991,2020-12-31 19:52:40.341319,2020-12-31 20:01:51.246701,0 days 00:09:10.905382,relu,4.284471613391435e-06,1.0,0.999,-2.8563309997534883,0.26532469173914275,constant,1.0,2048,small,False,True,False,0.8023162454151068,,COMPLETE
74,74,-18.320745,2020-12-31 19:53:10.699036,2020-12-31 19:55:58.934776,0 days 00:02:48.235740,tanh,0.00046393752822919903,0.99,0.98,-0.6068329968821047,3.267343665525897e-05,constant,2.0,256,small,True,False,True,0.8729668300946091,,PRUNED
75,75,36.362991,2020-12-31 19:55:58.950755,2020-12-31 20:04:59.610187,0 days 00:09:00.659432,tanh,0.01284030482089525,0.92,0.999,-0.10940465641020936,0.000612865237865418,linear,1.0,256,medium,False,False,True,0.12028815587293662,,COMPLETE
76,76,36.362991,2020-12-31 19:58:16.656066,2020-12-31 20:07:33.629987,0 days 00:09:16.973921,relu,7.220209988041556e-08,0.8,0.9999,-3.4506458061055905,0.19430941306064012,linear,0.7,1024,small,False,True,False,0.833097214108611,,COMPLETE
77,77,36.362991,2020-12-31 19:59:34.051759,2020-12-31 20:13:57.214073,0 days 00:14:23.162314,tanh,0.0029530378385601067,0.98,0.98,-0.42263471007615605,7.203652885815668e-05,constant,0.5,8,small,True,False,False,0.7395729433937409,,COMPLETE
78,78,36.362991,2020-12-31 20:01:51.282445,2020-12-31 20:15:38.287643,0 days 00:13:47.005198,tanh,5.328472880849169e-05,0.95,0.98,-2.012624000941311,0.004800189354463573,linear,0.8,8,small,False,True,True,0.5302530577748599,,COMPLETE
79,79,36.362991,2020-12-31 20:04:59.641058,2020-12-31 20:13:31.760790,0 days 00:08:32.119732,relu,6.10324002924078e-05,0.8,0.999,0.14874675237225077,0.0015032122249368696,constant,0.3,1024,medium,True,True,True,0.45601029969540174,,COMPLETE
80,80,-35.770031,2020-12-31 20:07:33.664945,2020-12-31 20:09:59.433063,0 days 00:02:25.768118,relu,0.04010231904331343,0.98,0.95,0.1688101695394284,0.0002138158899768051,constant,2.0,1024,medium,True,True,False,0.22305076563212356,,PRUNED
81,81,36.362991,2020-12-31 20:09:59.443093,2020-12-31 20:26:04.975564,0 days 00:16:05.532471,relu,0.0030091009144086614,0.9,0.95,-2.7392639191681916,0.0008984912353935913,linear,1.0,8,small,True,True,False,0.40253049379926675,,COMPLETE
82,82,36.362991,2020-12-31 20:13:31.786326,2020-12-31 20:25:10.411429,0 days 00:11:38.625103,tanh,0.0029466016052685355,0.92,0.95,0.3792630809959814,0.008812267420512618,linear,2.0,64,medium,False,False,False,0.9745279876449174,,COMPLETE
83,83,-28.632021,2020-12-31 20:13:57.260471,2020-12-31 20:17:29.836705,0 days 00:03:32.576234,tanh,6.2671464688963964e-06,1.0,0.95,-3.723916837363414,1.2277535478183556e-05,constant,2.0,64,medium,True,True,False,0.40539931086923897,,PRUNED
84,84,,2020-12-31 20:15:38.345270,2020-12-31 20:19:01.460902,0 days 00:03:23.115632,relu,2.1620549633210896e-07,0.8,0.99,-1.0281691004906732,0.7854484217619128,linear,0.6,256,medium,False,True,True,0.1744856494257382,,PRUNED
85,85,36.362991,2020-12-31 20:17:29.861413,2020-12-31 20:30:17.688755,0 days 00:12:47.827342,tanh,0.0034568948270978137,0.9,0.98,-0.7414305757457829,0.005857405131533391,constant,0.6,16,small,False,False,True,0.5998674902336916,,COMPLETE
86,86,-32.418608,2020-12-31 20:19:01.480734,2020-12-31 20:22:20.622642,0 days 00:03:19.141908,tanh,7.5457064047327305e-06,0.9,0.9,0.18437214204844476,4.285276721329994e-05,constant,5.0,1024,medium,True,True,True,0.33475636137362497,,PRUNED
87,87,-27.688974,2020-12-31 20:22:20.636415,2020-12-31 20:25:35.041403,0 days 00:03:14.404988,relu,0.00015626275373842083,0.95,0.9,-2.564717860154552,0.005746867401382827,constant,0.5,1024,medium,False,True,False,0.6186325256488727,,PRUNED
88,88,26.24296,2020-12-31 20:25:10.445099,2020-12-31 20:33:58.095125,0 days 00:08:47.650026,relu,0.0007762222643379082,0.9,0.99,-2.987949146474235,0.35132702364635043,constant,0.9,256,small,False,False,False,0.8259909032875894,,COMPLETE
89,89,36.362991,2020-12-31 20:25:35.073136,2020-12-31 20:34:14.560852,0 days 00:08:39.487716,tanh,0.05589214182505581,0.98,0.999,-2.8181842072806353,0.6246894474133784,constant,0.7,512,small,False,True,False,0.007678034763614394,,COMPLETE
90,90,36.362991,2020-12-31 20:26:05.053516,2020-12-31 20:35:49.224382,0 days 00:09:44.170866,tanh,5.869302307625191e-06,0.98,0.995,-3.842216640340143,0.0001120512429284929,linear,2.0,32,small,False,False,True,0.9464083742373861,,COMPLETE
91,91,-28.329725000000003,2020-12-31 20:30:17.749094,2020-12-31 20:32:47.875656,0 days 00:02:30.126562,relu,3.015982087388779e-08,0.92,0.995,0.7412227678304504,3.5547047259685935e-05,constant,0.8,2048,small,True,False,False,0.2169409280971275,,PRUNED
92,92,36.362991,2020-12-31 20:32:47.901120,2020-12-31 20:40:09.228952,0 days 00:07:21.327832,relu,4.353716425736654e-05,0.92,0.98,-1.0892088766184154,0.0008593992952641893,constant,0.9,2048,small,True,False,True,0.13049476507725033,,COMPLETE
93,93,36.362991,2020-12-31 20:33:58.182696,2020-12-31 20:41:05.500621,0 days 00:07:07.317925,tanh,0.05328956414713946,0.98,0.995,0.9653901735534731,0.2233304311159971,linear,0.7,256,small,True,True,True,0.6669123932272207,,COMPLETE
94,94,-185.790512,2020-12-31 20:34:14.614754,2020-12-31 20:36:40.456630,0 days 00:02:25.841876,relu,1.5087700805840537e-06,0.98,0.9,-2.6371284960412837,0.022913109373414953,linear,1.0,1024,small,False,True,True,0.2432510284389373,,PRUNED
95,95,-38.737382,2020-12-31 20:35:49.301726,2020-12-31 20:37:57.037811,0 days 00:02:07.736085,relu,3.0793035907127544e-08,0.98,0.999,-3.1068002134159824,1.6248520584867282e-05,constant,0.8,256,small,False,True,False,0.4249450879056975,,PRUNED
96,96,36.362991,2020-12-31 20:36:40.469180,2020-12-31 20:43:06.638960,0 days 00:06:26.169780,tanh,0.00023329442020196946,0.92,0.999,-1.788692430911293,0.3406463753505134,linear,0.6,1024,small,False,True,True,0.863485935482379,,COMPLETE
97,97,-1.310356,2020-12-31 20:37:57.051395,2020-12-31 20:40:29.324613,0 days 00:02:32.273218,tanh,0.00460111347102962,0.8,0.9,-0.6493503856792162,1.7371465899281374e-05,linear,0.9,16,small,True,True,True,0.8162973260252905,,PRUNED
98,98,36.362991,2020-12-31 20:40:09.255459,2020-12-31 20:50:55.502406,0 days 00:10:46.246947,tanh,3.680228000170128e-05,1.0,0.9999,-2.9753540434871244,0.004396828529629523,linear,0.5,8,small,True,False,False,0.619956259031825,,COMPLETE
99,99,36.362991,2020-12-31 20:40:29.336026,2020-12-31 20:47:41.062466,0 days 00:07:11.726440,relu,0.0005020085252160898,0.98,0.9999,-0.8205396380103656,0.003433985832901914,constant,0.5,32,small,True,True,False,0.8047764335121962,,COMPLETE
100,100,36.362991,2020-12-31 20:41:05.531616,2020-12-31 20:48:08.785404,0 days 00:07:03.253788,relu,0.003002030416031495,0.9,0.95,-0.22803591236207676,0.01602421636799306,constant,2.0,32,small,True,True,True,0.20975638921139406,,COMPLETE
101,101,36.362991,2020-12-31 20:43:06.665728,2020-12-31 20:54:15.735830,0 days 00:11:09.070102,tanh,0.0006985688365609751,0.9,0.9,0.5422526724969519,6.390452146352656e-05,linear,0.6,8,small,False,False,False,0.38960305543810125,,COMPLETE
102,102,36.362991,2020-12-31 20:47:41.096938,2020-12-31 20:54:30.635897,0 days 00:06:49.538959,relu,0.00352716954612583,0.9,0.999,-3.04223730178604,0.03415432589038939,constant,0.8,2048,medium,False,False,False,0.44766792536306044,,COMPLETE
103,103,-15.714069999999998,2020-12-31 20:48:08.817074,2020-12-31 20:50:08.644567,0 days 00:01:59.827493,relu,0.006900454146808659,0.98,0.9999,-1.6837529835086436,4.4297589962314034e-05,constant,0.8,512,small,True,False,True,0.9024405857321939,,PRUNED
