,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_log_std_init,params_lr,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_sde_sample_freq,params_vf_coef,system_attrs_fail_reason,state
105,105,177.752627,2021-01-07 20:40:42.990553,2021-01-07 22:17:20.433845,0 days 01:36:37.443292,relu,8,0.2,4.168658067911689e-06,0.95,0.995,-3.8612910770851823,0.00039426151379001246,1.0,5,1024,medium,-1,0.9999999999999999,,COMPLETE
106,106,-943.552422,2021-01-07 20:57:34.911627,2021-01-07 21:02:13.212972,0 days 00:04:38.301345,relu,256,0.3,1.2094867371709603e-06,0.92,0.9999,-3.8612546503580942,0.00033765819840236687,0.9,10,1024,medium,-1,0.9999999999999999,,PRUNED
107,107,,2021-01-07 21:02:13.220858,2021-01-07 21:08:19.853137,0 days 00:06:06.632279,tanh,64,0.3,0.03855378302226589,0.8,0.95,-3.858814113722023,0.9999999999999999,0.9,5,1024,small,-1,0.9999999999999999,,PRUNED
108,108,-596.237678,2021-01-07 21:08:19.865538,2021-01-07 21:11:30.941825,0 days 00:03:11.076287,relu,256,0.2,2.633656627789744e-07,0.99,0.995,-3.8601055114390728,0.0003580752573821269,0.3,1,1024,medium,-1,0.9999999999999999,,PRUNED
109,109,-4236.781872,2021-01-07 21:11:30.952691,2021-01-07 21:27:04.154110,0 days 00:15:33.201419,tanh,256,0.3,3.0244967043286267e-06,0.95,0.99,-3.861225515926326,0.0003737529441712638,0.8,10,1024,medium,-1,0.9999999999999999,,COMPLETE
110,110,170.486902,2021-01-07 21:27:04.189451,2021-01-07 23:00:04.610512,0 days 01:33:00.421061,relu,8,0.3,3.1210398495914622e-06,0.98,0.99,-3.729415931349616,4.0586674879416614e-05,5.0,5,512,medium,-1,0.9999999999999999,,COMPLETE
111,111,-525.334423,2021-01-07 22:17:20.461976,2021-01-07 22:21:14.625232,0 days 00:03:54.163256,relu,512,0.1,0.09999999999999999,1.0,0.9,-4.0,1e-05,0.3,20,2048,small,-1,0.9999999999999999,,PRUNED
112,112,177.928384,2021-01-07 22:21:14.635781,2021-01-08 00:01:35.702046,0 days 01:40:21.066265,relu,8,0.2,7.857801209718459e-05,0.92,0.999,-3.7746691661246405,1.045885996682074e-05,0.6,10,512,medium,-1,0.9999999999999999,,COMPLETE
113,113,,2021-01-07 22:24:35.266654,2021-01-07 22:31:18.816508,0 days 00:06:43.549854,relu,8,0.4,0.09999999999999999,0.8,0.9,-4.0,0.9999999999999999,5.0,1,2048,small,256,0.0,,PRUNED
114,114,,2021-01-07 22:30:40.205490,2021-01-07 22:37:28.649646,0 days 00:06:48.444156,relu,8,0.4,0.09999999999999999,0.8,0.9,-4.0,0.9999999999999999,0.3,1,2048,small,256,0.0,,PRUNED
115,115,-434.11588700000004,2021-01-07 22:31:18.830147,2021-01-07 22:38:30.774909,0 days 00:07:11.944762,tanh,8,0.4,0.09999999999999999,0.8,0.9,-4.0,1e-05,5.0,1,2048,small,256,0.0,,PRUNED
116,116,-666.482678,2021-01-07 22:37:28.662310,2021-01-07 22:44:03.517005,0 days 00:06:34.854695,relu,8,0.4,0.09999999999999999,0.8,0.9,-4.0,1e-05,5.0,1,2048,small,256,0.0,,PRUNED
117,117,-4236.781872,2021-01-07 22:38:30.787095,2021-01-07 23:39:44.938794,0 days 01:01:14.151699,relu,8,0.1,3.7124696719999204e-05,0.92,0.9999,-3.795989820968639,0.0013228602920704676,0.8,20,512,medium,-1,0.9999999999999999,,PRUNED
118,118,-77.514293,2021-01-07 22:44:03.529711,2021-01-07 22:50:32.829104,0 days 00:06:29.299393,tanh,8,0.4,0.09999999999999999,0.8,0.9,-4.0,1e-05,5.0,1,2048,small,256,0.9999999999999999,,PRUNED
119,119,-312.756636,2021-01-07 22:50:32.841168,2021-01-07 22:57:01.288605,0 days 00:06:28.447437,tanh,8,0.4,0.09999999999999999,0.8,0.9,-4.0,1e-05,5.0,1,2048,small,256,0.0,,PRUNED
