,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_log_std_init,params_lr,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_sde_sample_freq,params_vf_coef,system_attrs_fail_reason,state
10,10,27.074348399999998,2021-01-01 20:54:25.997249,2021-01-01 22:51:56.538549,0 days 01:57:30.541300,relu,32,0.4,1.8392021564756366e-07,0.95,0.9,-0.6894207331938595,0.10965003765843025,0.7,20,512,small,8,0.11780827208223721,,COMPLETE
11,11,26.517378200000003,2021-01-01 21:03:59.394524,2021-01-01 21:28:43.360242,0 days 00:24:43.965718,tanh,256,0.3,5.649496435778522e-06,0.98,0.9,-3.6916782378416833,0.07387251367803128,2.0,20,2048,small,64,0.6383165942488884,,COMPLETE
12,12,,2021-01-01 21:28:43.385672,2021-01-01 23:30:58.558665,0 days 02:02:15.172993,relu,64,0.3,2.708074502909002e-07,0.8,0.9,-0.7676694974078995,0.08199434258821807,0.7,20,32,medium,64,0.3095118624258615,"Trial 12 failed, because the objective function returned nan.",FAIL
13,13,24.9064986,2021-01-01 22:26:38.565363,2021-01-01 22:36:24.451649,0 days 00:09:45.886286,tanh,256,0.3,1.7870724195819042e-06,0.92,0.95,-2.6215498324743494,0.0008963260358975735,0.9,1,2048,medium,-1,0.5408865699705216,,COMPLETE
14,14,34.003638,2021-01-01 22:36:24.485085,2021-01-01 22:56:10.009447,0 days 00:19:45.524362,tanh,16,0.4,8.763706175577194e-06,0.99,0.9999,-1.7234356712133008,1.548714521299074e-05,0.3,1,2048,small,128,0.46379616257386946,,COMPLETE
15,15,35.813093,2021-01-01 22:51:56.568123,2021-01-01 23:26:55.205743,0 days 00:34:58.637620,relu,32,0.1,3.3028051912159907e-06,0.8,0.995,-0.1774675518754183,0.21538560365495782,0.9,5,2048,small,32,0.6672707847832317,,COMPLETE
16,16,27.6774518,2021-01-01 22:56:10.036146,2021-01-02 06:44:02.811324,0 days 07:47:52.775178,tanh,32,0.2,2.3039789125891863e-05,0.9,0.98,0.3169528890869602,0.005588534277040204,0.5,20,8,medium,8,0.955926692586112,,COMPLETE
17,17,27.706906399999998,2021-01-01 23:21:00.810518,2021-01-02 00:26:16.238406,0 days 01:05:15.427888,relu,128,0.2,0.0048996969422067365,0.8,0.999,-2.3715791407625937,1.3926001266072125e-05,0.5,10,32,small,256,0.7603537434254874,,COMPLETE
18,18,33.359399599999996,2021-01-01 23:26:55.236186,2021-01-02 00:56:37.340420,0 days 01:29:42.104234,relu,128,0.2,0.0021803069067278386,1.0,0.98,-2.648719097292432,4.0295500381082936e-05,1.0,10,16,medium,16,0.9631525471555652,,PRUNED
19,19,35.0034986,2021-01-01 23:30:58.572104,2021-01-01 23:54:42.900476,0 days 00:23:44.328372,relu,128,0.2,0.0018930862038681955,1.0,0.99,-2.600463218467901,4.848610973312489e-05,1.0,10,1024,medium,16,0.9935040223566922,,COMPLETE
20,20,34.9773724,2021-01-01 23:54:42.942078,2021-01-02 01:00:39.249419,0 days 01:05:56.307341,relu,128,0.2,0.0006201451718428533,1.0,0.999,-2.8284815027252574,0.0001332098715795829,5.0,10,32,small,256,0.9829162231232169,,COMPLETE
21,21,34.902797400000004,2021-01-02 00:26:16.267387,2021-01-02 02:33:00.837860,0 days 02:06:44.570473,relu,64,0.3,0.00033231125377401315,1.0,0.98,0.9717700155182776,0.00012167767626752526,1.0,10,16,medium,128,0.9923022462427277,,COMPLETE
22,22,34.484911,2021-01-02 00:56:37.353857,2021-01-02 01:36:52.122961,0 days 00:40:14.769104,relu,64,0.3,0.00024165625537231436,0.9,0.99,-3.3330428509394756,0.0001602211199506854,0.8,10,64,medium,128,0.9204570952955436,,COMPLETE
23,23,32.9269196,2021-01-02 01:00:39.282124,2021-01-02 01:13:20.061536,0 days 00:12:40.779412,relu,64,0.3,0.06652520043442597,0.95,0.98,0.9601461377552005,0.00024960093040515493,1.0,1,64,medium,128,0.8509640461558006,,COMPLETE
24,24,24.9081244,2021-01-02 01:13:20.089594,2021-01-02 01:30:12.272295,0 days 00:16:52.182701,relu,256,0.3,0.0001785176984792501,0.9,0.99,-3.9883248178855175,0.01246267203005622,0.8,10,256,medium,128,0.8685202504425259,,COMPLETE
25,25,46.937812199999996,2021-01-02 01:30:12.304336,2021-01-02 01:55:06.864474,0 days 00:24:54.560138,relu,256,0.1,0.01791025497761442,0.95,0.98,-3.2822764986723265,0.00031142757238478944,0.8,5,64,small,128,0.7402182143105436,,COMPLETE
26,26,28.8689544,2021-01-02 01:36:52.162458,2021-01-02 01:53:12.795074,0 days 00:16:20.632616,relu,256,0.2,0.01816671685847636,0.95,0.98,-1.568650124741281,0.00032287003410496343,1.0,1,16,small,32,0.7274821975871295,,PRUNED
27,27,31.354877999999996,2021-01-02 01:53:12.808334,2021-01-02 02:11:43.110944,0 days 00:18:30.302610,relu,16,0.1,6.018722681655153e-05,0.98,0.995,-2.04371667404655,5.29540448879579e-05,5.0,5,1024,small,8,0.4124461165426209,,PRUNED
28,28,28.3754152,2021-01-02 01:55:06.893920,2021-01-02 04:01:51.617371,0 days 02:06:44.723451,relu,8,0.1,6.884407217317828e-05,0.95,0.98,-1.9247633590304334,4.0639593014316826e-05,0.8,5,64,small,8,0.4187512407452433,,COMPLETE
29,29,29.457815599999996,2021-01-02 02:11:43.123345,2021-01-02 03:18:17.104042,0 days 01:06:33.980697,relu,256,0.1,0.014780530095935695,0.95,0.98,-3.12488241072318,0.0005340359155169558,0.8,5,16,small,128,0.8033818837584329,,COMPLETE
30,30,40.397600600000004,2021-01-02 02:33:00.877275,2021-01-02 02:56:23.810100,0 days 00:23:22.932825,relu,256,0.1,0.018070118445044976,0.95,0.98,-3.1731146149083025,0.0006780451243066497,0.8,5,64,small,128,0.7818827449672789,,COMPLETE
31,31,36.095652,2021-01-02 02:56:23.849301,2021-01-02 03:20:06.860702,0 days 00:23:43.011401,relu,256,0.1,0.025190107219813167,0.95,0.98,-3.1340966980483436,0.00571491228354647,0.8,5,64,small,128,0.7754205303438848,,COMPLETE
32,32,13.889668,2021-01-02 03:18:17.146727,2021-01-02 05:19:57.712809,0 days 02:01:40.566082,relu,8,0.1,0.02308082217590647,0.95,0.98,-3.0690518984249824,0.004257365476149804,0.8,5,64,small,128,0.6846672247989226,,COMPLETE
33,33,35.4700622,2021-01-02 03:20:06.899598,2021-01-02 05:23:37.866284,0 days 02:03:30.966686,relu,8,0.1,0.08309761440630725,0.95,0.9999,-2.0921679352809814,0.0022012199081722543,0.8,5,64,small,128,0.6500283098883514,,COMPLETE
34,34,35.5938066,2021-01-02 04:01:51.649420,2021-01-02 04:25:45.755038,0 days 00:23:54.105618,relu,128,0.1,0.053506437031789235,0.95,0.9999,-1.2548052824923444,0.002012390285584852,2.0,5,64,small,128,0.616664935928211,,COMPLETE
35,35,28.993625399999996,2021-01-02 04:25:45.798993,2021-01-02 04:49:42.868346,0 days 00:23:57.069353,relu,256,0.1,0.008473144682557401,0.95,0.98,-2.2307672254152235,8.755372712138717e-05,0.3,5,64,small,16,0.7258153639735028,,COMPLETE
36,36,-78.316739,2021-01-02 04:49:42.906103,2021-01-02 05:09:37.215322,0 days 00:19:54.309219,relu,16,0.1,0.000908876617185579,0.95,0.98,-3.989287483499426,0.00045551185572948903,0.7,5,128,small,64,0.6816632678979143,,PRUNED
37,37,40.429481,2021-01-02 05:09:37.228363,2021-01-02 07:25:13.021241,0 days 02:15:35.792878,relu,512,0.1,0.03623695406388551,0.95,0.98,-3.040523067526042,0.017881297082443966,0.8,5,8,small,128,0.5542645874631952,,COMPLETE
38,38,,2021-01-02 05:19:57.742720,2021-01-02 07:30:19.723452,0 days 02:10:21.980732,relu,128,0.1,0.08461925781542884,0.95,0.999,-1.1511401592903914,0.01521534984256515,0.6,5,8,small,-1,0.5898981352833411,"Trial 38 failed, because the objective function returned nan.",FAIL
39,39,28.5744446,2021-01-02 05:23:37.898092,2021-01-02 05:33:43.051219,0 days 00:10:05.153127,relu,256,0.2,0.0039421930269780345,1.0,0.99,-3.6152188924091138,0.019771671258630396,0.5,1,8,small,128,0.8968510193550581,,PRUNED
40,40,41.807853,2021-01-02 05:33:43.064900,2021-01-02 05:43:23.425911,0 days 00:09:40.361011,relu,512,0.1,0.0012434236166263604,0.95,0.95,-3.4980855643368884,0.0012458138270175993,0.6,1,512,small,128,0.9197436646057449,,COMPLETE
41,41,-44.707373,2021-01-02 05:43:23.454539,2021-01-02 05:46:17.612905,0 days 00:02:54.158366,relu,512,0.1,0.0017898125812884625,0.95,0.95,-3.43107258874374,0.0011829173466058104,0.6,1,512,small,128,0.9288848036138206,,PRUNED
42,42,42.64287900000001,2021-01-02 05:46:17.626717,2021-01-02 05:57:15.723337,0 days 00:10:58.096620,relu,512,0.1,0.0057143040142487375,0.95,0.95,-2.9240240707758534,0.0002580833651417995,0.6,5,512,small,-1,0.8125521140115224,,COMPLETE
43,43,22.0803058,2021-01-02 05:57:15.763312,2021-01-02 06:02:06.580364,0 days 00:04:50.817052,relu,512,0.1,2.1333758357046387e-05,0.99,0.95,-3.7241070841093737,0.00024809241367944996,0.6,20,512,small,-1,0.5825378934068894,,PRUNED
44,44,4.13073,2021-01-02 06:02:06.593213,2021-01-02 06:05:00.342256,0 days 00:02:53.749043,relu,512,0.4,0.0008782850987830319,0.95,0.95,-2.8427411035059356,2.0991772805186072e-05,0.6,1,512,small,-1,0.8212324690383584,,PRUNED
45,45,,2021-01-02 06:05:00.355814,2021-01-02 06:08:47.731848,0 days 00:03:47.376034,tanh,512,0.1,0.00810706237366807,0.98,0.95,-3.932308910521904,0.9085416370471702,0.6,10,512,small,-1,0.8815453434163156,,PRUNED
46,46,-27.5924954,2021-01-02 06:08:47.745688,2021-01-02 06:13:37.876286,0 days 00:04:50.130598,relu,512,0.1,0.00011601739437500319,0.92,0.95,-3.518381639317038,7.828435791250998e-05,0.6,20,512,small,-1,0.014045104826233556,,PRUNED
47,47,32.2751744,2021-01-02 06:13:37.888557,2021-01-02 06:23:38.893375,0 days 00:10:01.004818,tanh,512,0.2,0.0004381727679085702,0.95,0.9,-2.8850430036512615,0.0014711789172107304,0.6,1,256,small,32,0.9466318161794538,,COMPLETE
48,48,31.756496799999997,2021-01-02 06:23:38.920373,2021-01-02 06:34:40.819570,0 days 00:11:01.899197,relu,512,0.4,0.04027441080692504,0.9,0.95,-0.9185521297852519,0.0002006602204187474,0.6,5,512,small,256,0.7248466921401004,,COMPLETE
49,49,33.8101886,2021-01-02 06:34:40.859713,2021-01-02 08:15:56.276478,0 days 01:41:15.416765,relu,512,0.1,0.008914346146735933,0.95,0.95,-3.254983450257548,0.0006495846275414443,0.8,5,8,small,128,0.8175792489564983,,COMPLETE
50,50,40.81812000000001,2021-01-02 06:44:02.842274,2021-01-02 07:00:16.027933,0 days 00:16:13.185659,relu,512,0.1,0.006535526030674303,0.95,0.95,-3.2730937252568246,0.0006773081259223126,0.8,5,128,small,128,0.798998714501864,,COMPLETE
51,51,25.920577199999997,2021-01-02 07:00:16.070273,2021-01-02 07:05:08.852894,0 days 00:04:52.782621,relu,512,0.1,0.008179861107295986,0.95,0.95,-3.3332097828375673,0.0004936172934507675,0.9,5,128,small,128,0.837366171093146,,PRUNED
52,52,31.146992,2021-01-02 07:05:08.866450,2021-01-02 07:21:25.483243,0 days 00:16:16.616793,relu,512,0.1,1.2130390968943245e-08,0.95,0.95,-2.475423851345474,0.00094630205310691,0.8,5,128,small,64,0.8967438106661568,,COMPLETE
53,53,30.4104358,2021-01-02 07:21:25.525325,2021-01-02 07:26:23.150673,0 days 00:04:57.625348,relu,512,0.1,0.002556177727199836,0.8,0.95,-3.761120615839263,0.0003206645620488357,0.7,5,128,small,-1,0.5312317339552001,,PRUNED
54,54,33.6424824,2021-01-02 07:25:13.050970,2021-01-02 07:44:14.121066,0 days 00:19:01.070096,relu,128,0.1,0.002441380113458172,0.8,0.95,-3.7683331983336688,0.00036396128178768514,0.7,5,128,small,-1,0.7489277359704831,,COMPLETE
55,55,-33.8658408,2021-01-02 07:26:23.163423,2021-01-02 07:34:05.575464,0 days 00:07:42.412041,relu,128,0.1,0.0011919268721032063,0.99,0.999,-3.541285862411048,2.3519735114308015e-05,2.0,10,512,small,128,0.7533723034297918,,PRUNED
56,56,23.8361418,2021-01-02 07:30:19.738473,2021-01-02 07:38:30.182608,0 days 00:08:10.444135,relu,128,0.1,0.0012500936070742466,0.99,0.999,-3.531158064050514,2.425801255315824e-05,2.0,10,512,small,128,0.757353075588271,,PRUNED
57,57,27.4856318,2021-01-02 07:34:05.589678,2021-01-02 07:52:12.406728,0 days 00:18:06.817050,relu,32,0.2,0.004763864218234009,0.95,0.995,-2.773769877986768,0.0026615267306379572,0.3,1,32,small,128,0.8163694953754035,,COMPLETE
58,58,30.5620564,2021-01-02 07:38:30.195948,2021-01-02 07:55:35.302403,0 days 00:17:05.106455,tanh,32,0.2,0.00426896503418977,0.92,0.995,-2.789650071245343,8.460279448485014e-05,0.3,1,32,small,-1,0.8238402158182392,,COMPLETE
59,59,26.3573642,2021-01-02 07:44:14.160954,2021-01-02 07:58:31.277033,0 days 00:14:17.116079,tanh,512,0.2,0.005206608594652454,0.92,0.995,-2.700548402652847,0.0030107195433947648,0.3,1,32,small,256,0.8144148261300179,,COMPLETE
