,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_log_std_init,params_lr,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_sde_sample_freq,params_vf_coef,system_attrs_fail_reason,state
0,0,148.708586,2020-12-18 05:55:57.357757,2020-12-18 06:04:23.619920,0 days 00:08:26.262163,relu,8,0.2,3.3816819023341227e-06,0.98,0.98,-2.3784387262574036,0.11687800738598057,0.6,1,1024,small,-1,0.5326881747006884,,COMPLETE
1,1,148.708586,2020-12-18 05:55:57.366653,2020-12-18 06:06:03.009842,0 days 00:10:05.643189,relu,32,0.4,1.015179445566252e-06,0.95,0.9,-2.447074251482369,0.19802135308757995,5.0,5,1024,small,32,0.8187732303112438,,COMPLETE
2,2,143.2684326,2020-12-18 05:55:57.385371,2020-12-18 06:13:22.508655,0 days 00:17:25.123284,tanh,64,0.1,1.4462573116948549e-06,0.98,0.99,0.7953441275880602,0.00021558451578860573,0.3,20,1024,medium,32,0.3831667158520492,,COMPLETE
3,3,,2020-12-18 05:55:57.414075,2020-12-18 06:04:15.371321,0 days 00:08:17.957246,tanh,8,0.4,1.1177906717427302e-07,1.0,0.9,-2.6701423580735746,0.5572185751653679,5.0,1,64,small,256,0.05309802175903511,"Trial 3 failed, because the objective function returned nan.",FAIL
4,4,292.271844,2020-12-18 06:04:15.384108,2020-12-18 06:21:11.282036,0 days 00:16:55.897928,relu,16,0.3,1.482636736914227e-05,1.0,0.999,0.8634526064623689,0.038694713119700214,0.5,5,32,medium,32,0.4973111901207503,,COMPLETE
5,5,323.049433,2020-12-18 06:04:23.657729,2020-12-18 06:08:50.895448,0 days 00:04:27.237719,tanh,128,0.1,2.286172272732343e-06,0.92,0.9999,-1.5488754634482857,0.00011654891300639821,1.0,5,512,small,8,0.46506445489504233,,COMPLETE
6,6,335.4154286,2020-12-18 06:06:03.037642,2020-12-18 07:03:33.007616,0 days 00:57:29.969974,tanh,32,0.4,4.602199250186099e-06,0.98,0.95,-2.5323436384655755,0.0006925729445976546,0.8,20,16,medium,8,0.594442290847477,,COMPLETE
7,7,148.708586,2020-12-18 06:08:50.921544,2020-12-18 06:12:14.547746,0 days 00:03:23.626202,tanh,64,0.2,0.0054048221415031504,0.99,0.9999,-2.917338560884552,0.004063778681830298,2.0,1,2048,medium,128,0.30997912701406205,,COMPLETE
8,8,394.06800940000005,2020-12-18 06:12:14.589147,2020-12-18 06:29:05.540406,0 days 00:16:50.951259,tanh,256,0.2,6.101412775429405e-07,0.98,0.999,-1.6492660338462426,0.004235810094823496,0.6,10,32,small,128,0.1211223628814927,,COMPLETE
9,9,318.8703412,2020-12-18 06:13:22.538679,2020-12-18 06:21:31.298079,0 days 00:08:08.759400,tanh,8,0.3,9.716323562723677e-07,0.9,0.95,-3.441375655750151,0.0003203897901398913,0.9,1,1024,small,8,0.5113916798910918,,COMPLETE
10,10,457.7207934,2020-12-18 06:21:11.314974,2020-12-18 06:25:35.280783,0 days 00:04:23.965809,tanh,32,0.1,0.00045217439800449894,0.98,0.98,-2.3624515912394064,0.019280671236382364,1.0,1,2048,small,8,0.5523289987273469,,COMPLETE
11,11,453.21204099999994,2020-12-18 06:21:31.328962,2020-12-18 06:38:21.936408,0 days 00:16:50.607446,tanh,64,0.2,8.859209430548746e-06,0.92,0.9,-2.5405278669038442,0.0005756705507476673,0.8,20,2048,medium,8,0.7171449157892078,,COMPLETE
12,12,297.7478778,2020-12-18 06:25:35.306528,2020-12-18 06:39:43.932789,0 days 00:14:08.626261,tanh,16,0.1,0.005665192254336486,0.99,0.99,-3.4246220290529203,0.0006636754709534534,0.7,10,512,medium,16,0.5859135633122722,,PRUNED
13,13,,2020-12-18 06:29:05.567149,2020-12-18 06:39:01.099873,0 days 00:09:55.532724,relu,32,0.2,8.598517904630488e-07,1.0,0.995,0.6575105038677833,0.14057214051535935,0.9,20,256,small,8,0.6159353190213712,,PRUNED
14,14,148.708586,2020-12-18 06:38:21.976308,2020-12-18 06:40:02.440704,0 days 00:01:40.464396,relu,256,0.3,0.044208263818032986,0.8,0.995,-3.251169185327017,0.006958019987891884,5.0,20,1024,medium,16,0.04972465689516903,,PRUNED
15,15,-2.101194,2020-12-18 06:39:01.111979,2020-12-18 06:56:11.118259,0 days 00:17:10.006280,relu,16,0.1,7.258000538526418e-06,0.9,0.999,-0.22182930011812463,0.1152286567105483,0.8,20,256,small,32,0.9940874300907154,,PRUNED
16,16,,2020-12-18 06:39:43.944171,2020-12-18 06:44:24.954680,0 days 00:04:41.010509,tanh,512,0.4,1.8666603266457048e-06,0.9,0.999,-2.388415320596288,0.7034924210123666,0.8,20,64,small,32,0.20673463515156443,,PRUNED
17,17,448.34623519999997,2020-12-18 06:40:02.450430,2020-12-18 06:49:37.643465,0 days 00:09:35.193035,relu,128,0.3,1.7820559629812942e-08,1.0,0.9,-2.3257637317417217,0.0032043712751522457,2.0,5,32,medium,32,0.6003012122547302,,COMPLETE
18,18,274.58007439999994,2020-12-18 06:44:24.968023,2020-12-18 06:48:05.681978,0 days 00:03:40.713955,tanh,512,0.3,2.2201780401365504e-07,0.98,0.9999,-0.18466122927995032,0.010171193519814235,0.9,10,1024,small,32,0.8539985408708682,,COMPLETE
19,19,345.6461458,2020-12-18 06:48:05.707439,2020-12-18 06:54:13.656959,0 days 00:06:07.949520,relu,64,0.1,0.0036935316022526014,0.92,0.99,-1.713755152281525,0.00011395433762699342,0.7,5,128,medium,-1,0.23534490691104204,,COMPLETE
20,20,148.708586,2020-12-18 06:49:37.675407,2020-12-18 06:52:30.803422,0 days 00:02:53.128015,relu,32,0.2,1.0576092875088327e-05,0.95,0.9,-2.223358402382692,0.026330013133642527,0.3,5,32,medium,32,0.619171941548209,,PRUNED
21,21,359.83591479999995,2020-12-18 06:52:30.816075,2020-12-18 07:08:30.317105,0 days 00:15:59.501030,relu,16,0.1,3.530878367983682e-07,0.98,0.9999,-1.7836168433676773,8.254122700619704e-05,2.0,5,256,medium,128,0.6103831064550173,,COMPLETE
22,22,457.489465,2020-12-18 06:54:13.686093,2020-12-18 07:03:46.979842,0 days 00:09:33.293749,relu,128,0.3,0.00044629096793051385,0.92,0.9,0.049244861726189804,0.004590626429102111,5.0,20,128,small,-1,0.5828799265420008,,COMPLETE
23,23,397.54815199999996,2020-12-18 06:56:11.126770,2020-12-18 07:05:31.110548,0 days 00:09:19.983778,relu,32,0.4,6.825070036818148e-08,0.99,0.98,-1.5876055303582586,0.0010663851527149594,5.0,5,2048,small,32,0.24844931681508442,,PRUNED
24,24,-3.0,2020-12-18 07:03:33.032033,2020-12-18 07:18:12.471173,0 days 00:14:39.439140,tanh,32,0.4,0.000555250887415992,0.8,0.9999,-3.2493064405208365,0.002804746034981025,2.0,10,32,medium,-1,0.7853105987136472,,COMPLETE
25,25,148.708586,2020-12-18 07:03:47.009476,2020-12-18 07:20:10.883384,0 days 00:16:23.873908,tanh,16,0.2,1.1271264659597603e-08,1.0,0.95,-1.8990705163495938,0.09766925751731209,0.7,20,256,small,64,0.38248257429852417,,PRUNED
26,26,250.7536256,2020-12-18 07:05:31.122011,2020-12-18 07:07:42.468134,0 days 00:02:11.346123,relu,8,0.1,5.6394546713301865e-06,0.9,0.999,0.24199485028165135,1.5168702142513366e-05,1.0,1,128,medium,256,0.4732214263722535,,PRUNED
27,27,350.9865002,2020-12-18 07:07:42.479050,2020-12-18 07:16:46.795318,0 days 00:09:04.316268,relu,512,0.1,2.1116499315519255e-05,0.98,0.999,-3.3787724143049163,0.0003117314961386048,0.5,10,64,small,64,0.1548557543988064,,COMPLETE
28,28,448.6621348,2020-12-18 07:08:30.346386,2020-12-18 07:12:35.571526,0 days 00:04:05.225140,tanh,512,0.4,4.140507942607359e-05,0.9,0.99,-2.749485639383516,0.000285215720960133,1.0,20,512,small,128,0.32002516260980995,,COMPLETE
29,29,271.7278964,2020-12-18 07:12:35.614732,2020-12-18 07:13:24.078397,0 days 00:00:48.463665,relu,256,0.1,2.9749741221696483e-08,1.0,0.9999,-3.09626797575454,0.000465091984876803,0.8,1,2048,medium,-1,0.29321426949742346,,PRUNED
30,30,148.708586,2020-12-18 07:13:24.087366,2020-12-18 07:15:45.592474,0 days 00:02:21.505108,tanh,8,0.2,0.006569616767592373,0.95,0.9999,-2.1004526658267246,0.029882728709711096,0.3,1,8,small,256,0.43486267379650545,,PRUNED
31,31,428.77963199999994,2020-12-18 07:15:45.603797,2020-12-18 07:41:46.025859,0 days 00:26:00.422062,tanh,8,0.2,6.748611261804905e-08,0.8,0.98,-1.781699690905035,0.003366533358165748,0.5,5,1024,small,16,0.42961842946629925,,COMPLETE
32,32,331.30338539999997,2020-12-18 07:16:46.819798,2020-12-18 07:20:43.837347,0 days 00:03:57.017549,relu,64,0.2,9.939172848020091e-08,0.95,0.995,-1.779898672868995,1.180923145406321e-05,0.9,20,1024,small,256,0.18076417210394025,,PRUNED
33,33,384.87584639999994,2020-12-18 07:18:12.497300,2020-12-18 08:05:15.688388,0 days 00:47:03.191088,tanh,8,0.4,4.302343135549951e-06,0.98,0.95,-0.4543237783316436,0.002126174427434262,2.0,10,256,small,32,0.3703770907541356,,COMPLETE
34,34,-3.0,2020-12-18 07:20:10.898452,2020-12-18 07:21:41.393264,0 days 00:01:30.494812,relu,16,0.2,2.3491737562131534e-08,0.95,0.9,0.9670587245780338,0.7424089125786305,0.6,1,16,small,128,0.4106083791753662,,PRUNED
35,35,148.708586,2020-12-18 07:20:43.849765,2020-12-18 07:21:37.832364,0 days 00:00:53.982599,tanh,128,0.2,0.0003718780682719784,0.95,0.99,-3.3391969082087725,0.006237526566403011,0.6,1,1024,medium,64,0.4484998496373941,,PRUNED
36,36,213.270435,2020-12-18 07:21:37.843171,2020-12-18 08:09:33.664668,0 days 00:47:55.821497,relu,8,0.3,0.0012723811759510668,0.92,0.995,-3.339984743776264,0.0009331854126848084,0.7,10,8,small,32,0.9046318618319749,,COMPLETE
