,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_ent_coef,params_gae_lambda,params_gamma,params_log_std_init,params_lr,params_lr_schedule,params_max_grad_norm,params_n_steps,params_net_arch,params_normalize_advantage,params_ortho_init,params_use_rms_prop,params_vf_coef,state
0,0,,2020-12-07 20:58:36.129017,,,,,,,,,,,,,,,,,RUNNING
1,1,,2020-12-07 20:58:36.136148,,,,,,,,,,,,,,,,,RUNNING
2,2,,2020-12-07 20:58:36.137158,,,tanh,5.685872152638203e-07,0.92,0.995,0.7036260295829964,0.00043842693430736624,linear,0.5,8.0,medium,False,True,False,0.34675060462276686,RUNNING
3,3,,2020-12-07 20:58:36.163608,,,,,,,,,,,,,,,,,RUNNING
4,4,0.0,2020-12-07 20:59:27.218376,2020-12-07 21:58:42.991036,0 days 00:59:15.772660,tanh,8.047934390074669e-07,0.92,0.95,0.018566138447277503,0.28219926834150455,constant,5.0,32.0,small,False,False,False,0.5805113612450596,COMPLETE
5,5,0.75,2020-12-07 20:59:27.233305,2020-12-07 21:52:13.851599,0 days 00:52:46.618294,relu,0.013663824359195643,0.92,0.99,-3.6834507678316726,1.802659029942996e-05,linear,0.5,2048.0,medium,False,False,False,0.9304922749218967,COMPLETE
6,6,0.75,2020-12-07 20:59:27.247475,2020-12-07 22:17:22.763251,0 days 01:17:55.515776,relu,0.002294647159212938,0.9,0.9,-0.20460612487033147,0.0002051152015947194,constant,5.0,8.0,small,False,False,True,0.3375808657249827,COMPLETE
7,7,0.75,2020-12-07 20:59:27.247907,2020-12-07 21:50:20.221767,0 days 00:50:52.973860,tanh,0.03505420627643118,0.95,0.9999,-2.0812874773579972,0.01280743837953533,linear,0.7,2048.0,small,True,False,True,0.29180266277486056,COMPLETE
8,8,0.75,2020-12-07 21:50:20.291489,2020-12-07 22:42:31.163203,0 days 00:52:10.871714,relu,3.791553517427761e-08,0.92,0.999,0.6649620427688347,1.8432198640775987e-05,linear,0.9,64.0,small,True,False,False,0.6271063164917919,COMPLETE
9,9,0.75,2020-12-07 21:52:13.904564,2020-12-07 22:44:30.464964,0 days 00:52:16.560400,tanh,2.1803224172539053e-05,1.0,0.95,-2.507018815525929,0.0005690776252668665,linear,0.7,64.0,small,True,True,True,0.712223041871559,COMPLETE
10,10,0.75,2020-12-07 21:58:43.042632,2020-12-07 23:00:40.253782,0 days 01:01:57.211150,relu,7.29119946265869e-08,0.99,0.9999,0.7345091475463752,0.22631160866504063,constant,2.0,32.0,medium,False,True,True,0.0645904083525527,COMPLETE
11,11,0.0,2020-12-07 22:17:22.814384,2020-12-07 23:22:26.666141,0 days 01:05:03.851757,tanh,4.8325044048446174e-05,0.98,0.999,-3.2048053391310773,0.09372409784716264,constant,1.0,16.0,small,True,True,True,0.20401999095024526,COMPLETE
12,12,0.75,2020-12-07 22:42:31.208221,2020-12-07 23:34:12.146851,0 days 00:51:40.938630,tanh,1.6177786150979234e-08,0.99,0.98,-1.8381872111025768,1.1573120153369319e-05,linear,5.0,128.0,small,False,True,False,0.6832221535953699,COMPLETE
13,13,0.75,2020-12-07 22:44:30.513320,2020-12-07 23:42:54.157787,0 days 00:58:23.644467,tanh,0.0003429423684810425,0.9,0.95,-0.2283523269051395,0.002461726507721605,constant,5.0,64.0,medium,False,False,True,0.40073061726057113,COMPLETE
14,14,2.1086654663085938,2020-12-07 23:00:40.299192,2020-12-07 23:54:06.835259,0 days 00:53:26.536067,relu,8.946788831369915e-08,0.92,0.9999,-1.0419587826921148,0.0030483141775198698,linear,5.0,256.0,medium,False,False,False,0.8087620527473657,COMPLETE
15,15,0.75,2020-12-07 23:22:26.710318,2020-12-08 00:11:21.362166,0 days 00:48:54.651848,relu,2.0054642902412992e-08,0.95,0.9,-3.203939004580859,0.00046936784506802174,constant,0.5,512.0,small,False,True,False,0.6047964005974175,COMPLETE
16,16,0.0,2020-12-07 23:34:12.192511,2020-12-08 00:36:43.080867,0 days 01:02:30.888356,relu,2.1960890233348105e-05,0.92,0.9,0.019292883475174882,0.33076033871435295,linear,0.8,32.0,medium,False,True,False,0.5489930098794525,COMPLETE
17,17,0.75,2020-12-07 23:42:54.194072,2020-12-08 00:40:09.563655,0 days 00:57:15.369583,relu,0.016900468377076375,1.0,0.9,0.4222655172420975,0.033606604945584526,linear,0.5,64.0,medium,True,False,False,0.943845640588848,COMPLETE
18,18,0.75,2020-12-07 23:54:06.881073,2020-12-08 00:47:42.731595,0 days 00:53:35.850522,tanh,0.030087236379241405,0.8,0.98,-3.909573676636124,0.011089510729723173,linear,0.8,256.0,medium,False,False,False,0.29243142639602815,COMPLETE
19,19,0.75,2020-12-08 00:11:21.400738,2020-12-08 01:02:55.489096,0 days 00:51:34.088358,relu,0.006383403081437223,1.0,0.99,-2.0264291487372526,0.03299033068503176,constant,0.8,2048.0,medium,False,False,True,0.424994255061934,COMPLETE
20,20,0.75,2020-12-08 00:36:43.132596,2020-12-08 01:31:05.030787,0 days 00:54:21.898191,relu,0.04295015412703536,0.99,0.9999,-1.317790559071585,0.0009659502214662084,linear,0.8,256.0,medium,True,True,True,0.7537671769302319,COMPLETE
21,21,0.75,2020-12-08 00:40:09.612177,2020-12-08 01:36:54.306773,0 days 00:56:44.694596,tanh,2.364050971581128e-07,0.8,0.995,0.553711840638929,1.4427993954372102e-05,linear,0.3,128.0,medium,False,True,False,0.24278581143808498,COMPLETE
22,22,0.75,2020-12-08 00:47:42.776023,2020-12-08 02:14:12.099339,0 days 01:26:29.323316,tanh,0.005351754573979,0.95,0.99,-1.5364984614589363,0.02428385723484659,linear,0.8,8.0,small,True,False,True,0.9038724266610265,COMPLETE
23,23,0.75,2020-12-08 01:02:55.603092,2020-12-08 01:58:23.883864,0 days 00:55:28.280772,tanh,2.6412862282354737e-07,1.0,0.98,-3.328099676908611,0.0001011845405620099,linear,0.3,512.0,medium,False,True,True,0.9760590373999478,COMPLETE
24,24,0.75,2020-12-08 01:31:05.075645,2020-12-08 02:24:14.210515,0 days 00:53:09.134870,tanh,4.793753088865494e-06,0.8,0.9999,-1.1479726050575865,0.0006155262848466355,linear,1.0,1024.0,small,False,True,True,0.448938545869341,COMPLETE
25,25,0.75,2020-12-08 01:36:54.358451,2020-12-08 02:33:31.004838,0 days 00:56:36.646387,relu,4.5365077506043775e-07,1.0,0.95,-3.1985855551679183,0.0004780491624235496,linear,0.6,256.0,medium,True,False,True,0.842959378502829,COMPLETE
26,26,5.29483699798584,2020-12-08 01:58:23.931801,2020-12-08 02:50:08.097365,0 days 00:51:44.165564,tanh,1.6886227528019162e-05,1.0,0.98,-1.0971592987957206,0.001623800520531633,constant,0.7,2048.0,small,True,False,False,0.6904388129210608,COMPLETE
27,27,2.7468762397766113,2020-12-08 02:14:12.149805,2020-12-08 03:21:24.679336,0 days 01:07:12.529531,tanh,1.4329225254109181e-05,1.0,0.99,-0.9765954876895737,0.00010142009341528996,constant,5.0,16.0,small,True,True,True,0.32311538312471466,COMPLETE
28,28,0.75,2020-12-08 02:24:14.257632,2020-12-08 03:20:42.347395,0 days 00:56:28.089763,relu,2.6563284696622184e-07,0.99,0.9999,-3.896606339164893,0.04295649184371504,linear,0.3,128.0,medium,True,True,True,0.7412469346469444,COMPLETE
29,29,0.75,2020-12-08 02:33:31.053537,2020-12-08 03:25:10.939143,0 days 00:51:39.885606,relu,4.001051921092475e-05,0.92,0.995,-0.6266622358896763,0.007492150989877698,linear,0.6,512.0,small,True,False,True,0.7208926779223293,COMPLETE
30,30,0.75,2020-12-08 02:50:08.158604,2020-12-08 03:41:37.937239,0 days 00:51:29.778635,relu,0.0007730220872656368,1.0,0.995,-1.9098563646661555,0.0007242280054007761,constant,0.6,512.0,small,False,True,False,0.34589686609178916,COMPLETE
31,31,0.0,2020-12-08 03:20:42.395456,2020-12-08 04:27:11.450199,0 days 01:06:29.054743,tanh,3.702350206289408e-05,0.98,0.9999,-0.8810892757009645,0.0053557823660975445,linear,0.3,16.0,small,False,False,True,0.09798168717274336,COMPLETE
32,32,5.178577423095703,2020-12-08 03:21:24.732160,2020-12-08 04:18:51.717999,0 days 00:57:26.985839,tanh,0.06395370915282085,0.9,0.95,0.2820686386998563,0.00014192505494557713,linear,0.5,128.0,medium,False,True,True,0.2764201133974773,COMPLETE
33,33,0.75,2020-12-08 03:25:10.986950,2020-12-08 04:17:48.876715,0 days 00:52:37.889765,relu,0.004899122234268672,0.99,0.98,-2.8957705994517724,0.01948814268820483,linear,0.7,1024.0,medium,False,True,False,0.8500245186336871,COMPLETE
34,34,0.75,2020-12-08 03:41:37.984050,2020-12-08 04:32:22.662573,0 days 00:50:44.678523,tanh,5.968070333708642e-07,0.98,0.9,-0.8624080759454671,0.0096980674188176,linear,1.0,1024.0,small,False,False,True,0.9212740531818132,COMPLETE
35,35,0.0,2020-12-08 04:17:48.959605,2020-12-08 04:39:38.927751,0 days 00:21:49.968146,tanh,1.2822948903071077e-05,0.95,0.9,-1.5658307932910547,0.3472347864241574,constant,0.3,16.0,medium,True,True,True,0.33084895444261087,PRUNED
36,36,0.75,2020-12-08 04:18:51.775040,2020-12-08 05:13:00.158948,0 days 00:54:08.383908,tanh,9.071934866904087e-07,1.0,0.99,-2.9618168388651447,1.7133258512223533e-05,linear,0.9,256.0,medium,False,False,True,0.26088503111136396,COMPLETE
37,37,0.75,2020-12-08 04:27:11.501916,2020-12-08 05:31:42.073240,0 days 01:04:30.571324,relu,0.03953269508412057,0.92,0.995,-0.5331294412127683,0.8537728640318452,linear,5.0,32.0,medium,False,False,False,0.4651288373464997,COMPLETE
38,38,0.0,2020-12-08 04:32:22.706241,2020-12-08 04:47:17.707522,0 days 00:14:55.001281,relu,0.00045519586673397824,0.99,0.99,-2.9254918940750305,0.01724323831013881,linear,0.8,256.0,medium,True,True,True,0.335506529330015,PRUNED
39,39,0.75,2020-12-08 04:39:39.014730,2020-12-08 05:29:43.323373,0 days 00:50:04.308643,relu,0.00011673943220964353,0.8,0.95,0.13366862449568995,0.0035031909918444098,linear,0.8,2048.0,small,False,False,False,0.9326611015804064,COMPLETE
40,40,0.75,2020-12-08 04:47:17.735126,2020-12-08 05:39:28.320404,0 days 00:52:10.585278,relu,0.009581867366852277,0.99,0.9,-1.9427747094269612,0.0005200087877879414,linear,0.7,2048.0,medium,False,False,False,0.4157924876927497,COMPLETE
41,41,0.0,2020-12-08 05:13:00.221593,2020-12-08 05:28:25.813171,0 days 00:15:25.591578,relu,4.067565733682517e-08,0.98,0.98,-3.7209375661232107,0.028963311085632368,linear,0.7,256.0,small,False,True,False,0.07873962058290873,PRUNED
42,42,0.75,2020-12-08 05:28:25.839909,2020-12-08 06:23:05.108890,0 days 00:54:39.268981,relu,1.2235855231267423e-05,0.98,0.9,0.8631342768690349,0.008606993499688043,linear,5.0,128.0,medium,True,True,True,0.7548126599629194,COMPLETE
43,43,0.75,2020-12-08 05:29:43.376164,2020-12-08 07:17:33.692777,0 days 01:47:50.316613,relu,5.6463520632209114e-08,0.9,0.95,0.8261937218352511,1.1016144428271808e-05,linear,0.9,8.0,medium,False,True,False,0.4132992810280718,COMPLETE
44,44,0.75,2020-12-08 05:31:42.115381,2020-12-08 06:36:55.679777,0 days 01:05:13.564396,tanh,5.103750495241461e-05,0.9,0.9,-2.0195741619370837,0.013436757781667941,constant,0.5,16.0,small,True,False,False,0.4991856960292329,COMPLETE
45,45,0.75,2020-12-08 05:39:28.377640,2020-12-08 06:45:05.395438,0 days 01:05:37.017798,relu,1.4253429971377156e-05,0.9,0.9,-2.6589495365130755,0.05744785594007568,linear,0.9,16.0,small,True,True,True,0.3804365008777145,COMPLETE
46,46,0.75,2020-12-08 06:23:05.160667,2020-12-08 07:38:28.669604,0 days 01:15:23.508937,tanh,0.000619732587778153,0.99,0.999,-0.8446818326111125,0.35922151197304075,linear,0.9,64.0,small,False,False,True,0.37861252691965697,COMPLETE
47,47,0.75,2020-12-08 06:36:55.729740,2020-12-08 08:09:27.635498,0 days 01:32:31.905758,relu,2.3680490847380713e-05,0.98,0.9,-0.67673026040621,0.0042886591256871,constant,0.9,64.0,medium,True,False,True,0.29816107688908733,COMPLETE
48,48,0.75,2020-12-08 06:45:05.440399,2020-12-08 08:09:54.233621,0 days 01:24:48.793222,relu,9.755641781018504e-08,1.0,0.98,-2.730296792490547,0.1966821435788955,linear,0.3,2048.0,medium,True,False,False,0.13653028874530604,COMPLETE
49,49,0.75,2020-12-08 07:17:33.769197,2020-12-08 08:38:25.958708,0 days 01:20:52.189511,relu,1.757764025208314e-07,1.0,0.9,-2.924123895850005,1.0033879370197011e-05,constant,0.5,64.0,small,True,False,True,0.8028086642678324,COMPLETE
50,50,0.75,2020-12-08 07:38:28.752634,2020-12-08 09:49:46.506243,0 days 02:11:17.753609,tanh,0.0003443842697144664,0.99,0.98,-3.057835435658173,0.004937822252766335,linear,5.0,8.0,small,False,True,False,0.1100019073204529,COMPLETE
51,51,0.75,2020-12-08 08:09:27.665893,2020-12-08 09:13:52.024133,0 days 01:04:24.358240,tanh,0.0014720941579851022,0.98,0.9,-2.4850163282081894,1.1648908336180734e-05,constant,0.7,64.0,small,True,True,True,0.15549357186570334,COMPLETE
52,52,0.75,2020-12-08 08:09:54.276510,2020-12-08 09:26:32.399475,0 days 01:16:38.122965,tanh,1.5379874523392693e-07,0.8,0.99,0.4439161346336329,0.82280694229327,linear,0.8,32.0,medium,False,True,True,0.7421888122134147,COMPLETE
53,53,0.75,2020-12-08 08:38:26.000815,2020-12-08 09:44:20.785919,0 days 01:05:54.785104,tanh,2.746688648236671e-05,0.9,0.9,-2.721061923565178,1.490590202782389e-05,constant,0.9,32.0,small,False,False,False,0.09560607808123822,COMPLETE
54,54,0.75,2020-12-08 09:13:52.073035,2020-12-08 10:09:11.275217,0 days 00:55:19.202182,relu,4.096297669204067e-08,0.95,0.995,-2.5370254188191455,2.2353643490522075e-05,constant,0.9,1024.0,medium,True,False,True,0.26731811337556766,COMPLETE
55,55,0.75,2020-12-08 09:26:32.460149,2020-12-08 10:24:04.196084,0 days 00:57:31.735935,relu,1.5844984117754094e-07,1.0,0.9999,-1.2467422826857328,0.29044710465782175,constant,0.6,64.0,small,False,False,True,0.9867553929362591,COMPLETE
56,56,0.0,2020-12-08 09:44:20.835419,2020-12-08 10:00:20.430633,0 days 00:15:59.595214,tanh,1.9471143709839423e-08,1.0,0.9,-0.6303107351895685,0.050380043413944364,linear,0.3,2048.0,small,True,True,True,0.6865184470378656,PRUNED
57,57,0.75,2020-12-08 09:49:46.549758,2020-12-08 10:42:58.798039,0 days 00:53:12.248281,tanh,5.0062427942858727e-08,0.95,0.99,0.6909137376126395,1.4079074833285177e-05,linear,0.7,1024.0,small,False,True,False,0.1601400779666451,COMPLETE
58,58,0.75,2020-12-08 10:00:20.484164,2020-12-08 10:54:50.382830,0 days 00:54:29.898666,relu,0.00034173225558330845,1.0,0.98,-0.7046715255995832,0.02076264198134437,linear,2.0,512.0,medium,True,True,True,0.4688529991292919,COMPLETE
59,59,0.75,2020-12-08 10:09:11.320194,2020-12-08 11:01:44.104446,0 days 00:52:32.784252,relu,0.0005956163337494864,0.95,0.95,-0.4657169291044321,8.261655063050739e-05,linear,1.0,128.0,small,True,True,True,0.9995150334506052,COMPLETE
60,60,0.0,2020-12-08 10:24:04.243216,2020-12-08 10:40:52.927911,0 days 00:16:48.684695,tanh,0.0025340681198751385,0.98,0.9999,-1.7144381422734742,0.4672338439077975,linear,0.6,256.0,medium,False,False,False,0.44586358307876617,PRUNED
61,61,1.1246062517166138,2020-12-08 10:40:52.958961,2020-12-08 11:35:33.684080,0 days 00:54:40.725119,tanh,0.0001831708330623146,1.0,0.99,0.7982262136940372,4.5633477703807983e-05,constant,0.8,128.0,medium,False,True,True,0.7885185027397394,COMPLETE
62,62,0.75,2020-12-08 10:42:58.845925,2020-12-08 11:47:45.657717,0 days 01:04:46.811792,tanh,2.4920664865008465e-05,0.95,0.999,0.2081101854819476,0.05045388279735638,constant,5.0,32.0,medium,False,False,False,0.7387384921853325,COMPLETE
63,63,0.75,2020-12-08 10:54:50.428577,2020-12-08 11:46:14.347302,0 days 00:51:23.918725,relu,0.009956321397541209,0.99,0.95,-2.1523388494402544,0.0042530041268750715,constant,0.7,512.0,medium,False,True,True,0.7389621758366308,COMPLETE
64,64,0.75,2020-12-08 11:01:44.161476,2020-12-08 12:07:04.721255,0 days 01:05:20.559779,tanh,4.3642498753797014e-08,1.0,0.999,-2.5127965286060543,0.00013429948150259804,constant,0.8,16.0,small,True,False,False,0.8185085230345953,COMPLETE
65,65,0.0,2020-12-08 11:35:33.732187,2020-12-08 12:00:55.645007,0 days 00:25:21.912820,tanh,2.525437592625372e-05,0.9,0.995,-3.7517220813427814,0.6289088758430954,constant,5.0,8.0,small,False,False,True,0.9890406991298789,PRUNED
66,66,0.75,2020-12-08 11:46:14.395154,2020-12-08 12:36:04.375277,0 days 00:49:49.980123,tanh,1.4862123769639124e-07,0.8,0.995,0.7310841941775692,0.06098561392872916,constant,2.0,1024.0,medium,False,False,False,0.891457233849358,COMPLETE
67,67,0.75,2020-12-08 11:47:45.712519,2020-12-08 12:40:06.516167,0 days 00:52:20.803648,tanh,7.830768185272313e-06,0.8,0.98,0.4864373689772741,0.011917600676224055,linear,0.6,256.0,medium,True,True,False,0.7096242587667769,COMPLETE
68,68,4.517678737640381,2020-12-08 12:00:55.669490,2020-12-08 13:12:11.913818,0 days 01:11:16.244328,relu,0.018734752184272754,0.98,0.995,-1.7194420701857873,8.331118435992463e-05,linear,0.5,16.0,medium,True,False,False,0.14846073638355217,COMPLETE
69,69,0.75,2020-12-08 12:07:04.768861,2020-12-08 13:37:22.214886,0 days 01:30:17.446025,relu,9.869959629148016e-06,0.92,0.99,-3.9653472318926917,1.4556941191901552e-05,linear,0.8,8.0,medium,False,False,False,0.375305919600722,COMPLETE
70,70,0.75,2020-12-08 12:36:04.418406,2020-12-08 13:24:31.984397,0 days 00:48:27.565991,tanh,1.9499726862129148e-05,0.95,0.95,-0.6924718354151302,0.5596496916313045,linear,2.0,128.0,small,True,True,False,0.6664053410488755,COMPLETE
71,71,0.75,2020-12-08 12:40:06.559011,2020-12-08 13:28:45.886622,0 days 00:48:39.327611,relu,0.002600249269694226,0.95,0.99,-1.7770284712971027,0.0019981488839838184,constant,0.3,128.0,small,False,False,True,0.5158336229377936,COMPLETE
72,72,0.75,2020-12-08 13:12:11.954287,2020-12-08 14:10:28.862074,0 days 00:58:16.907787,tanh,7.494983024988259e-05,0.8,0.98,0.11860272141526007,0.13882605287792577,linear,0.9,32.0,small,False,False,False,0.5070946671649194,COMPLETE
73,73,0.75,2020-12-08 13:24:32.025486,2020-12-08 14:23:05.174162,0 days 00:58:33.148676,tanh,4.547056709533357e-08,0.99,0.99,-2.670210803705283,0.008932000549269056,constant,0.9,64.0,medium,True,True,False,0.3989748967586074,COMPLETE
74,74,0.75,2020-12-08 13:28:45.935656,2020-12-08 14:43:51.924120,0 days 01:15:05.988464,tanh,1.5799706639549188e-06,0.92,0.9,0.24168520690432072,0.0008451006749031451,constant,0.8,16.0,medium,True,False,True,0.38199516323942917,COMPLETE
75,75,0.75,2020-12-08 13:37:22.262102,2020-12-08 14:29:25.140657,0 days 00:52:02.878555,tanh,2.7047216724979763e-05,0.99,0.999,-3.879916237299313,0.0001616054972126311,linear,0.7,128.0,small,True,False,False,0.9824298580349811,COMPLETE
76,76,0.0,2020-12-08 14:10:28.914022,2020-12-08 14:25:01.753678,0 days 00:14:32.839656,relu,0.0002996236273605201,0.9,0.999,-3.7818824375277673,0.6115795978757206,constant,0.8,256.0,small,False,False,False,0.6222887093830706,PRUNED
77,77,0.75,2020-12-08 14:23:05.217420,2020-12-08 15:15:50.078310,0 days 00:52:44.860890,relu,2.183156847787417e-07,0.95,0.9,-0.29059779639450856,0.010326959500190741,linear,1.0,512.0,small,True,False,True,0.8327061728976822,COMPLETE
78,78,0.75,2020-12-08 14:25:01.774177,2020-12-08 15:17:19.341127,0 days 00:52:17.566950,relu,0.000618869373054661,1.0,0.999,-1.0916912939557286,7.054389245359166e-05,linear,5.0,1024.0,small,False,False,False,0.5990849635518323,COMPLETE
79,79,0.75,2020-12-08 14:29:25.202788,2020-12-08 15:36:12.687730,0 days 01:06:47.484942,relu,6.338298149666793e-06,0.98,0.98,-3.5450884797217124,0.002291923293625702,linear,0.6,32.0,medium,True,False,True,0.7266697429715041,COMPLETE
80,80,0.75,2020-12-08 14:43:51.967228,2020-12-08 15:38:15.176123,0 days 00:54:23.208895,relu,0.016410186200614383,0.92,0.995,0.6403324952196554,7.722833413000085e-05,linear,2.0,1024.0,medium,False,False,False,0.0639624123967939,COMPLETE
