,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_ent_coef,params_gae_lambda,params_gamma,params_log_std_init,params_lr,params_lr_schedule,params_max_grad_norm,params_n_steps,params_net_arch,params_normalize_advantage,params_ortho_init,params_use_rms_prop,params_vf_coef,state
0,0,2.489107131958008,2020-11-21 06:08:16.740740,2020-11-21 06:24:46.654057,0 days 00:16:29.913317,relu,0.0002837668197530746,0.8,0.995,-0.2846007990677548,0.0010552634396460646,constant,0.3,128,medium,False,True,True,0.5194528911357588,COMPLETE
1,1,7.8202948570251465,2020-11-21 06:08:16.770662,2020-11-21 06:28:30.450144,0 days 00:20:13.679482,tanh,0.01112825791160477,0.92,0.99,-0.6927897714594198,0.0006821614967770025,constant,1.0,16,small,False,True,True,0.6285348006776815,COMPLETE
2,2,0.75,2020-11-21 06:08:16.812131,2020-11-21 06:22:57.709062,0 days 00:14:40.896931,tanh,6.203616528773004e-08,0.95,0.98,0.657848925025176,0.0004336804288800593,constant,0.8,1024,medium,False,False,True,0.03999509225084952,COMPLETE
3,3,0.75,2020-11-21 06:08:16.855025,2020-11-21 06:35:22.264853,0 days 00:27:05.409828,relu,0.0002093420914870378,0.95,0.98,-1.0504266298038547,0.02469799969279059,linear,0.7,8,medium,True,False,True,0.15370550823431628,COMPLETE
4,4,0.75,2020-11-21 06:22:57.896191,2020-11-21 06:36:43.251632,0 days 00:13:45.355441,relu,2.4546119254054482e-05,0.99,0.9999,-1.8432807229076182,0.00012824647479963905,linear,0.7,2048,small,True,True,False,0.3006355000134876,COMPLETE
5,5,0.75,2020-11-21 06:24:46.785372,2020-11-21 06:40:38.228137,0 days 00:15:51.442765,tanh,0.00020503619847287046,1.0,0.9,-1.0359499849736307,4.624812005367732e-05,linear,2.0,1024,medium,True,False,False,0.9496650874701387,COMPLETE
6,6,0.75,2020-11-21 06:28:30.553876,2020-11-21 06:51:56.092290,0 days 00:23:25.538414,tanh,3.1052778919912544e-08,0.99,0.9,-2.225058302995275,0.03847134869872242,constant,0.8,16,medium,True,False,False,0.0004954275695596699,COMPLETE
7,7,0.0,2020-11-21 06:35:22.346490,2020-11-21 06:52:33.457570,0 days 00:17:11.111080,tanh,0.0007349200039386414,0.92,0.98,-2.8301668030295866,0.11229690131998381,linear,1.0,512,medium,True,True,True,0.9986797305498402,COMPLETE
8,8,0.75,2020-11-21 06:36:43.331819,2020-11-21 06:52:34.422279,0 days 00:15:51.090460,tanh,0.00014350486259977798,0.98,0.9,-3.8163645531699393,2.4579474998091664e-05,constant,0.5,512,medium,False,True,False,0.14723899457237366,COMPLETE
9,9,0.75,2020-11-21 06:40:38.349201,2020-11-21 06:56:33.747156,0 days 00:15:55.397955,relu,2.1897623629716394e-06,0.99,0.95,-0.1284170947399934,1.0748552594604186e-05,linear,0.9,256,medium,False,False,True,0.41370880328737836,COMPLETE
10,10,0.75,2020-11-21 06:51:56.197114,2020-11-21 07:11:09.829360,0 days 00:19:13.632246,relu,0.00041598176872328647,0.98,0.999,-0.6813848255980672,0.005270478660499474,constant,0.6,64,medium,True,False,False,0.023341990277467528,COMPLETE
11,11,0.75,2020-11-21 06:52:33.552604,2020-11-21 07:08:53.327263,0 days 00:16:19.774659,relu,2.075532828205127e-05,0.8,0.9999,-1.9984601946489944,0.26476211528661964,linear,1.0,64,small,False,False,False,0.47962562453038726,COMPLETE
12,12,0.75,2020-11-21 06:52:34.505865,2020-11-21 07:14:30.507765,0 days 00:21:56.001900,relu,0.0002970760237786573,1.0,0.9999,-2.1491621115176605,0.161583005473626,linear,0.5,32,medium,True,False,False,0.3486486816823491,COMPLETE
13,13,0.7812578082084656,2020-11-21 06:56:33.825856,2020-11-21 07:10:47.260862,0 days 00:14:13.435006,tanh,1.5191724502969063e-07,0.9,0.9999,-1.5327445281570555,0.01016203554155141,constant,2.0,1024,small,True,True,False,0.7298102448208257,COMPLETE
14,14,4.725829124450684,2020-11-21 07:08:53.399071,2020-11-21 07:27:29.126006,0 days 00:18:35.726935,tanh,0.00823111527119244,0.9,0.999,-0.6626419439755056,0.0002430312281855456,linear,0.7,256,medium,True,True,False,0.4571827477066782,COMPLETE
15,15,0.75,2020-11-21 07:10:47.324651,2020-11-21 07:31:16.530311,0 days 00:20:29.205660,relu,0.00013509544279968668,0.92,0.98,-3.7324978362982693,0.000621352274562291,constant,0.9,16,small,True,True,True,0.4732441759278445,COMPLETE
16,16,0.75,2020-11-21 07:11:10.094927,2020-11-21 07:28:02.391158,0 days 00:16:52.296231,relu,7.178108988777239e-05,0.95,0.95,-3.854863548223498,0.03443408723316545,constant,0.8,128,small,False,True,False,0.20562540933418438,COMPLETE
17,17,0.75,2020-11-21 07:14:30.591586,2020-11-21 07:30:40.451422,0 days 00:16:09.859836,relu,0.09528175662606192,0.95,0.99,-2.577356789197022,0.00029211581256442207,linear,0.7,1024,small,False,False,True,0.3237943731298001,COMPLETE
18,18,0.0,2020-11-21 07:27:29.294708,2020-11-21 07:34:54.541471,0 days 00:07:25.246763,relu,1.091928479065718e-06,0.92,0.95,-1.5729913473581578,0.033309659559715314,constant,0.8,32,medium,True,False,False,0.7404320204651607,PRUNED
19,19,0.0,2020-11-21 07:28:02.490842,2020-11-21 07:32:57.162055,0 days 00:04:54.671213,tanh,5.713688068600391e-07,0.8,0.995,-1.80364141128676,0.15260295337083563,constant,2.0,1024,small,False,True,False,0.1714335919840706,PRUNED
20,20,0.75,2020-11-21 07:30:40.551793,2020-11-21 07:47:31.796508,0 days 00:16:51.244715,relu,3.551864346594952e-07,0.99,0.9,-2.2005492525913475,5.8200867223215045e-05,linear,1.0,256,small,False,False,True,0.18484467056537712,COMPLETE
21,21,0.75,2020-11-21 07:31:16.676828,2020-11-21 07:50:06.988560,0 days 00:18:50.311732,relu,0.000553810795411871,0.99,0.99,-0.27093388838323484,0.0004477989247835593,linear,5.0,64,small,True,False,False,0.904943008019059,COMPLETE
22,22,0.75,2020-11-21 07:32:57.237268,2020-11-21 07:49:49.790446,0 days 00:16:52.553178,relu,0.037978608887101466,1.0,0.9,-0.5210433923925448,0.011606496475025267,constant,2.0,512,small,True,True,False,0.09372467865429868,COMPLETE
23,23,0.75,2020-11-21 07:34:54.575166,2020-11-21 07:54:06.978633,0 days 00:19:12.403467,relu,6.352341700884382e-05,0.99,0.995,-1.8737798587312597,0.19700447007450278,linear,0.6,512,medium,False,True,True,0.0722683075715369,COMPLETE
