,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_ent_coef,params_gae_lambda,params_gamma,params_log_std_init,params_lr,params_lr_schedule,params_max_grad_norm,params_n_steps,params_net_arch,params_normalize_advantage,params_ortho_init,params_use_rms_prop,params_vf_coef,state
0,0,0.0,2020-12-03 05:03:01.017144,2020-12-03 05:10:11.022832,0 days 00:07:10.005688,tanh,0.00034724786703574275,0.9,0.9,-2.230328836737968,0.0017877508533737016,linear,0.3,512,medium,False,True,True,0.5345715863601762,COMPLETE
1,1,0.75,2020-12-03 05:03:01.021818,2020-12-03 05:09:41.734052,0 days 00:06:40.712234,relu,4.15359630364333e-07,0.99,0.99,-1.5617100506565005,0.0001090710530411408,linear,0.5,128,small,True,False,True,0.7729825216112238,COMPLETE
2,2,0.0,2020-12-03 05:03:01.048994,2020-12-03 05:09:47.891316,0 days 00:06:46.842322,relu,2.171453537817379e-08,0.9,0.9,-2.0526775804964235,0.8488539866158056,linear,0.9,1024,small,False,True,False,0.37257637105661556,COMPLETE
3,3,0.75,2020-12-03 05:03:01.049893,2020-12-03 05:15:15.271947,0 days 00:12:14.222054,tanh,0.060435483552707364,0.95,0.95,-0.604335277789128,0.013210276766018526,constant,0.7,8,medium,True,True,False,0.7559393736865925,COMPLETE
4,4,0.75,2020-12-03 05:09:41.779610,2020-12-03 05:16:15.039178,0 days 00:06:33.259568,relu,1.2086729792761349e-05,0.95,0.99,-3.880619913174122,0.014042358511011861,linear,0.8,256,small,True,False,True,0.91728258617383,COMPLETE
5,5,0.0,2020-12-03 05:09:47.934948,2020-12-03 05:18:21.871396,0 days 00:08:33.936448,tanh,0.03226435465506236,0.9,0.995,0.4722022294470012,0.14577198075284237,linear,0.3,32,medium,True,True,True,0.08452206481195201,COMPLETE
6,6,0.75,2020-12-03 05:10:11.076961,2020-12-03 05:16:58.419238,0 days 00:06:47.342277,relu,1.243339036695548e-07,0.98,0.995,-3.5451809301874873,0.15494461919097158,constant,0.3,512,medium,False,False,True,0.4646944958641763,COMPLETE
7,7,0.0,2020-12-03 05:15:15.353389,2020-12-03 05:22:45.746182,0 days 00:07:30.392793,tanh,2.9106572610714517e-08,0.8,0.98,-2.749843108828558,0.034270781088505016,constant,0.9,512,medium,False,True,False,0.8490172338896966,COMPLETE
8,8,0.0,2020-12-03 05:16:15.089945,2020-12-03 05:25:42.485853,0 days 00:09:27.395908,tanh,2.007766016559564e-05,0.99,0.99,-0.8059950403554579,0.08972175520083797,linear,2.0,16,small,False,True,True,0.669729268602421,COMPLETE
9,9,0.75,2020-12-03 05:16:58.484084,2020-12-03 05:24:03.598757,0 days 00:07:05.114673,relu,4.404395032661086e-06,0.9,0.995,-1.516553340600514,0.7350209579021302,constant,0.8,1024,medium,True,True,True,0.14946260547169188,COMPLETE
10,10,0.75,2020-12-03 05:18:21.918770,2020-12-03 05:25:51.783431,0 days 00:07:29.864661,relu,2.6637833633080107e-08,0.92,0.999,0.9432163464123144,0.011289187455608593,constant,0.8,128,medium,False,True,True,0.707574717516696,COMPLETE
11,11,0.75,2020-12-03 05:22:45.809714,2020-12-03 05:29:57.295857,0 days 00:07:11.486143,relu,2.6964019362453606e-07,0.95,0.999,-3.2371229977748226,0.00021961615520272416,linear,0.5,1024,small,False,True,False,0.24794768659089306,COMPLETE
12,12,0.75,2020-12-03 05:24:03.666808,2020-12-03 05:31:30.243753,0 days 00:07:26.576945,tanh,0.06655667029543215,0.95,0.9999,0.7785108351422325,0.0003615024143288508,constant,0.9,1024,medium,True,False,True,0.485219063585536,COMPLETE
13,13,0.75,2020-12-03 05:25:42.539509,2020-12-03 05:33:57.318069,0 days 00:08:14.778560,tanh,3.991568224838225e-05,1.0,0.999,-2.192486851070976,0.007325604997532066,linear,0.3,32,small,True,True,False,0.07019598272351935,COMPLETE
14,14,0.0,2020-12-03 05:25:51.842697,2020-12-03 05:33:33.570134,0 days 00:07:41.727437,relu,5.7283167953950295e-05,0.99,0.98,-2.52643462896875,0.031788548518912996,linear,1.0,2048,medium,True,True,False,0.29294424921973616,COMPLETE
15,15,0.0,2020-12-03 05:29:57.350631,2020-12-03 05:32:14.142840,0 days 00:02:16.792209,tanh,7.780072438713751e-08,0.92,0.99,-3.0986775503504864,0.0339854305658366,constant,0.3,1024,medium,True,False,True,0.17802632849195799,PRUNED
16,16,0.75,2020-12-03 05:31:30.301131,2020-12-03 05:39:00.840720,0 days 00:07:30.539589,tanh,0.016910626186756112,1.0,0.95,-1.3940202314005066,0.00037215503004657064,constant,0.8,128,medium,True,True,False,0.8536972086626641,COMPLETE
17,17,0.75,2020-12-03 05:32:14.158862,2020-12-03 05:39:10.260435,0 days 00:06:56.101573,tanh,6.103643469664557e-08,0.92,0.95,0.3028488413914543,0.00679612705411382,constant,0.9,256,small,False,False,True,0.9837750224928624,COMPLETE
18,18,0.75,2020-12-03 05:33:33.620845,2020-12-03 05:44:26.454225,0 days 00:10:52.833380,relu,1.2629888105657817e-06,1.0,0.995,-3.5714372799494623,0.007351348400271208,linear,0.8,8,small,False,True,False,0.6368259177188612,COMPLETE
19,19,0.75,2020-12-03 05:33:57.369846,2020-12-03 05:41:01.824747,0 days 00:07:04.454901,tanh,9.19705929514187e-07,0.98,0.995,0.09521613961628717,0.06602316974572761,linear,0.3,512,medium,True,False,False,0.7436115944014111,COMPLETE
20,20,0.75,2020-12-03 05:39:00.891259,2020-12-03 05:48:57.519281,0 days 00:09:56.628022,tanh,0.0067163964312690165,0.99,0.98,0.7549761509949846,0.3068804149658946,constant,0.6,16,medium,False,True,False,0.9755935133207229,COMPLETE
21,21,0.0,2020-12-03 05:39:10.314382,2020-12-03 05:46:15.545495,0 days 00:07:05.231113,tanh,7.2029580631618734e-06,1.0,0.95,-1.8731696147358443,0.1331784530793701,constant,2.0,2048,medium,False,False,False,0.9090821396305662,COMPLETE
22,22,0.75,2020-12-03 05:41:01.874454,2020-12-03 05:47:52.358172,0 days 00:06:50.483718,relu,0.011125866495153765,0.99,0.9999,-3.4094439828017085,1.8274235503884126e-05,linear,0.3,1024,medium,True,False,False,0.3027170416451973,COMPLETE
