,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_episodic,params_gamma,params_lr,params_net_arch,params_noise_std,params_noise_type,params_tau,params_train_freq,state
15,15,0.75,2020-12-23 02:32:52.796472,2020-12-23 04:48:47.205500,0 days 02:15:54.409028,128,100000,True,0.98,0.702006975230841,big,0.2152557358385827,normal,0.005,,COMPLETE
16,16,7.339782,2020-12-23 04:12:50.693083,2020-12-23 06:19:40.828901,0 days 02:06:50.135818,64,1000000,False,0.99,0.00039099293735777403,big,0.9273585439916379,ornstein-uhlenbeck,0.005,1000.0,COMPLETE
17,17,0.0,2020-12-23 04:17:35.640839,2020-12-23 04:55:26.960498,0 days 00:37:51.319659,32,1000000,False,0.9,0.30089817777057787,medium,0.8571094258150057,ornstein-uhlenbeck,0.001,1.0,PRUNED
18,18,0.0,2020-12-23 04:28:53.808307,2020-12-23 05:07:54.215237,0 days 00:39:00.406930,16,1000000,False,0.995,0.1348129983986858,medium,0.058832370977457304,normal,0.005,16.0,PRUNED
19,19,0.75,2020-12-23 04:48:47.239016,2020-12-23 07:03:46.512422,0 days 02:14:59.273406,256,10000,True,0.9999,1.1924281133093603e-05,big,0.6846993711355546,ornstein-uhlenbeck,0.001,,COMPLETE
20,20,0.75,2020-12-23 04:55:26.977529,2020-12-23 07:04:26.659064,0 days 02:08:59.681535,256,10000,False,0.995,0.9260034377692882,big,0.7819077043352344,ornstein-uhlenbeck,0.005,256.0,COMPLETE
21,21,0.0,2020-12-23 05:07:54.231516,2020-12-23 05:46:37.332700,0 days 00:38:43.101184,16,100000,True,0.9999,0.023052493416195117,big,0.7315907529589981,,0.005,,PRUNED
22,22,4.639795,2020-12-23 05:46:37.344922,2020-12-23 08:00:55.780436,0 days 02:14:18.435514,128,10000,False,0.999,0.00048789814451192685,big,0.8076383446053724,ornstein-uhlenbeck,0.02,256.0,COMPLETE
23,23,7.051978,2020-12-23 06:19:40.873969,2020-12-23 08:26:04.733731,0 days 02:06:23.859762,32,10000,True,0.99,0.0008042700454810926,medium,0.6797731353979175,normal,0.01,,COMPLETE
24,24,0.75,2020-12-23 07:03:46.546038,2020-12-23 09:16:46.341864,0 days 02:12:59.795826,100,100000,False,0.999,5.930172378579084e-05,small,0.9052601997061378,normal,0.02,1.0,COMPLETE
25,25,7.705679999999999,2020-12-23 07:04:26.692485,2020-12-23 09:13:12.590764,0 days 02:08:45.898279,256,10000,True,0.9999,2.5523272288333305e-05,big,0.1998212841369923,ornstein-uhlenbeck,0.005,,COMPLETE
26,26,0.0,2020-12-23 08:00:55.821084,2020-12-23 08:39:26.023976,0 days 00:38:30.202892,100,10000,True,0.9999,0.08241398536342026,small,0.7072758287318158,ornstein-uhlenbeck,0.01,,PRUNED
27,27,0.75,2020-12-23 08:26:04.766186,2020-12-23 10:28:47.435588,0 days 02:02:42.669402,16,1000000,False,0.995,0.05156177042222949,small,0.29422269177406724,,0.001,16.0,COMPLETE
28,28,0.75,2020-12-23 08:39:26.038274,2020-12-23 10:49:54.822288,0 days 02:10:28.784014,64,100000,True,0.98,0.08138852700518218,big,0.7596075042302445,,0.02,,COMPLETE
29,29,0.0,2020-12-23 09:13:12.623025,2020-12-23 09:51:05.291923,0 days 00:37:52.668898,128,1000000,True,0.9999,0.046815684973417905,small,0.6058409924455075,,0.02,,PRUNED
30,30,7.220352,2020-12-23 09:16:46.380969,2020-12-23 11:30:21.597322,0 days 02:13:35.216353,32,1000000,True,0.98,0.0010150749477715528,medium,0.5338928702710313,,0.01,,COMPLETE
31,31,0.75,2020-12-23 09:51:05.307683,2020-12-23 11:57:25.392110,0 days 02:06:20.084427,64,100000,False,0.98,0.0039891442667794146,big,0.49167783755432604,normal,0.01,1.0,COMPLETE
32,32,0.75,2020-12-23 10:28:47.480985,2020-12-23 12:32:53.958275,0 days 02:04:06.477290,64,100000,True,0.9,1.5785532337788246e-05,medium,0.8390351494160879,normal,0.001,,COMPLETE
33,33,0.75,2020-12-23 10:49:54.860246,2020-12-23 12:59:58.997525,0 days 02:10:04.137279,256,10000,True,0.9,0.000917017237488087,medium,0.5793093441150428,normal,0.01,,COMPLETE
34,34,0.75,2020-12-23 11:30:21.643029,2020-12-23 13:43:50.470551,0 days 02:13:28.827522,512,1000000,False,0.99,1.0630981564093157e-05,small,0.3550145766178827,,0.01,16.0,COMPLETE
35,35,7.232214999999999,2020-12-23 11:57:25.427511,2020-12-23 14:01:36.228649,0 days 02:04:10.801138,16,100000,True,0.95,1.3260184960757822e-05,small,0.8982791438203213,normal,0.02,,COMPLETE
36,36,0.0,2020-12-23 12:32:53.993364,2020-12-23 13:10:11.375266,0 days 00:37:17.381902,128,1000000,False,0.9999,0.3653586332209392,big,0.8752380964561151,normal,0.001,16.0,PRUNED
37,37,0.75,2020-12-23 12:59:59.032209,2020-12-23 15:08:48.857420,0 days 02:08:49.825211,32,1000000,True,0.9,0.08231886845346381,big,0.8276135227381406,normal,0.01,,COMPLETE
38,38,0.0,2020-12-23 13:10:11.386940,2020-12-23 13:47:03.280358,0 days 00:36:51.893418,32,100000,True,0.999,0.1811810209418079,big,0.4131585828124169,,0.001,,PRUNED
39,39,0.75,2020-12-23 13:43:50.516769,2020-12-23 15:55:48.351678,0 days 02:11:57.834909,128,1000000,True,0.98,0.012344360494865888,small,0.04802103822869175,normal,0.02,,COMPLETE
40,40,0.75,2020-12-23 13:47:03.293778,2020-12-23 15:49:15.869922,0 days 02:02:12.576144,16,10000,True,0.999,0.003137235963650772,medium,0.6240029692409058,normal,0.01,,COMPLETE
41,41,0.75,2020-12-23 14:01:36.262335,2020-12-23 16:07:30.971436,0 days 02:05:54.709101,32,1000000,False,0.95,0.0001624362025821879,small,0.4037312175568283,normal,0.001,256.0,COMPLETE
42,42,0.75,2020-12-23 15:08:48.891552,2020-12-23 17:19:07.620688,0 days 02:10:18.729136,64,100000,False,0.99,0.014138864137519684,big,0.41404662649995994,normal,0.005,2000.0,COMPLETE
43,43,0.75,2020-12-23 15:49:15.902023,2020-12-23 17:53:17.981233,0 days 02:04:02.079210,128,100000,False,0.9,0.134372445154261,small,0.646527306934067,,0.005,128.0,COMPLETE
44,44,7.716047999999999,2020-12-23 15:55:48.396399,2020-12-23 18:07:20.142542,0 days 02:11:31.746143,32,100000,True,0.98,0.0004322589357023195,small,0.7480792658310328,normal,0.02,,COMPLETE
45,45,0.0,2020-12-23 16:07:31.011815,2020-12-23 16:45:46.377658,0 days 00:38:15.365843,256,100000,False,0.98,0.3973372365324485,big,0.2822110693999763,,0.001,256.0,PRUNED
46,46,0.0,2020-12-23 16:45:46.390624,2020-12-23 17:22:41.828108,0 days 00:36:55.437484,256,100000,False,0.99,0.060333322315683016,small,0.2984935245549821,ornstein-uhlenbeck,0.005,2000.0,PRUNED
47,47,0.0,2020-12-23 17:19:07.659108,2020-12-23 17:59:07.715502,0 days 00:40:00.056394,128,1000000,False,0.99,0.010237157399221672,big,0.11253038175285668,normal,0.001,256.0,PRUNED
48,48,0.75,2020-12-23 17:22:41.841939,2020-12-23 19:26:32.061766,0 days 02:03:50.219827,128,100000,True,0.999,1.0566269398663774e-05,medium,0.34024349768352524,ornstein-uhlenbeck,0.01,,COMPLETE
49,49,0.75,2020-12-23 17:53:18.015081,2020-12-23 19:53:01.398376,0 days 01:59:43.383295,256,1000000,True,0.995,0.0033959297093479482,medium,0.23445391970092577,normal,0.001,,COMPLETE
50,50,6.277257,2020-12-23 17:59:07.728435,2020-12-23 20:02:26.269826,0 days 02:03:18.541391,16,10000,True,0.999,0.0008656274969766481,small,0.678085416978759,,0.001,,COMPLETE
51,51,0.75,2020-12-23 18:07:20.177365,2020-12-23 20:10:50.509729,0 days 02:03:30.332364,16,10000,True,0.999,0.3898681479089523,big,0.0430308182187753,ornstein-uhlenbeck,0.01,,COMPLETE
52,52,0.75,2020-12-23 19:26:32.090112,2020-12-23 21:23:17.444131,0 days 01:56:45.354019,512,100000,True,0.995,0.014924617585799807,medium,0.6750747420017564,ornstein-uhlenbeck,0.02,,COMPLETE
53,53,0.75,2020-12-23 19:53:01.433837,2020-12-23 21:47:16.722564,0 days 01:54:15.288727,32,100000,False,0.995,0.00814111257835765,medium,0.7745513720515605,normal,0.01,2000.0,COMPLETE
54,54,0.0,2020-12-23 20:02:26.304134,2020-12-23 20:37:49.295621,0 days 00:35:22.991487,100,100000,False,0.95,0.9938568979836796,big,0.011374747404551355,,0.001,2000.0,PRUNED
55,55,6.7590710000000005,2020-12-23 20:10:50.538265,2020-12-23 22:12:14.546769,0 days 02:01:24.008504,512,10000,True,0.99,0.00031746204282447863,medium,0.4999742223047736,,0.01,,COMPLETE
56,56,7.194214,2020-12-23 20:37:49.310652,2020-12-23 22:35:19.611202,0 days 01:57:30.300550,512,10000,False,0.95,2.223260497416076e-05,small,0.3738647863997516,ornstein-uhlenbeck,0.001,16.0,COMPLETE
57,57,0.75,2020-12-23 21:23:17.476029,2020-12-23 23:16:12.466212,0 days 01:52:54.990183,32,10000,False,0.999,1.713527852513549e-05,medium,0.4945891067674437,normal,0.02,1000.0,COMPLETE
58,58,0.0,2020-12-23 21:47:16.750904,2020-12-23 22:21:27.238420,0 days 00:34:10.487516,64,1000000,True,0.98,0.010680236961685411,big,0.8585887046376175,ornstein-uhlenbeck,0.02,,PRUNED
59,59,0.0,2020-12-23 22:12:14.580223,2020-12-23 22:47:34.178328,0 days 00:35:19.598105,256,1000000,False,0.95,0.9970487677736187,small,0.6505239864565913,,0.001,1000.0,PRUNED
60,60,7.290361,2020-12-23 22:21:27.249011,2020-12-24 00:11:07.543017,0 days 01:49:40.294006,100,1000000,True,0.98,0.0008068321304190009,medium,0.7225329148673884,ornstein-uhlenbeck,0.001,,COMPLETE
61,61,7.72977,2020-12-23 22:35:19.651285,2020-12-24 00:28:40.146943,0 days 01:53:20.495658,256,100000,False,0.999,0.00024180247094828726,big,0.2645289987918744,normal,0.02,1.0,COMPLETE
62,62,7.393223000000001,2020-12-23 22:47:34.188959,2020-12-24 00:46:26.826555,0 days 01:58:52.637596,100,100000,True,0.99,0.00015563818028501805,medium,0.20896110048895666,ornstein-uhlenbeck,0.001,,COMPLETE
63,63,0.0,2020-12-23 23:16:12.499901,2020-12-23 23:48:22.745043,0 days 00:32:10.245142,256,100000,True,0.99,0.016798391398245335,medium,0.15683239430087093,,0.01,,PRUNED
64,64,0.75,2020-12-23 23:48:22.755533,2020-12-24 01:46:37.438067,0 days 01:58:14.682534,64,10000,False,0.9,0.14242811434827538,big,0.3816119634861842,normal,0.02,1000.0,COMPLETE
65,65,0.8136240000000001,2020-12-24 00:11:07.574488,2020-12-24 02:04:38.046277,0 days 01:53:30.471789,64,1000000,True,0.9,1.2341725707472418e-05,small,0.48872684578283365,ornstein-uhlenbeck,0.02,,COMPLETE
66,66,0.75,2020-12-24 00:28:40.177889,2020-12-24 02:27:41.867716,0 days 01:59:01.689827,16,1000000,True,0.995,0.0944398286699538,big,0.8028679995474937,normal,0.005,,COMPLETE
67,67,0.75,2020-12-24 00:46:26.866593,2020-12-24 02:50:00.379418,0 days 02:03:33.512825,64,10000,False,0.999,3.421887553004153e-05,small,0.9013557585531526,ornstein-uhlenbeck,0.005,2000.0,COMPLETE
68,68,0.75,2020-12-24 01:46:37.468734,2020-12-24 03:45:07.720435,0 days 01:58:30.251701,512,1000000,True,0.99,0.6394675370723062,big,0.26533775751859023,,0.01,,COMPLETE
69,69,0.75,2020-12-24 02:04:38.076928,2020-12-24 03:58:58.473558,0 days 01:54:20.396630,128,10000,True,0.9,0.00030916297968472465,small,0.6006935744778085,ornstein-uhlenbeck,0.02,,COMPLETE
70,70,0.0,2020-12-24 02:27:41.899383,2020-12-24 03:03:51.925827,0 days 00:36:10.026444,100,10000,True,0.95,0.014961048837580208,small,0.616254488026339,ornstein-uhlenbeck,0.005,,PRUNED
71,71,0.75,2020-12-24 02:50:00.410248,2020-12-24 04:52:43.695201,0 days 02:02:43.284953,100,100000,False,0.9999,0.24573197353232903,big,0.17614557284199284,normal,0.02,128.0,COMPLETE
72,72,7.267048,2020-12-24 03:03:51.940574,2020-12-24 05:02:12.695077,0 days 01:58:20.754503,128,100000,True,0.98,4.897181888618511e-05,small,0.0978493856638053,,0.001,,COMPLETE
73,73,7.477271,2020-12-24 03:45:07.755059,2020-12-24 05:41:51.785394,0 days 01:56:44.030335,512,1000000,True,0.9999,4.998463439373731e-05,small,0.31878174021353256,ornstein-uhlenbeck,0.005,,COMPLETE
74,74,0.75,2020-12-24 03:58:58.502823,2020-12-24 05:51:12.638571,0 days 01:52:14.135748,64,10000,True,0.999,0.0023442816609426055,big,0.8105151824645007,ornstein-uhlenbeck,0.001,,COMPLETE
75,75,0.75,2020-12-24 04:52:43.728899,2020-12-24 06:50:22.577560,0 days 01:57:38.848661,128,100000,True,0.9999,0.2827963014849103,small,0.28040952184941625,ornstein-uhlenbeck,0.005,,COMPLETE
76,76,0.75,2020-12-24 05:02:12.738000,2020-12-24 06:59:44.768700,0 days 01:57:32.030700,256,10000,False,0.99,2.0325671052568096e-05,medium,0.2580924257903068,normal,0.001,2000.0,COMPLETE
77,77,1.261403,2020-12-24 05:41:51.830317,2020-12-24 07:35:57.365611,0 days 01:54:05.535294,512,1000000,True,0.99,0.00348826533472456,small,0.6356423587150788,normal,0.001,,COMPLETE
78,78,4.1203,2020-12-24 05:51:12.672249,2020-12-24 07:44:05.585631,0 days 01:52:52.913382,512,100000,False,0.9999,1.0840586953241415e-05,big,0.7397110977708956,,0.01,128.0,COMPLETE
79,79,6.979063999999999,2020-12-24 06:50:22.607747,2020-12-24 08:50:22.663386,0 days 02:00:00.055639,512,1000000,False,0.995,0.0002784516750252075,small,0.6223129270081507,,0.02,2000.0,COMPLETE
80,80,0.75,2020-12-24 06:59:44.803621,2020-12-24 08:55:42.466094,0 days 01:55:57.662473,256,10000,True,0.995,2.207587226825554e-05,medium,0.6479793720173906,ornstein-uhlenbeck,0.001,,COMPLETE
81,81,7.4167879999999995,2020-12-24 07:35:57.466313,2020-12-24 09:32:24.980108,0 days 01:56:27.513795,64,10000,False,0.95,2.9934132921689655e-05,medium,0.017679614656073595,,0.005,128.0,COMPLETE
82,82,0.75,2020-12-24 07:44:05.616224,2020-12-24 09:34:33.657462,0 days 01:50:28.041238,128,10000,True,0.98,0.01354499872216077,small,0.19267287987487736,normal,0.001,,COMPLETE
83,83,0.0,2020-12-24 08:50:22.699124,2020-12-24 09:26:49.693587,0 days 00:36:26.994463,512,100000,False,0.9999,0.04276758933093145,big,0.2307118032726322,normal,0.005,16.0,PRUNED
84,84,0.75,2020-12-24 08:55:42.502256,2020-12-24 10:49:52.159383,0 days 01:54:09.657127,128,100000,True,0.95,0.004249294180540618,small,0.0743540557940322,ornstein-uhlenbeck,0.005,,COMPLETE
85,85,0.0,2020-12-24 09:26:49.707739,2020-12-24 10:02:03.154687,0 days 00:35:13.446948,32,1000000,False,0.9,0.10440278385483993,medium,0.09962401531830589,ornstein-uhlenbeck,0.02,2000.0,PRUNED
86,86,0.0,2020-12-24 09:32:25.022996,2020-12-24 10:07:21.309621,0 days 00:34:56.286625,256,1000000,False,0.999,0.016798511612493006,big,0.5721317709216174,normal,0.005,256.0,PRUNED
87,87,0.0,2020-12-24 09:34:33.687478,2020-12-24 10:08:09.555510,0 days 00:33:35.868032,512,1000000,False,0.95,0.3534085231916268,small,0.749917943958697,,0.005,1.0,PRUNED
88,88,0.75,2020-12-24 10:02:03.171425,2020-12-24 12:02:25.560282,0 days 02:00:22.388857,128,100000,False,0.9,0.0012368037641592297,big,0.03156421193522285,normal,0.02,256.0,COMPLETE
89,89,3.161132,2020-12-24 10:07:21.319518,2020-12-24 12:00:48.059859,0 days 01:53:26.740341,32,100000,True,0.9999,0.0032219645711388458,medium,0.1204729473645837,,0.01,,COMPLETE
90,90,0.0,2020-12-24 10:08:09.568487,2020-12-24 10:41:26.917278,0 days 00:33:17.348791,16,1000000,True,0.99,0.35401794496259903,small,0.8001561913859677,,0.001,,PRUNED
91,91,6.699007,2020-12-24 10:41:26.928443,2020-12-24 12:34:18.874872,0 days 01:52:51.946429,64,10000,False,0.95,0.0018989806625046757,medium,0.521657240842922,ornstein-uhlenbeck,0.02,16.0,COMPLETE
92,92,0.75,2020-12-24 10:49:52.192360,2020-12-24 12:46:40.585592,0 days 01:56:48.393232,512,100000,False,0.95,0.0018451824814464178,big,0.0599093073580752,normal,0.005,1.0,COMPLETE
93,93,6.518305,2020-12-24 12:00:48.091430,2020-12-24 13:55:31.733014,0 days 01:54:43.641584,100,100000,True,0.995,0.0010075733161901373,small,0.3554182207419996,,0.001,,COMPLETE
94,94,0.0,2020-12-24 12:02:25.590928,2020-12-24 12:37:24.683576,0 days 00:34:59.092648,16,10000,False,0.999,1.2870505487384064e-05,medium,0.19541550620564008,,0.02,2000.0,PRUNED
95,95,7.304634,2020-12-24 12:34:18.918081,2020-12-24 14:29:55.196337,0 days 01:55:36.278256,100,100000,False,0.98,0.00032906516217149435,medium,0.7873237090034888,,0.001,256.0,COMPLETE
96,96,0.75,2020-12-24 12:37:24.694008,2020-12-24 14:35:17.357971,0 days 01:57:52.663963,128,100000,True,0.9,1.5797221244741404e-05,small,0.20976632034756104,normal,0.02,,COMPLETE
97,97,0.75,2020-12-24 12:46:40.615623,2020-12-24 14:38:30.520832,0 days 01:51:49.905209,32,10000,True,0.9999,0.062366424415582544,medium,0.18965718382585461,ornstein-uhlenbeck,0.005,,COMPLETE
98,98,0.0,2020-12-24 13:55:31.761994,2020-12-24 14:30:07.082047,0 days 00:34:35.320053,128,10000,True,0.999,0.026374309439563936,small,0.145872827313698,,0.02,,PRUNED
99,99,7.74495,2020-12-24 14:29:55.228955,2020-12-24 15:10:19.997278,0 days 00:40:24.768323,256,1000000,True,0.98,1.997144876204496e-05,medium,0.04042062220384157,,0.01,,COMPLETE
