,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_episodic,params_gamma,params_lr,params_net_arch,params_noise_std,params_noise_type,params_train_freq,state
0,0,50.737378,2021-01-07 01:12:57.823703,2021-01-07 02:11:59.385813,0 days 00:59:01.562110,100,100000,True,0.999,1.8320088789745658e-05,medium,0.4668275475307859,ornstein-uhlenbeck,,COMPLETE
1,1,50.737378,2021-01-07 02:11:59.386440,2021-01-07 03:10:42.184407,0 days 00:58:42.797967,512,100000,True,0.9999,0.0009482623163446,medium,0.8752241271315218,,,COMPLETE
2,2,50.737378,2021-01-07 03:10:42.184859,2021-01-07 04:09:04.455355,0 days 00:58:22.270496,32,1000000,True,0.98,0.017935984032088098,medium,0.6816275443319255,normal,,COMPLETE
3,3,50.737378,2021-01-07 04:09:04.455954,2021-01-07 05:02:53.846425,0 days 00:53:49.390471,512,100000,False,0.95,0.009901089385902912,small,0.24153878164630882,,16.0,COMPLETE
4,4,50.737378,2021-01-07 05:02:53.847021,2021-01-07 05:52:26.857420,0 days 00:49:33.010399,100,10000,True,0.995,0.0010150251970063018,medium,0.9452291737590568,normal,,COMPLETE
5,5,50.737378,2021-01-07 05:52:26.858073,2021-01-07 06:41:00.206732,0 days 00:48:33.348659,256,1000000,True,0.95,0.672534957471168,small,0.48145682398744727,,,COMPLETE
6,6,50.737378,2021-01-07 06:41:00.207661,2021-01-07 07:28:44.957297,0 days 00:47:44.749636,100,10000,False,0.995,0.002105802978545292,small,0.09350058492879976,ornstein-uhlenbeck,2000.0,COMPLETE
7,7,50.737378,2021-01-07 07:28:44.957933,2021-01-07 08:17:20.501797,0 days 00:48:35.543864,256,1000000,True,0.95,0.01960708803181756,medium,0.6106591688395243,normal,,COMPLETE
8,8,50.737378,2021-01-07 08:17:20.502401,2021-01-07 09:04:35.347588,0 days 00:47:14.845187,32,100000,False,0.9999,0.010702870692079168,small,0.98354140847529,normal,2000.0,COMPLETE
9,9,50.737378,2021-01-07 09:04:35.348180,2021-01-07 09:52:42.165216,0 days 00:48:06.817036,128,100000,True,0.9999,0.00028237528809025084,small,0.699691337126084,normal,,COMPLETE
10,10,50.737378,2021-01-07 09:52:42.165818,2021-01-07 10:42:59.309688,0 days 00:50:17.143870,64,100000,True,0.999,1.4353289884457677e-05,big,0.34137826116748,ornstein-uhlenbeck,,COMPLETE
11,11,169.827715,2021-01-07 10:42:59.310279,2021-01-07 11:33:01.328164,0 days 00:50:02.017885,512,100000,True,0.999,1.2407346812853067e-05,medium,0.8274145747073496,,,COMPLETE
12,12,50.737378,2021-01-07 11:33:01.328761,2021-01-07 12:22:23.749066,0 days 00:49:22.420305,16,100000,True,0.999,1.2721699409749597e-05,medium,0.4580707193260295,ornstein-uhlenbeck,,COMPLETE
13,13,50.737378,2021-01-07 12:22:23.749525,2021-01-07 13:13:02.320541,0 days 00:50:38.571016,100,100000,True,0.9,7.031104620377309e-05,big,0.8059184251410267,,,COMPLETE
14,14,50.737378,2021-01-07 13:13:02.321149,2021-01-07 14:04:06.575942,0 days 00:51:04.254793,512,100000,True,0.999,6.680497852937342e-05,medium,0.3242325049263506,ornstein-uhlenbeck,,COMPLETE
15,15,50.737378,2021-01-07 14:04:06.576542,2021-01-07 14:57:08.710198,0 days 00:53:02.133656,100,10000,True,0.99,4.306552897583758e-05,medium,0.5694083428874753,ornstein-uhlenbeck,,COMPLETE
16,16,50.737378,2021-01-07 14:57:08.710810,2021-01-07 15:49:09.176414,0 days 00:52:00.465604,512,100000,True,0.999,0.20554092141680944,medium,0.033344153259812714,,,COMPLETE
17,17,50.737378,2021-01-07 15:49:09.176842,2021-01-07 16:40:24.087367,0 days 00:51:14.910525,16,100000,False,0.999,0.0002035549732626219,big,0.7835189903853148,ornstein-uhlenbeck,128.0,COMPLETE
18,18,183.258879,2021-01-07 16:40:24.087984,2021-01-07 17:33:14.717239,0 days 00:52:50.629255,128,100000,True,0.999,1.0977886636901963e-05,medium,0.4042884931759904,,,COMPLETE
19,19,50.737378,2021-01-07 17:33:14.717837,2021-01-07 18:26:28.467377,0 days 00:53:13.749540,128,10000,True,0.98,0.0002611113685355342,medium,0.16011209927430187,,,COMPLETE
