,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_episodic,params_gamma,params_lr,params_net_arch,params_noise_std,params_noise_type,params_train_freq,state
16,16,-4241.8115234375,2021-04-18 07:43:29.650003,2021-04-18 09:16:58.907056,0 days 01:33:29.257053,128,10000,False,0.9999,0.8855090457092033,small,0.22806646902753183,normal,1000.0,PRUNED
17,17,45.89631652832031,2021-04-18 09:16:58.914782,2021-04-18 16:32:51.321983,0 days 07:15:52.407201,128,10000,False,0.9999,0.9999999999999999,small,0.22092030710052488,normal,1.0,COMPLETE
18,18,44.51571273803711,2021-04-18 16:32:51.341729,2021-04-18 21:56:41.329459,0 days 05:23:49.987730,128,10000,False,0.98,0.0023679732004749402,medium,0.20389092449841398,ornstein-uhlenbeck,128.0,COMPLETE
19,19,41.07350158691406,2021-04-18 21:56:41.361076,2021-04-19 03:21:22.547746,0 days 05:24:41.186670,100,10000,False,0.999,0.0013348281950486549,medium,0.18191254954205285,normal,2000.0,COMPLETE
20,20,,2021-04-23 18:16:16.826514,2021-04-23 18:16:18.148719,0 days 00:00:01.322205,128,10000,False,0.995,0.04928166689774154,small,0.0,,1.0,FAIL
21,21,,2021-04-23 18:16:16.839715,2021-04-23 18:16:18.497017,0 days 00:00:01.657302,128,10000,False,0.999,0.002346221323143269,medium,0.20449236135678953,normal,16.0,FAIL
22,22,43.686317443847656,2021-04-23 18:17:17.865990,2021-04-24 10:35:00.229732,0 days 16:17:42.363742,128,10000,False,0.995,0.0005588018508011116,small,0.32165134775326093,normal,256.0,COMPLETE
23,23,-4241.43310546875,2021-04-23 18:17:17.879011,2021-04-23 23:38:11.637097,0 days 05:20:53.758086,128,10000,False,0.995,0.9999999999999999,small,0.0,normal,2000.0,PRUNED
24,24,42.00707244873047,2021-04-23 23:38:11.645989,2021-04-24 16:33:39.660544,0 days 16:55:28.014555,128,10000,False,0.999,0.006017312309855431,small,0.0,normal,128.0,COMPLETE
25,25,125.22318267822266,2021-04-24 10:35:00.249439,2021-04-25 02:34:48.502173,0 days 15:59:48.252734,128,10000,False,0.999,5.1298125821782866e-05,small,0.9999999999999999,,128.0,COMPLETE
26,26,48.58271408081055,2021-04-24 16:33:39.688997,2021-04-25 14:43:17.455975,0 days 22:09:37.766978,128,100000,False,0.99,4.533475865924213e-05,big,0.1988163865733838,,1.0,COMPLETE
27,27,45.25412368774414,2021-04-25 02:34:48.519718,2021-04-25 16:53:34.247501,0 days 14:18:45.727783,16,10000,False,0.9,1e-05,small,0.9999999999999999,,16.0,COMPLETE
28,28,46.02536392211914,2021-04-25 14:43:17.471441,2021-04-26 07:58:05.337463,0 days 17:14:47.866022,64,10000,False,0.9,0.9999999999999999,medium,0.9999999999999999,,2000.0,COMPLETE
29,29,48.019893646240234,2021-04-25 16:53:34.268205,2021-04-26 09:28:03.521961,0 days 16:34:29.253756,128,10000,False,0.995,0.45428251000062775,small,0.9999999999999999,,16.0,COMPLETE
30,30,113.93241119384766,2021-04-26 07:58:05.358515,2021-04-27 00:39:52.404265,0 days 16:41:47.045750,128,10000,False,0.9999,9.900562179026826e-05,small,0.9999999999999999,,128.0,COMPLETE
31,31,55.7231559753418,2021-04-26 09:28:03.538122,2021-04-27 02:15:01.894235,0 days 16:46:58.356113,128,10000,False,0.9999,1e-05,medium,0.6295477589928761,,2000.0,COMPLETE
32,32,43.358856201171875,2021-04-27 00:39:52.422971,2021-04-27 16:19:26.200006,0 days 15:39:33.777035,16,1000000,True,0.999,1e-05,small,0.9999999999999999,ornstein-uhlenbeck,,COMPLETE
33,33,46.687904357910156,2021-04-27 02:15:01.911354,2021-04-27 17:13:23.425057,0 days 14:58:21.513703,16,100000,True,0.999,1e-05,small,0.9999999999999999,,,COMPLETE
34,34,44.7014045715332,2021-04-27 16:19:26.217176,2021-04-28 09:55:14.294247,0 days 17:35:48.077071,512,10000,True,0.999,1e-05,small,0.9999999999999999,normal,,COMPLETE
35,35,46.14262008666992,2021-04-27 17:13:23.444106,2021-04-28 10:30:08.800657,0 days 17:16:45.356551,512,1000000,False,0.95,6.031061467967455e-05,medium,0.9999999999999999,,128.0,COMPLETE
36,36,47.409122467041016,2021-04-28 09:55:14.323343,2021-04-29 01:16:15.449632,0 days 15:21:01.126289,512,100000,False,0.98,6.117576709323967e-05,small,0.9999999999999999,,16.0,COMPLETE
37,37,106.2560043334961,2021-04-28 10:30:08.824250,2021-04-29 01:13:47.089412,0 days 14:43:38.265162,100,1000000,False,0.995,5.9002026526882215e-05,small,0.9999999999999999,,16.0,COMPLETE
38,38,45.87632751464844,2021-04-29 01:13:47.105745,2021-04-29 20:25:04.248731,0 days 19:11:17.142986,100,10000,False,0.999,2.7134009240166332e-05,small,0.9999999999999999,,1.0,COMPLETE
39,39,131.17562866210938,2021-04-29 01:16:15.466706,2021-04-29 20:50:56.219889,0 days 19:34:40.753183,128,10000,False,0.9999,1.0790137858189286e-05,medium,0.9999999999999999,,1.0,COMPLETE
40,40,73.3890380859375,2021-04-29 20:25:04.265745,2021-04-30 11:16:36.086087,0 days 14:51:31.820342,128,10000,False,0.999,5.636714409227514e-05,small,0.9998851101468399,,16.0,COMPLETE
41,41,69.37049102783203,2021-04-29 20:50:56.238939,2021-04-30 19:19:58.653857,0 days 22:29:02.414918,128,10000,False,0.995,1e-05,medium,0.9999999999999999,,1.0,COMPLETE
42,42,99.37199401855469,2021-04-30 11:16:36.102986,2021-05-01 04:11:19.196917,0 days 16:54:43.093931,512,1000000,False,0.9999,1e-05,big,0.9999999999999999,,256.0,COMPLETE
43,43,43.94883728027344,2021-04-30 19:19:58.670013,2021-05-01 12:16:43.340024,0 days 16:56:44.670011,256,100000,True,0.9,0.5182083716562674,big,0.6050243633355183,normal,,COMPLETE
44,44,127.2104721069336,2021-05-01 04:11:19.213533,2021-05-01 20:31:29.945048,0 days 16:20:10.731515,16,1000000,False,0.9999,1e-05,big,0.9999999999999999,ornstein-uhlenbeck,2000.0,COMPLETE
45,45,46.8131217956543,2021-05-01 12:16:43.357023,2021-05-02 05:16:55.152405,0 days 17:00:11.795382,256,1000000,True,0.9999,0.635372106235045,medium,0.540653308044254,ornstein-uhlenbeck,,COMPLETE
46,46,46.52956771850586,2021-05-01 20:31:29.969471,2021-05-02 12:10:07.213490,0 days 15:38:37.244019,32,100000,True,0.9999,0.8709265457012034,medium,0.5520400441144225,normal,,COMPLETE
47,47,45.685203552246094,2021-05-02 05:16:55.171802,2021-05-02 23:04:01.997009,0 days 17:47:06.825207,64,1000000,False,0.9999,0.010185088967905546,small,0.9987137945716097,normal,2000.0,COMPLETE
48,48,46.786415100097656,2021-05-02 12:10:07.232994,2021-05-03 11:20:13.355328,0 days 23:10:06.122334,256,100000,False,0.9999,0.3387553161251067,medium,0.9999999999999999,normal,1.0,COMPLETE
49,49,45.56191635131836,2021-05-02 23:04:02.015339,2021-05-03 17:59:54.895412,0 days 18:55:52.880073,100,10000,True,0.9999,0.43180670838516905,medium,0.002827814958657523,normal,,COMPLETE
50,50,43.80069351196289,2021-05-03 11:20:13.372335,2021-05-04 03:37:40.905992,0 days 16:17:27.533657,128,10000,True,0.9,0.9824819705230939,big,0.02512702601847028,normal,,COMPLETE
51,51,43.75529098510742,2021-05-03 17:59:54.923189,2021-05-04 11:24:38.449167,0 days 17:24:43.525978,512,10000,True,0.9,0.5794890990485385,medium,0.016807285894234858,normal,,COMPLETE
52,52,90.19986724853516,2021-05-04 03:37:40.929437,2021-05-04 20:13:25.143255,0 days 16:35:44.213818,512,100000,False,0.9999,1.018334103650002e-05,medium,0.9834400583453246,,256.0,COMPLETE
53,53,97.03887939453125,2021-05-04 11:24:38.475518,2021-05-05 06:23:02.881995,0 days 18:58:24.406477,128,100000,False,0.9999,1.0152730866192125e-05,big,0.9377533042190211,,128.0,COMPLETE
54,54,46.916263580322266,2021-05-04 20:13:25.164005,2021-05-05 18:11:34.293754,0 days 21:58:09.129749,16,1000000,False,0.9999,1e-05,big,0.9999999999999999,ornstein-uhlenbeck,1.0,COMPLETE
55,55,130.44412231445312,2021-05-05 06:23:02.899363,2021-05-06 00:28:01.170902,0 days 18:04:58.271539,16,1000000,False,0.9999,1e-05,big,0.9999999999999999,ornstein-uhlenbeck,128.0,COMPLETE
56,56,43.667808532714844,2021-05-05 18:11:34.309382,2021-05-06 12:01:03.655393,0 days 17:49:29.346011,512,10000,False,0.9999,1e-05,small,0.9999999999999999,,256.0,COMPLETE
57,57,48.13170623779297,2021-05-06 00:28:01.194375,2021-05-06 19:04:41.224832,0 days 18:36:40.030457,16,10000,False,0.9999,1e-05,small,0.9999999999999999,,256.0,COMPLETE
58,58,125.03316497802734,2021-05-06 12:01:03.672064,2021-05-07 05:32:02.179590,0 days 17:30:58.507526,16,1000000,False,0.9999,1e-05,big,0.9999999999999999,ornstein-uhlenbeck,1000.0,COMPLETE
59,59,46.0399169921875,2021-05-06 19:04:41.253714,2021-05-07 00:07:47.828451,0 days 05:03:06.574737,16,100000,False,0.9999,3.5074082796822326e-05,big,0.9999999999999999,normal,1000.0,PRUNED
60,60,90.60682678222656,2021-05-07 00:07:47.835426,2021-05-07 17:46:52.953765,0 days 17:39:05.118339,32,100000,False,0.9999,0.0004979842562839775,big,0.9974423870198735,ornstein-uhlenbeck,256.0,COMPLETE
61,61,60.30883026123047,2021-05-07 05:32:02.196497,2021-05-08 03:49:30.768670,0 days 22:17:28.572173,32,10000,False,0.9999,3.2287925698929956e-05,big,0.9999999999999999,ornstein-uhlenbeck,1.0,COMPLETE
62,62,124.04627990722656,2021-05-07 17:46:52.981910,2021-05-08 11:04:18.599826,0 days 17:17:25.617916,16,1000000,False,0.9999,1e-05,big,0.9999999999999999,ornstein-uhlenbeck,1000.0,COMPLETE
63,63,45.51842498779297,2021-05-08 03:49:30.785165,2021-05-08 08:25:21.129728,0 days 04:35:50.344563,256,10000,True,0.9999,1e-05,big,0.9999999999999999,normal,,PRUNED
64,64,43.659305572509766,2021-05-08 08:25:21.136716,2021-05-08 12:54:02.466278,0 days 04:28:41.329562,32,1000000,True,0.9,1.0105808015127718e-05,small,0.8563253189046061,ornstein-uhlenbeck,,PRUNED
65,65,41.81330108642578,2021-05-08 11:04:18.628183,2021-05-09 03:56:02.183473,0 days 16:51:43.555290,128,10000,True,0.9,1.364035029502567e-05,small,0.9724990404357723,,,COMPLETE
66,66,44.87653350830078,2021-05-08 12:54:02.474671,2021-05-09 05:11:08.362487,0 days 16:17:05.887816,64,1000000,False,0.9,1.0198534485896041e-05,medium,0.005686061332887404,normal,256.0,COMPLETE
67,67,42.16610336303711,2021-05-09 03:56:02.206156,2021-05-09 20:09:34.706807,0 days 16:13:32.500651,16,1000000,False,0.9999,1.0462039450988684e-05,medium,0.03055666797276069,normal,256.0,COMPLETE
68,68,46.8275032043457,2021-05-09 05:11:08.379304,2021-05-09 21:07:17.402607,0 days 15:56:09.023303,64,1000000,True,0.9,0.9334428251312166,medium,0.9897821355064418,normal,,COMPLETE
69,69,46.69576644897461,2021-05-09 20:09:34.735855,2021-05-10 00:58:45.126693,0 days 04:49:10.390838,100,100000,True,0.9999,0.9815532239000581,small,0.998196570272656,,,PRUNED
70,70,45.40074920654297,2021-05-09 21:07:17.420108,2021-05-10 13:01:20.151425,0 days 15:54:02.731317,16,10000,True,0.9999,0.7602085751036434,small,0.9494098951281781,,,COMPLETE
71,71,48.09141159057617,2021-05-10 00:58:45.133817,2021-05-11 00:47:33.439269,0 days 23:48:48.305452,16,1000000,False,0.9999,1e-05,big,0.9999999999999999,ornstein-uhlenbeck,1.0,COMPLETE
72,72,44.27802276611328,2021-05-10 13:01:20.171035,2021-05-11 05:03:24.030351,0 days 16:02:03.859316,100,1000000,True,0.9999,3.081431939700592e-05,small,0.011581172228429137,normal,,COMPLETE
73,73,113.71736907958984,2021-05-11 00:47:33.457765,2021-05-11 17:58:33.867876,0 days 17:11:00.410111,128,1000000,True,0.9999,1.0714954427415021e-05,big,0.4949517346216806,,,COMPLETE
74,74,67.51908874511719,2021-05-11 05:03:24.059222,2021-05-11 22:13:26.700960,0 days 17:10:02.641738,512,1000000,False,0.9999,1e-05,big,0.9999999999999999,,16.0,COMPLETE
75,75,42.90522384643555,2021-05-11 17:58:33.891479,2021-05-12 10:43:36.627917,0 days 16:45:02.736438,512,10000,True,0.99,1e-05,big,0.9999999999999999,ornstein-uhlenbeck,,COMPLETE
76,76,110.78621673583984,2021-05-11 22:13:26.718548,2021-05-12 14:41:19.293007,0 days 16:27:52.574459,32,1000000,False,0.9999,0.00012857718494752528,small,0.9999999999999999,,16.0,COMPLETE
77,77,39.18897247314453,2021-05-12 10:43:36.645214,2021-05-12 15:39:15.913867,0 days 04:55:39.268653,100,100000,True,0.9999,1.56677584652709e-05,small,0.572247505829404,normal,,PRUNED
78,78,42.155548095703125,2021-05-12 14:41:19.310028,2021-05-12 21:15:29.240041,0 days 06:34:09.930013,16,1000000,False,0.9999,1e-05,big,0.9999999999999999,ornstein-uhlenbeck,1.0,PRUNED
79,79,45.82093048095703,2021-05-12 15:39:15.924830,2021-05-12 21:00:30.623148,0 days 05:21:14.698318,256,100000,True,0.9999,1.0586038550263591e-05,big,0.5161183182690458,normal,,PRUNED
80,80,88.26174926757812,2021-05-12 21:00:30.630451,2021-05-13 12:54:25.318613,0 days 15:53:54.688162,16,1000000,False,0.9999,8.111955029436005e-05,medium,0.9999999999999999,,128.0,COMPLETE
81,81,19.71554946899414,2021-05-12 21:15:29.247841,2021-05-13 12:49:11.829554,0 days 15:33:42.581713,16,100000,False,0.9999,0.00010384769099933567,small,0.9999999999999999,,1000.0,COMPLETE
