,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_episodic,params_gamma,params_lr,params_net_arch,params_noise_std,params_noise_type,params_train_freq,state
31,31,446.125759,2020-12-19 20:16:32.933832,2020-12-19 20:55:24.798898,0 days 00:38:51.865066,256,1000000,False,0.98,1.4061830787474729e-05,medium,0.06793183412166737,ornstein-uhlenbeck,256.0,COMPLETE
32,32,446.125759,2020-12-19 20:55:24.818767,2020-12-19 21:33:50.345077,0 days 00:38:25.526310,128,1000000,False,0.95,0.5359464125020623,small,0.7885599533449932,,2000.0,COMPLETE
33,33,446.125759,2020-12-19 21:33:50.359201,2020-12-19 22:13:40.130602,0 days 00:39:49.771401,100,10000,True,0.9,0.01012008807578374,big,0.32450766956227584,,,COMPLETE
34,34,446.125759,2020-12-19 22:13:40.161945,2020-12-19 22:52:08.702168,0 days 00:38:28.540223,16,100000,False,0.9,0.02185780834122469,small,0.48466620156573437,normal,1000.0,COMPLETE
35,35,446.125759,2020-12-19 22:52:08.722942,2020-12-19 23:30:49.652801,0 days 00:38:40.929859,16,1000000,True,0.9999,0.002145110715180049,big,0.709628443058658,ornstein-uhlenbeck,,COMPLETE
36,36,446.125759,2020-12-19 23:30:49.672130,2020-12-20 00:09:06.268183,0 days 00:38:16.596053,64,10000,True,0.995,0.23522997350544372,small,0.06618103703783351,ornstein-uhlenbeck,,COMPLETE
37,37,446.125759,2020-12-20 00:09:06.286219,2020-12-20 00:48:37.870008,0 days 00:39:31.583789,64,100000,False,0.995,0.002932716916730488,big,0.3862894839033748,ornstein-uhlenbeck,1000.0,COMPLETE
38,38,446.125759,2020-12-20 00:48:37.902115,2020-12-20 01:27:19.486525,0 days 00:38:41.584410,16,1000000,True,0.999,0.008994192150711025,medium,0.6681351106095265,normal,,COMPLETE
39,39,446.125759,2020-12-20 01:27:19.505822,2020-12-20 02:06:54.712288,0 days 00:39:35.206466,128,100000,False,0.98,0.7795128641780666,big,0.9849019186860961,,256.0,COMPLETE
40,40,446.125759,2020-12-20 02:06:54.731283,2020-12-20 02:45:51.710395,0 days 00:38:56.979112,512,100000,False,0.95,0.008595489146074387,small,0.841740691707333,normal,256.0,COMPLETE
41,41,446.125759,2020-12-20 02:45:51.729399,2020-12-20 03:38:26.014319,0 days 00:52:34.284920,64,1000000,False,0.9,0.21786684607055246,big,0.7075470518765747,ornstein-uhlenbeck,1.0,COMPLETE
42,42,446.125759,2020-12-20 03:38:26.033082,2020-12-20 04:28:56.101967,0 days 00:50:30.068885,100,10000,False,0.999,0.00033764358009349607,small,0.6020000336085011,,1.0,COMPLETE
43,43,446.125759,2020-12-20 04:28:56.120071,2020-12-20 05:21:26.034064,0 days 00:52:29.913993,64,1000000,False,0.99,4.762595823518255e-05,medium,0.08417065867295048,normal,1.0,COMPLETE
44,44,446.125759,2020-12-20 05:21:26.052347,2020-12-20 05:59:44.921847,0 days 00:38:18.869500,128,1000000,True,0.9,0.005499183334282318,small,0.923992839830636,normal,,COMPLETE
45,45,446.125759,2020-12-20 05:59:44.953087,2020-12-20 06:38:20.977518,0 days 00:38:36.024431,16,100000,False,0.99,0.081981226321796,big,0.14206956734047071,ornstein-uhlenbeck,16.0,COMPLETE
46,46,855.92467,2020-12-20 06:38:20.996656,2020-12-20 07:16:52.677687,0 days 00:38:31.681031,16,10000,True,0.999,7.925779524107593e-05,medium,0.06322060179431188,,,COMPLETE
47,47,446.125759,2020-12-20 07:16:52.697135,2020-12-20 07:55:35.982374,0 days 00:38:43.285239,512,100000,False,0.99,0.002044057694378891,small,0.8656102359363134,ornstein-uhlenbeck,16.0,COMPLETE
48,48,446.125759,2020-12-20 07:55:36.001448,2020-12-20 08:35:24.097726,0 days 00:39:48.096278,100,10000,True,0.99,0.0026336021178329284,medium,0.9904802172866729,normal,,COMPLETE
49,49,446.125759,2020-12-20 08:35:24.130024,2020-12-20 09:13:35.220663,0 days 00:38:11.090639,100,100000,False,0.9,0.0010519169257496568,small,0.8135603476230495,ornstein-uhlenbeck,1000.0,COMPLETE
50,50,446.125759,2020-12-20 09:13:35.239487,2020-12-20 09:53:32.301350,0 days 00:39:57.061863,64,100000,True,0.98,0.25623515210509795,medium,0.3930548648739627,normal,,COMPLETE
51,51,446.125759,2020-12-20 09:53:32.319861,2020-12-20 10:32:38.242950,0 days 00:39:05.923089,512,1000000,False,0.9999,0.0011692930867582298,big,0.6105491250256634,,16.0,COMPLETE
52,52,446.125759,2020-12-20 10:32:38.262846,2020-12-20 11:11:23.938597,0 days 00:38:45.675751,16,100000,True,0.9,0.26914734897714787,big,0.04941385189435288,,,COMPLETE
53,53,446.125759,2020-12-20 11:11:23.969799,2020-12-20 11:50:31.200482,0 days 00:39:07.230683,256,10000,True,0.999,0.000682782725109624,small,0.3115688766736838,,,COMPLETE
54,54,446.125759,2020-12-20 11:50:31.218148,2020-12-20 12:29:27.881293,0 days 00:38:56.663145,256,1000000,False,0.999,0.2903114419398373,big,0.6247017298188845,ornstein-uhlenbeck,1000.0,COMPLETE
55,55,446.125759,2020-12-20 12:29:27.900606,2020-12-20 13:08:27.572461,0 days 00:38:59.671855,512,1000000,False,0.995,0.0200970299504876,medium,0.5480852595111732,normal,1000.0,COMPLETE
56,56,446.125759,2020-12-20 13:08:27.592112,2020-12-20 13:58:50.770619,0 days 00:50:23.178507,100,100000,False,0.99,0.004498392453298369,small,0.8887972319531358,normal,1.0,COMPLETE
57,57,446.125759,2020-12-20 13:58:50.791296,2020-12-20 14:37:49.724226,0 days 00:38:58.932930,256,100000,False,0.995,0.0014889773629076812,big,0.21871326731338425,,2000.0,COMPLETE
58,58,446.125759,2020-12-20 14:37:49.741835,2020-12-20 15:16:44.498147,0 days 00:38:54.756312,32,10000,True,0.95,0.29197039837132466,big,0.13699523756923093,ornstein-uhlenbeck,,COMPLETE
59,59,446.125759,2020-12-20 15:16:44.519998,2020-12-20 15:56:30.745377,0 days 00:39:46.225379,128,10000,True,0.999,4.0359796906558454e-05,medium,0.13878801605956836,normal,,COMPLETE
60,60,446.125759,2020-12-20 15:56:30.777277,2020-12-20 16:35:18.385455,0 days 00:38:47.608178,512,1000000,True,0.995,0.0001659298867089228,small,0.943257939834802,normal,,COMPLETE
61,61,446.125759,2020-12-20 16:35:18.404847,2020-12-20 17:13:39.120727,0 days 00:38:20.715880,32,10000,True,0.999,0.0001196613067229719,small,0.21131129185807462,ornstein-uhlenbeck,,COMPLETE
62,62,446.125759,2020-12-20 17:13:39.151256,2020-12-20 17:53:14.947134,0 days 00:39:35.795878,64,10000,True,0.9999,5.762841393190385e-05,big,0.2975981372304414,normal,,COMPLETE
63,63,446.125759,2020-12-20 17:53:14.978127,2020-12-20 18:32:17.815749,0 days 00:39:02.837622,512,10000,True,0.99,0.3823271801869101,medium,0.06248270859764404,normal,,COMPLETE
64,64,446.125759,2020-12-20 18:32:17.849225,2020-12-20 19:12:03.324098,0 days 00:39:45.474873,64,1000000,False,0.995,0.27444828416060757,big,0.460554125093404,ornstein-uhlenbeck,256.0,COMPLETE
65,65,446.125759,2020-12-20 19:12:03.341931,2020-12-20 19:50:37.284011,0 days 00:38:33.942080,256,100000,False,0.95,0.000981237850249854,small,0.8463069674597862,,16.0,COMPLETE
66,66,446.125759,2020-12-20 19:50:37.302765,2020-12-20 20:29:56.788568,0 days 00:39:19.485803,128,10000,False,0.9,0.0006465541231684918,big,0.06662172683721135,normal,2000.0,COMPLETE
67,67,446.125759,2020-12-20 20:29:56.808991,2020-12-20 21:09:29.906718,0 days 00:39:33.097727,64,1000000,False,0.995,0.42420034145103797,medium,0.10110606147918777,normal,128.0,COMPLETE
68,68,446.125759,2020-12-20 21:09:29.928328,2020-12-20 21:48:24.713585,0 days 00:38:54.785257,32,100000,False,0.99,0.0001078841995913842,big,0.7658001784556558,,1000.0,COMPLETE
69,69,446.125759,2020-12-20 21:48:24.732722,2020-12-20 22:27:24.440741,0 days 00:38:59.708019,512,100000,True,0.9,1.537812836046469e-05,small,0.6466765788163992,,,COMPLETE
70,70,446.125759,2020-12-20 22:27:24.458670,2020-12-20 23:07:14.048822,0 days 00:39:49.590152,100,100000,True,0.99,0.007508948355094524,big,0.8076566037961056,normal,,COMPLETE
71,71,446.125759,2020-12-20 23:07:14.081626,2020-12-20 23:47:09.618745,0 days 00:39:55.537119,128,100000,False,0.999,0.41704307559255266,big,0.7763106638703583,ornstein-uhlenbeck,16.0,COMPLETE
72,72,446.125759,2020-12-20 23:47:09.636712,2020-12-21 00:26:50.190414,0 days 00:39:40.553702,64,1000000,False,0.98,0.0005861572209480472,big,0.2976730585044445,ornstein-uhlenbeck,256.0,COMPLETE
73,73,446.125759,2020-12-21 00:26:50.209657,2020-12-21 01:05:24.208485,0 days 00:38:33.998828,256,100000,False,0.98,9.255483301280993e-05,big,0.5300631037527742,ornstein-uhlenbeck,256.0,COMPLETE
74,74,446.125759,2020-12-21 01:05:24.227924,2020-12-21 01:43:45.421936,0 days 00:38:21.194012,128,1000000,True,0.95,0.0001528353754096216,small,0.6928918319100942,,,COMPLETE
75,75,446.125759,2020-12-21 01:43:45.441445,2020-12-21 02:22:18.322971,0 days 00:38:32.881526,16,100000,True,0.99,0.2710170644866592,medium,0.14033571164619296,ornstein-uhlenbeck,,COMPLETE
76,76,446.125759,2020-12-21 02:22:18.343985,2020-12-21 03:00:38.447416,0 days 00:38:20.103431,16,100000,False,0.9,0.007615682714403681,small,0.7373660206021375,,256.0,COMPLETE
77,77,446.125759,2020-12-21 03:00:38.466639,2020-12-21 03:40:20.165301,0 days 00:39:41.698662,64,10000,False,0.99,0.003778358458240162,big,0.2710094742266348,normal,128.0,COMPLETE
78,78,446.125759,2020-12-21 03:40:20.189702,2020-12-21 04:19:10.693309,0 days 00:38:50.503607,32,1000000,True,0.98,0.11746428552626642,medium,0.17670318823595121,ornstein-uhlenbeck,,COMPLETE
79,79,446.125759,2020-12-21 04:19:10.712632,2020-12-21 04:57:27.313768,0 days 00:38:16.601136,128,100000,False,0.9,0.004516473673285796,small,0.15107970421176686,ornstein-uhlenbeck,256.0,COMPLETE
80,80,446.125759,2020-12-21 04:57:27.333290,2020-12-21 05:37:29.170702,0 days 00:40:01.837412,100,10000,True,0.995,0.005142268491269142,medium,0.40056442205196074,ornstein-uhlenbeck,,COMPLETE
81,81,446.125759,2020-12-21 05:37:29.189834,2020-12-21 06:16:20.511051,0 days 00:38:51.321217,32,10000,False,0.99,0.20557720888922748,medium,0.7828645545018658,ornstein-uhlenbeck,2000.0,COMPLETE
82,82,446.125759,2020-12-21 06:16:20.530455,2020-12-21 06:55:13.283242,0 days 00:38:52.752787,256,10000,False,0.99,0.1973604833945403,medium,0.5979373733004736,,128.0,COMPLETE
83,83,446.125759,2020-12-21 06:55:13.303405,2020-12-21 07:34:10.914231,0 days 00:38:57.610826,32,100000,True,0.995,0.3181242327838497,medium,0.8880996482528593,normal,,COMPLETE
84,84,446.125759,2020-12-21 07:34:10.946123,2020-12-21 08:13:10.720608,0 days 00:38:59.774485,256,1000000,True,0.98,0.004129321914877295,big,0.24372913077313196,normal,,COMPLETE
85,85,446.125759,2020-12-21 08:13:10.741159,2020-12-21 08:52:11.615294,0 days 00:39:00.874135,256,10000,False,0.99,0.08131601111443848,medium,0.3378641394050238,ornstein-uhlenbeck,128.0,COMPLETE
86,86,446.125759,2020-12-21 08:52:11.633330,2020-12-21 09:31:12.214467,0 days 00:39:00.581137,512,1000000,True,0.9,0.00841796634611634,small,0.9666898180509504,normal,,COMPLETE
87,87,446.125759,2020-12-21 09:31:12.233754,2020-12-21 10:10:23.967988,0 days 00:39:11.734234,512,100000,True,0.9999,0.04358881681376938,small,0.6562569673183063,,,COMPLETE
88,88,446.125759,2020-12-21 10:10:23.998388,2020-12-21 10:50:13.994900,0 days 00:39:49.996512,100,10000,True,0.98,0.003669556428193418,big,0.8274273239778116,ornstein-uhlenbeck,,COMPLETE
89,89,446.125759,2020-12-21 10:50:14.026472,2020-12-21 11:28:52.675154,0 days 00:38:38.648682,16,10000,True,0.95,5.235279059334542e-05,big,0.8209931249132637,ornstein-uhlenbeck,,COMPLETE
90,90,446.125759,2020-12-21 11:28:52.694670,2020-12-21 12:07:45.709908,0 days 00:38:53.015238,512,10000,False,0.95,0.039818648075409815,small,0.05923013499769059,ornstein-uhlenbeck,16.0,COMPLETE
91,91,446.125759,2020-12-21 12:07:45.728929,2020-12-21 12:46:37.527478,0 days 00:38:51.798549,16,100000,True,0.99,6.461839517350572e-05,big,0.7617706733369858,ornstein-uhlenbeck,,COMPLETE
92,92,446.125759,2020-12-21 12:46:37.546557,2020-12-21 13:25:56.365355,0 days 00:39:18.818798,256,1000000,True,0.999,0.34027796464783944,small,0.6991884628312518,ornstein-uhlenbeck,,COMPLETE
93,93,446.125759,2020-12-21 13:25:56.452870,2020-12-21 14:04:59.009215,0 days 00:39:02.556345,32,1000000,False,0.999,0.019684499597456974,big,0.756042190361279,ornstein-uhlenbeck,1000.0,COMPLETE
94,94,446.125759,2020-12-21 14:04:59.028878,2020-12-21 14:44:20.128480,0 days 00:39:21.099602,64,10000,False,0.98,0.004772134041186836,big,0.11785918864302714,ornstein-uhlenbeck,256.0,COMPLETE
95,95,446.125759,2020-12-21 14:44:20.148431,2020-12-21 15:35:13.357016,0 days 00:50:53.208585,16,10000,False,0.95,0.016974098174152925,medium,0.31668871597207393,,1.0,COMPLETE
96,96,446.125759,2020-12-21 15:35:13.376071,2020-12-21 16:13:38.485302,0 days 00:38:25.109231,16,100000,False,0.999,0.014127746106250009,big,0.3890077421781186,normal,256.0,COMPLETE
97,97,446.125759,2020-12-21 16:13:38.505514,2020-12-21 16:51:52.915287,0 days 00:38:14.409773,100,1000000,True,0.9,0.0017684263805086415,small,0.5952572757553674,normal,,COMPLETE
98,98,446.125759,2020-12-21 16:51:52.946691,2020-12-21 17:32:04.122937,0 days 00:40:11.176246,64,100000,True,0.9,0.00018661402496287778,medium,0.6009728096233854,ornstein-uhlenbeck,,COMPLETE
99,99,446.125759,2020-12-21 17:32:04.155189,2020-12-21 18:10:59.372949,0 days 00:38:55.217760,16,1000000,True,0.99,0.0655630333829048,big,0.6150519315655947,normal,,COMPLETE
100,100,446.125759,2020-12-21 18:10:59.392202,2020-12-21 18:50:46.188573,0 days 00:39:46.796371,64,100000,True,0.999,0.22086876690336418,big,0.15591752495115496,normal,,COMPLETE
101,101,446.125759,2020-12-21 18:50:46.208604,2020-12-21 19:30:12.581267,0 days 00:39:26.372663,100,10000,False,0.9,0.0009866454455891198,big,0.49391554142707306,,256.0,COMPLETE
102,102,446.125759,2020-12-21 19:30:12.600406,2020-12-21 20:09:49.011925,0 days 00:39:36.411519,64,100000,True,0.9999,3.311366772965433e-05,big,0.42808340521715926,ornstein-uhlenbeck,,COMPLETE
103,103,446.125759,2020-12-21 20:09:49.043222,2020-12-21 20:48:21.267862,0 days 00:38:32.224640,16,1000000,True,0.999,1.2238311663237961e-05,big,0.18026601217230243,ornstein-uhlenbeck,,COMPLETE
104,104,446.125759,2020-12-21 20:48:21.287403,2020-12-21 21:27:57.800433,0 days 00:39:36.513030,128,1000000,False,0.95,0.014266188401937314,medium,0.7522936912169715,normal,16.0,COMPLETE
105,105,446.125759,2020-12-21 21:27:57.819441,2020-12-21 22:06:27.497853,0 days 00:38:29.678412,32,10000,False,0.95,0.024874786982001088,small,0.7081582357654496,ornstein-uhlenbeck,256.0,COMPLETE
106,106,446.125759,2020-12-21 22:06:27.517200,2020-12-21 22:44:50.727244,0 days 00:38:23.210044,32,1000000,True,0.9,0.0642641974888229,small,0.2607303560472676,ornstein-uhlenbeck,,COMPLETE
107,107,446.125759,2020-12-21 22:44:50.759328,2020-12-21 23:23:35.191101,0 days 00:38:44.431773,32,100000,True,0.95,0.13112312197195272,medium,0.20733320925557575,normal,,COMPLETE
108,108,446.125759,2020-12-21 23:23:35.210544,2020-12-22 00:01:40.315155,0 days 00:38:05.104611,128,1000000,False,0.9999,0.0007672231932681269,small,0.6548187598474954,,16.0,COMPLETE
109,109,446.125759,2020-12-22 00:01:40.333581,2020-12-22 00:49:32.821493,0 days 00:47:52.487912,100,1000000,False,0.95,0.007050289406992045,big,0.26822804260731503,normal,1.0,COMPLETE
