#{"t_start": 1609439729.0163484, "env_id": "conservation-v5"}
r,l,t
-87.445151,101,0.093681
-54.762078,101,0.177056
-13.275011,101,0.252799
-8.548601,101,0.330231
-185.790512,101,0.401489
64.152006,101,0.479134
36.362991,101,0.557687
-59.278849,101,0.636399
-153.08167,101,0.714052
39.212517,101,0.784439
38.144647,101,0.861805
-88.449861,101,0.940292
-118.111969,101,1.018152
32.375632,101,1.095738
36.362991,101,1.167756
36.362991,101,1.246532
36.362991,101,1.325652
36.362991,101,1.403584
36.362991,101,1.474883
-183.244494,101,1.573319
29.156337,101,1.653577
36.362991,101,1.732426
36.362991,101,1.810215
36.362991,101,1.881999
36.362991,101,2.126088
36.362991,101,2.205479
36.362991,101,2.284199
36.362991,101,2.36281
36.362991,101,2.43463
36.362991,101,2.512024
36.362991,101,2.583492
36.362991,101,2.653667
36.362991,101,2.725218
36.362991,101,2.789949
36.362991,101,2.860803
36.362991,101,2.930793
36.362991,101,3.00027
36.362991,101,3.08124
36.362991,101,3.153114
36.362991,101,3.224895
36.362991,101,3.295968
36.362991,101,3.365925
36.362991,101,3.445884
36.362991,101,3.519009
36.362991,101,3.592535
36.362991,101,3.665863
36.362991,101,3.738396
36.362991,101,3.803972
36.362991,101,3.876629
36.362991,101,4.105493
36.362991,101,4.180176
36.362991,101,4.255042
36.362991,101,4.320542
36.362991,101,4.392628
36.362991,101,4.465799
36.362991,101,4.538503
36.362991,101,4.604037
36.362991,101,4.676296
36.362991,101,4.749624
36.362991,101,4.822879
36.362991,101,4.895507
36.362991,101,4.96286
36.362991,101,5.035076
36.362991,101,5.121366
36.362991,101,5.214118
36.362991,101,5.306249
36.362991,101,5.382163
36.362991,101,5.463701
36.362991,101,5.542985
36.362991,101,5.622768
36.362991,101,5.701881
36.362991,101,5.774334
36.362991,101,5.853735
36.362991,101,5.930543
36.362991,101,6.170764
36.362991,101,6.242214
36.362991,101,6.320966
36.362991,101,6.400393
36.362991,101,6.479687
36.362991,101,6.558173
36.362991,101,6.630224
36.362991,101,6.709166
36.362991,101,6.788185
36.362991,101,6.863524
36.362991,101,6.942499
36.362991,101,7.014947
36.362991,101,7.093858
36.362991,101,7.169354
36.362991,101,7.268771
36.362991,101,7.352996
36.362991,101,7.425109
36.362991,101,7.503951
36.362991,101,7.583338
36.362991,101,7.665888
36.362991,101,7.737272
36.362991,101,7.822576
36.362991,101,7.909493
36.362991,101,7.995133
36.362991,101,8.074877
36.362991,101,8.303555
36.362991,101,8.383285
36.362991,101,8.461988
36.362991,101,8.54106
36.362991,101,8.620146
36.362991,101,8.692316
36.362991,101,8.774983
36.362991,101,8.854872
36.362991,101,8.934034
36.362991,101,9.01456
36.362991,101,9.087736
40.77458,101,9.170267
59.208892,101,9.250337
36.362991,101,9.329231
36.362991,101,9.401217
36.362991,101,9.480568
36.362991,101,9.557928
36.362991,101,9.635706
36.362991,101,9.714744
36.362991,101,9.784977
36.362991,101,9.863717
36.362991,101,9.942739
36.362991,101,10.01923
15.442159,101,10.097646
-185.790512,101,10.334348
51.008647,101,10.416549
36.362991,101,10.499172
36.362991,101,10.581514
36.362991,101,10.653167
36.362991,101,10.727361
36.362991,101,10.808813
36.362991,101,10.886932
36.362991,101,10.968835
36.362991,101,11.041366
36.362991,101,11.11967
36.362991,101,11.199447
36.362991,101,11.278739
36.362991,101,11.358256
36.362991,101,11.430683
36.362991,101,11.509616
36.362991,101,11.586741
36.362991,101,11.657789
36.362991,101,11.736125
36.362991,101,11.832454
36.362991,101,11.940059
36.362991,101,12.048469
36.362991,101,12.144406
36.362991,101,12.217472
36.362991,101,12.29229
36.362991,101,12.528466
36.362991,101,12.607955
36.362991,101,12.685773
36.362991,101,12.754627
36.362991,101,12.833354
36.362991,101,12.912787
36.362991,101,12.992672
36.362991,101,13.072362
36.362991,101,13.145169
36.362991,101,13.227479
36.362991,101,13.309614
36.362991,101,13.391495
36.362991,101,13.472417
36.362991,101,13.544662
36.362991,101,13.623833
36.362991,101,13.703644
36.362991,101,13.783411
36.362991,101,13.848636
36.362991,101,13.926755
36.362991,101,14.005246
36.362991,101,14.084104
36.362991,101,14.164083
36.362991,101,14.235886
36.362991,101,14.314801
36.362991,101,14.393856
36.362991,101,14.627735
36.362991,101,14.707239
36.362991,101,14.779376
36.362991,101,14.858196
36.362991,101,14.93628
36.362991,101,15.014062
36.362991,101,15.091915
36.362991,101,15.163909
36.362991,101,15.243722
36.362991,101,15.322608
36.362991,101,15.401022
36.362991,101,15.472703
36.362991,101,15.552198
36.362991,101,15.631141
36.362991,101,15.708393
36.362991,101,15.792539
36.362991,101,15.877006
36.362991,101,15.954891
36.362991,101,16.031596
36.362991,101,16.109851
36.362991,101,16.19216
36.362991,101,16.263003
36.362991,101,16.340594
36.362991,101,16.419393
36.362991,101,16.497486
36.362991,101,16.741074
36.362991,101,16.813556
36.362991,101,16.892076
36.362991,101,16.970053
36.362991,101,17.051857
36.362991,101,17.136204
36.362991,101,17.214797
36.362991,101,17.292799
36.362991,101,17.370498
36.362991,101,17.448283
36.362991,101,17.519114
36.362991,101,17.597202
36.362991,101,17.674949
36.362991,101,17.753125
36.362991,101,17.829989
36.362991,101,17.900972
36.362991,101,17.976484
36.362991,101,18.053142
36.362991,101,18.132187
36.362991,101,18.210644
36.362991,101,18.281708
36.362991,101,18.359707
36.362991,101,18.437446
36.362991,101,18.515183
36.362991,101,18.751936
36.362991,101,18.831009
36.362991,101,18.908878
36.362991,101,18.996596
36.362991,101,19.086027
36.362991,101,19.171007
36.362991,101,19.262566
36.362991,101,19.353092
36.362991,101,19.437227
36.362991,101,19.526541
36.362991,101,19.609313
36.362991,101,19.687932
36.362991,101,19.768488
36.362991,101,19.843862
36.362991,101,19.922383
36.362991,101,19.994746
36.362991,101,20.073338
36.362991,101,20.151685
36.362991,101,20.23364
36.362991,101,20.30545
36.362991,101,20.388349
36.362991,101,20.467683
36.362991,101,20.546448
36.362991,101,20.625459
36.362991,101,20.697781
36.362991,101,20.964441
36.362991,101,21.042743
36.362991,101,21.121629
36.362991,101,21.200966
36.362991,101,21.272822
36.362991,101,21.352329
36.362991,101,21.431713
36.362991,101,21.510783
36.362991,101,21.58235
36.362991,101,21.662792
36.362991,101,21.741663
36.362991,101,21.820362
36.362991,101,21.898616
36.362991,101,21.97094
