#{"t_start": 1609439729.0167155, "env_id": "conservation-v5"}
r,l,t
-32.338213,101,0.093423
-2.364372,101,0.176792
48.171232,101,0.252539
36.362991,101,0.32997
36.362991,101,0.401227
36.603907,101,0.478873
37.391832,101,0.557428
36.362991,101,0.636141
-2.282715,101,0.7138
-185.790512,101,0.784178
-48.502364,101,0.861543
18.853168,101,0.940032
47.467089,101,1.017896
36.362991,101,1.095478
36.362991,101,1.167495
36.362991,101,1.246272
36.362991,101,1.325395
36.362991,101,1.403319
36.362991,101,1.474678
36.362991,101,1.573109
36.362991,101,1.653321
36.362991,101,1.732167
36.362991,101,1.809956
36.362991,101,1.881742
36.362991,101,2.125842
-1.752659,101,2.205222
26.083986,101,2.283939
36.362991,101,2.362554
36.362991,101,2.434372
36.362991,101,2.511761
36.362991,101,2.583223
36.362991,101,2.653399
36.362991,101,2.724949
36.362991,101,2.789681
36.362991,101,2.860536
36.362991,101,2.930525
36.362991,101,3.010951
36.362991,101,3.080972
36.362991,101,3.152851
36.362991,101,3.224625
36.362991,101,3.295699
36.362991,101,3.365656
36.362991,101,3.445621
36.362991,101,3.518744
36.362991,101,3.592269
36.362991,101,3.6656
36.362991,101,3.738132
36.362991,101,3.803708
36.362991,101,3.876365
36.362991,101,4.105227
36.362991,101,4.179916
36.362991,101,4.254775
36.362991,101,4.320276
36.362991,101,4.392364
36.362991,101,4.465534
36.362991,101,4.53824
36.362991,101,4.603771
36.362991,101,4.676032
36.362991,101,4.749361
36.362991,101,4.822616
36.362991,101,4.895245
36.362991,101,4.962598
36.362991,101,5.034811
36.362991,101,5.121104
36.362991,101,5.213892
36.362991,101,5.305983
36.362991,101,5.381941
36.362991,101,5.463446
36.362991,101,5.542727
36.362991,101,5.622509
36.362991,101,5.701622
36.362991,101,5.774082
36.362991,101,5.853481
36.362991,101,5.930286
36.362991,101,6.17051
36.362991,101,6.241955
36.362991,101,6.320707
36.362991,101,6.400137
36.362991,101,6.479429
36.362991,101,6.557918
36.362991,101,6.629967
36.362991,101,6.708906
36.362991,101,6.787928
36.362991,101,6.863267
36.362991,101,6.942243
36.362991,101,7.014692
36.362991,101,7.093601
36.362991,101,7.169094
36.362991,101,7.268518
36.362991,101,7.352739
36.362991,101,7.42485
36.362991,101,7.503695
36.362991,101,7.583082
36.362991,101,7.66563
36.362991,101,7.737012
36.362991,101,7.822332
36.362991,101,7.909299
36.362991,101,7.994884
36.362991,101,8.07462
36.362991,101,8.303299
36.362991,101,8.383032
36.362991,101,8.46173
36.362991,101,8.540803
36.362991,101,8.61989
36.362991,101,8.692058
36.362991,101,8.77473
36.362991,101,8.854618
36.362991,101,8.933793
36.362991,101,9.01431
36.362991,101,9.087482
36.362991,101,9.170017
36.362991,101,9.250078
36.362991,101,9.328975
36.362991,101,9.400959
36.362991,101,9.480308
36.362991,101,9.557669
36.362991,101,9.635447
36.362991,101,9.714488
36.362991,101,9.784715
36.362991,101,9.863458
36.362991,101,9.94248
36.362991,101,10.018971
36.362991,101,10.097389
36.362991,101,10.334095
-22.587769,101,10.416294
38.716035,101,10.498921
36.362991,101,10.581258
36.362991,101,10.65291
36.362991,101,10.727097
36.362991,101,10.808555
36.362991,101,10.886672
36.362991,101,10.968578
36.362991,101,11.041108
36.362991,101,11.119412
36.362991,101,11.199193
36.362991,101,11.278483
36.362991,101,11.358001
36.362991,101,11.430425
36.362991,101,11.509829
36.362991,101,11.586479
36.362991,101,11.657521
36.362991,101,11.735869
36.362991,101,11.832258
36.362991,101,11.939862
36.362991,101,12.048271
36.362991,101,12.144152
36.362991,101,12.217217
36.362991,101,12.292034
36.362991,101,12.528208
36.362991,101,12.607694
36.362991,101,12.685508
36.362991,101,12.754362
36.362991,101,12.833094
36.362991,101,12.912533
36.362991,101,12.992419
36.362991,101,13.07211
36.362991,101,13.144915
36.362991,101,13.227226
36.362991,101,13.309359
36.362991,101,13.391241
36.362991,101,13.472166
36.362991,101,13.544404
36.362991,101,13.623577
36.362991,101,13.703389
36.362991,101,13.783157
36.362991,101,13.848379
36.362991,101,13.926497
36.362991,101,14.004989
36.362991,101,14.083851
36.362991,101,14.163829
36.362991,101,14.235629
36.362991,101,14.314545
36.362991,101,14.393596
36.362991,101,14.62748
36.362991,101,14.706979
36.362991,101,14.779119
36.362991,101,14.857929
36.362991,101,14.936021
36.362991,101,15.013816
36.362991,101,15.091655
36.362991,101,15.163652
36.362991,101,15.243465
36.362991,101,15.322352
36.362991,101,15.400767
36.362991,101,15.472445
36.362991,101,15.551941
36.362991,101,15.630889
36.362991,101,15.708134
36.362991,101,15.792313
36.362991,101,15.876746
36.362991,101,15.954631
36.362991,101,16.031337
36.362991,101,16.109594
36.362991,101,16.191909
36.362991,101,16.262744
36.362991,101,16.340336
36.362991,101,16.419136
36.362991,101,16.497226
36.362991,101,16.740871
36.362991,101,16.813297
36.362991,101,16.891816
36.362991,101,16.969811
36.362991,101,17.06242
36.362991,101,17.135945
36.362991,101,17.21454
36.362991,101,17.292541
36.362991,101,17.370239
36.362991,101,17.448024
36.362991,101,17.518857
36.362991,101,17.596947
36.362991,101,17.674692
36.362991,101,17.752867
36.362991,101,17.829731
36.362991,101,17.900712
36.362991,101,17.976223
36.362991,101,18.052886
36.362991,101,18.131931
36.362991,101,18.210386
36.362991,101,18.281448
36.362991,101,18.359447
36.362991,101,18.437186
36.362991,101,18.514928
36.362991,101,18.751679
36.362991,101,18.830752
36.362991,101,18.908619
36.362991,101,18.996401
36.362991,101,19.085773
36.362991,101,19.170744
36.362991,101,19.262328
36.362991,101,19.352831
36.362991,101,19.436999
36.362991,101,19.526287
36.362991,101,19.60905
36.362991,101,19.687673
36.362991,101,19.768228
36.362991,101,19.843606
36.362991,101,19.922129
36.362991,101,19.994488
36.362991,101,20.07308
36.362991,101,20.151428
36.362991,101,20.233381
36.362991,101,20.305197
36.362991,101,20.388091
36.362991,101,20.467425
36.362991,101,20.546191
36.362991,101,20.625202
36.362991,101,20.697526
36.362991,101,20.964187
36.362991,101,21.042484
36.362991,101,21.121373
36.362991,101,21.200709
36.362991,101,21.272564
36.362991,101,21.352072
36.362991,101,21.431456
36.362991,101,21.510527
36.362991,101,21.582091
36.362991,101,21.662534
36.362991,101,21.741404
36.362991,101,21.820103
36.362991,101,21.898359
36.362991,101,21.970683
36.362991,101,22.050141
36.362991,101,22.129924
36.362991,101,22.209491
36.362991,101,22.287793
36.362991,101,22.360207
36.362991,101,22.431754
36.362991,101,22.502332
36.362991,101,22.572715
36.362991,101,22.642987
36.362991,101,22.707405
36.362991,101,22.778161
36.362991,101,23.002502
36.362991,101,23.073351
36.362991,101,23.137652
36.362991,101,23.208717
36.362991,101,23.27988
36.362991,101,23.350847
36.362991,101,23.422192
36.362991,101,23.487307
36.362991,101,23.558036
36.362991,101,23.632944
36.362991,101,23.710143
36.362991,101,23.788481
36.362991,101,23.859629
36.362991,101,23.939003
36.362991,101,24.017785
36.362991,101,24.096523
36.362991,101,24.175963
36.362991,101,24.248478
36.362991,101,24.328598
36.362991,101,24.408596
36.362991,101,24.488188
36.362991,101,24.560088
36.362991,101,24.639157
36.362991,101,24.718044
36.362991,101,24.79672
36.362991,101,25.031603
36.362991,101,25.102489
36.362991,101,25.181864
36.362991,101,25.260666
36.362991,101,25.339623
36.362991,101,25.419212
36.362991,101,25.491328
36.362991,101,25.570346
36.362991,101,25.649296
36.362991,101,25.728871
36.362991,101,25.808908
36.362991,101,25.881385
36.362991,101,25.960217
36.362991,101,26.039179
36.362991,101,26.118536
36.362991,101,26.191176
36.362991,101,26.271063
36.362991,101,26.350873
36.362991,101,26.430001
36.362991,101,26.508979
36.362991,101,26.580817
36.362991,101,26.660002
36.362991,101,26.739185
36.362991,101,26.817435
36.362991,101,27.051968
36.362991,101,27.122923
36.362991,101,27.202898
36.362991,101,27.282413
36.362991,101,27.361412
36.362991,101,27.44104
36.362991,101,27.513539
36.362991,101,27.592733
36.362991,101,27.671906
36.362991,101,27.758789
36.362991,101,27.840439
36.362991,101,27.923734
36.362991,101,28.003058
36.362991,101,28.081597
36.362991,101,28.160357
36.362991,101,28.232603
36.362991,101,28.311216
36.362991,101,28.392128
36.362991,101,28.470288
36.362991,101,28.550443
36.362991,101,28.628168
36.362991,101,28.722661
36.362991,101,28.807029
36.362991,101,28.895025
36.362991,101,28.991563
36.362991,101,29.226795
36.362991,101,29.313869
36.362991,101,29.394536
36.362991,101,29.473632
36.362991,101,29.544485
36.362991,101,29.621928
36.362991,101,29.697932
36.362991,101,29.775719
36.362991,101,29.857349
36.362991,101,29.929154
36.362991,101,30.007148
36.362991,101,30.085344
36.362991,101,30.163574
36.362991,101,30.246782
36.362991,101,30.334052
36.362991,101,30.434824
36.362991,101,30.532423
36.362991,101,30.621628
36.362991,101,30.711853
36.362991,101,30.80089
36.362991,101,30.896809
36.362991,101,30.980808
36.362991,101,31.060735
36.362991,101,31.145673
36.362991,101,31.241401
36.362991,101,31.520041
36.362991,101,31.610636
36.362991,101,31.693411
36.362991,101,31.758179
36.362991,101,31.829438
36.362991,101,31.900407
36.362991,101,31.974982
36.362991,101,32.046464
36.362991,101,32.118811
36.362991,101,32.197685
36.362991,101,32.273787
36.362991,101,32.353249
36.362991,101,32.425801
36.362991,101,32.508834
36.362991,101,32.587691
36.362991,101,32.666043
36.362991,101,32.74423
36.362991,101,32.816743
36.362991,101,32.89613
36.362991,101,32.974118
36.362991,101,33.045827
36.362991,101,33.116399
36.362991,101,33.181459
36.362991,101,33.253039
36.362991,101,33.324466
36.362991,101,33.55067
36.362991,101,33.621459
36.362991,101,33.686199
36.362991,101,33.757063
36.362991,101,33.82757
36.362991,101,33.898562
36.362991,101,33.962732
36.362991,101,34.033895
36.362991,101,34.105122
36.362991,101,34.179205
36.362991,101,34.252271
36.362991,101,34.317079
36.362991,101,34.39007
36.362991,101,34.462232
36.362991,101,34.533112
36.362991,101,34.603529
36.362991,101,34.668431
36.362991,101,34.739517
36.362991,101,34.81062
36.362991,101,34.883548
36.362991,101,34.955587
36.362991,101,35.020607
36.362991,101,35.099718
36.362991,101,35.178998
36.362991,101,35.41438
36.362991,101,35.486896
36.362991,101,35.566685
36.362991,101,35.645228
36.362991,101,35.71612
36.362991,101,35.787961
36.362991,101,35.858946
36.362991,101,35.931098
36.362991,101,36.001766
36.362991,101,36.072288
36.362991,101,36.146601
36.362991,101,36.212
36.362991,101,36.284245
36.362991,101,36.354936
36.362991,101,36.425796
36.362991,101,36.497007
36.362991,101,36.56177
36.362991,101,36.632632
36.362991,101,36.703588
36.362991,101,36.774949
36.362991,101,36.83988
36.362991,101,36.91482
36.362991,101,36.986072
36.362991,101,37.057182
36.362991,101,37.130953
36.362991,101,37.356812
36.362991,101,37.437369
36.362991,101,37.517277
36.362991,101,37.596918
36.362991,101,37.676508
36.362991,101,37.750214
36.362991,101,37.832992
36.362991,101,37.915735
36.362991,101,37.998858
36.362991,101,38.078361
36.362991,101,38.147398
36.362991,101,38.22551
36.362991,101,38.308482
36.362991,101,38.39199
36.362991,101,38.464174
36.362991,101,38.543072
36.362991,101,38.621264
36.362991,101,38.699514
36.362991,101,38.77793
36.362991,101,38.850898
36.362991,101,38.929821
36.362991,101,39.010105
36.362991,101,39.086694
36.362991,101,39.15924
36.362991,101,39.230807
36.362991,101,39.466607
36.362991,101,39.54286
36.362991,101,39.621154
36.362991,101,39.701369
36.362991,101,39.77434
36.362991,101,39.852427
36.362991,101,39.928863
36.362991,101,40.006518
36.362991,101,40.079349
36.362991,101,40.159419
36.362991,101,40.239373
36.362991,101,40.321503
36.362991,101,40.397183
36.362991,101,40.470176
36.362991,101,40.558389
36.362991,101,40.646507
36.362991,101,40.736885
36.362991,101,40.825462
36.362991,101,40.898348
36.362991,101,40.992325
36.362991,101,41.075108
36.362991,101,41.15327
36.362991,101,41.23162
36.362991,101,41.303323
36.362991,101,41.381427
36.362991,101,41.625537
36.362991,101,41.703779
36.362991,101,41.775198
