,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_ent_coef,params_gae_lambda,params_gamma,params_log_std_init,params_lr,params_lr_schedule,params_max_grad_norm,params_n_steps,params_net_arch,params_normalize_advantage,params_ortho_init,params_use_rms_prop,params_vf_coef,state
16,16,-1634.281862,2021-01-12 01:17:36.002709,2021-01-12 01:20:52.441285,0 days 00:03:16.438576,relu,1e-08,0.98,0.995,-1.2718304937891882,0.00013527159875302965,linear,5.0,16,medium,False,False,True,0.658934987157699,PRUNED
17,17,-1323.513263,2021-01-12 01:18:30.880202,2021-01-12 01:23:46.366326,0 days 00:05:15.486124,relu,1e-08,1.0,0.9999,-0.32195976799591897,0.04905221091651915,linear,5.0,8,medium,False,False,True,0.3407278753403025,PRUNED
18,18,-1412.602343,2021-01-12 01:19:21.464482,2021-01-12 01:22:33.934469,0 days 00:03:12.469987,relu,1.1056233368181523e-08,0.98,0.999,-1.302510775995286,0.00011268607245669757,linear,2.0,16,medium,False,False,True,0.6439622312123936,PRUNED
19,19,-1269.6132244,2021-01-12 01:20:52.453679,2021-01-12 01:31:44.663344,0 days 00:10:52.209665,relu,1.0397589888740796e-07,1.0,0.9999,-4.0,1e-05,linear,0.3,16,small,True,False,False,0.5516297051655533,COMPLETE
20,20,,2021-01-12 01:22:14.732701,2021-01-12 01:26:15.547986,0 days 00:04:00.815285,relu,0.09999999999999999,0.8,0.9,0.9999999999999999,0.9999999999999999,constant,0.3,8,small,True,True,False,0.9999999999999999,PRUNED
21,21,,2021-01-12 01:22:33.948156,2021-01-12 01:26:38.653329,0 days 00:04:04.705173,relu,0.09999999999999999,0.8,0.9,-4.0,0.9999999999999999,constant,0.3,8,small,True,True,False,0.9999999999999999,PRUNED
22,22,-1312.457087,2021-01-12 01:23:46.379258,2021-01-12 01:26:13.917177,0 days 00:02:27.537919,relu,3.4589673180908073e-07,0.98,0.99,-1.81150795200733,0.0066258490731290875,linear,0.9,1024,medium,True,True,False,0.05763932770215193,PRUNED
23,23,,2021-01-12 01:26:13.931732,2021-01-12 01:30:13.878952,0 days 00:03:59.947220,relu,1e-08,0.8,0.9,0.9999999999999999,0.9999999999999999,constant,0.3,8,small,True,True,False,0.9999999999999999,PRUNED
24,24,,2021-01-12 01:26:15.558658,2021-01-12 01:30:15.580754,0 days 00:04:00.022096,relu,0.09999999999999999,0.8,0.9,-4.0,0.9999999999999999,constant,0.3,8,small,True,True,False,0.9999999999999999,PRUNED
25,25,-1518.1572207999998,2021-01-12 01:26:38.663443,2021-01-12 01:29:44.904397,0 days 00:03:06.240954,relu,5.159491076850732e-07,0.98,0.99,0.19390844825153408,0.07955099305480343,linear,0.6,16,medium,False,False,True,0.6252232671009533,PRUNED
26,26,-973.567366,2021-01-12 01:29:44.916962,2021-01-12 01:33:03.103565,0 days 00:03:18.186603,relu,0.00015695452372442434,0.95,0.99,-0.6152031843660901,4.011823205227688e-05,linear,1.0,512,medium,False,False,True,0.2687176089894001,PRUNED
27,27,-1344.7557659999998,2021-01-12 01:30:13.890294,2021-01-12 01:44:21.775791,0 days 00:14:07.885497,relu,0.0006280095020244651,0.98,0.9,-0.5477230054567972,0.0074989118934701325,constant,0.7,8,small,True,True,False,0.31889959776245924,COMPLETE
28,28,-1193.8354534,2021-01-12 01:30:15.593753,2021-01-12 01:35:06.880930,0 days 00:04:51.287177,relu,1.2121256942840725e-05,0.95,0.9,-2.4646225339222463,2.244236756139079e-05,constant,0.3,8,small,True,True,False,0.7200179505423389,PRUNED
29,29,-1069.3747122,2021-01-12 01:31:44.695973,2021-01-12 01:36:53.760537,0 days 00:05:09.064564,relu,1e-08,0.98,0.98,-0.9082913964365575,0.0007906163511065548,linear,5.0,8,medium,False,False,True,0.8901879630978854,PRUNED
30,30,-1472.9937022,2021-01-12 01:33:03.115321,2021-01-12 01:35:29.556405,0 days 00:02:26.441084,relu,1e-08,0.8,0.9,0.9999999999999999,0.9999999999999999,constant,0.3,2048,medium,True,True,False,0.9999999999999999,PRUNED
31,31,-1478.0145314000001,2021-01-12 01:35:06.894248,2021-01-12 01:37:36.732764,0 days 00:02:29.838516,relu,0.09999999999999999,0.8,0.9,0.9999999999999999,0.9999999999999999,constant,0.3,2048,medium,True,True,False,0.9999999999999999,PRUNED
32,32,-832.1679286000001,2021-01-12 01:35:29.571222,2021-01-12 01:48:58.912302,0 days 00:13:29.341080,relu,1e-08,0.99,0.95,-0.29163705638643656,0.0009541827597623078,linear,5.0,8,medium,False,False,True,0.9999999999999999,COMPLETE
33,33,-1505.2446530000002,2021-01-12 01:36:53.772516,2021-01-12 01:39:30.541110,0 days 00:02:36.768594,relu,8.02195491619827e-05,0.98,0.99,-1.1709307799316235,0.00017606009350446076,linear,1.0,512,medium,False,False,True,0.9400814282767358,PRUNED
34,34,-1401.3270614,2021-01-12 01:37:36.748310,2021-01-12 01:41:00.137715,0 days 00:03:23.389405,relu,1e-08,0.8,0.9,-4.0,0.9999999999999999,constant,0.3,2048,medium,True,True,False,0.9999999999999999,PRUNED
35,35,-536.6871998,2021-01-12 01:39:30.554244,2021-01-12 01:50:37.933242,0 days 00:11:07.378998,relu,1.0717410940419343e-08,0.98,0.99,-1.20998377262092,0.0005034368474920832,linear,0.9,16,medium,False,False,True,0.7614995430182853,COMPLETE
36,36,-1568.9456456,2021-01-12 01:41:00.150693,2021-01-12 01:44:17.725070,0 days 00:03:17.574377,relu,0.09999999999999999,0.8,0.9,-4.0,0.9999999999999999,constant,0.3,2048,medium,True,True,False,0.9999999999999999,PRUNED
37,37,-1130.4389958,2021-01-12 01:44:17.737456,2021-01-12 01:47:47.756470,0 days 00:03:30.019014,relu,8.642964353264934e-08,0.8,0.9,0.3209067476376948,0.015487365120271086,constant,0.6,2048,medium,True,True,False,0.3629196905694504,PRUNED
38,38,-1239.9847834,2021-01-12 01:44:21.807615,2021-01-12 01:48:01.442569,0 days 00:03:39.634954,relu,1.7255190610045393e-05,0.98,0.999,-1.5894617885027271,0.005501059309423199,constant,0.6,128,medium,False,True,False,0.4258652093492051,PRUNED
39,39,-1210.81608,2021-01-12 01:47:47.772229,2021-01-12 01:51:51.494345,0 days 00:04:03.722116,relu,1e-08,0.98,0.9,0.3254097446951718,0.9999999999999999,linear,2.0,16,medium,False,False,True,0.9999999999999999,PRUNED
40,40,-1162.5904289999999,2021-01-12 01:48:01.457389,2021-01-12 01:51:10.612994,0 days 00:03:09.155605,relu,1.0638041113852772e-06,0.98,0.995,-0.6786541577280079,0.0011654894125225702,constant,1.0,256,medium,True,True,False,0.9560418055597245,PRUNED
41,41,-1192.5416392,2021-01-12 01:48:58.950382,2021-01-12 01:52:16.032273,0 days 00:03:17.081891,relu,1.3383968862758541e-08,0.92,0.999,-1.5559606105402515,0.00032485281637091644,constant,0.9,128,medium,False,True,False,0.8752415798256802,PRUNED
42,42,-1391.6798104,2021-01-12 01:50:37.970636,2021-01-12 01:54:09.653299,0 days 00:03:31.682663,relu,4.8564313130100155e-06,0.92,0.9,-2.024610092188287,0.0006350509507720189,linear,5.0,16,medium,False,False,True,0.2970531673227229,PRUNED
43,43,-1488.7410668,2021-01-12 01:51:10.629202,2021-01-12 01:54:53.990800,0 days 00:03:43.361598,relu,2.6840191562942523e-08,0.9,0.99,-1.9402894987675539,0.0006088184042336304,linear,5.0,32,medium,True,False,True,0.4682702378589421,PRUNED
44,44,-1642.0865633999997,2021-01-12 01:51:51.506330,2021-01-12 01:54:43.594596,0 days 00:02:52.088266,relu,2.0233688151876387e-08,0.95,0.999,-1.7300742776258065,0.0005506859000260428,constant,5.0,128,medium,False,False,True,0.3332524576557748,PRUNED
45,45,-1603.4701671999999,2021-01-12 01:52:16.044806,2021-01-12 01:55:04.475195,0 days 00:02:48.430389,relu,2.695103343558811e-06,0.9,0.95,-2.0244041503421295,0.0006349998366647246,linear,5.0,1024,medium,True,False,True,0.25348319745375936,PRUNED
46,46,-1766.1980085999999,2021-01-12 01:54:09.663634,2021-01-12 01:56:57.743773,0 days 00:02:48.080139,relu,1.4508313687034162e-05,0.92,0.98,-1.9403073289722679,0.0006088300523286256,linear,5.0,2048,medium,False,False,True,0.004143929177027008,PRUNED
47,47,-615.9106582000001,2021-01-12 01:54:43.607402,2021-01-12 02:06:49.221479,0 days 00:12:05.614077,relu,5.545663906613788e-06,0.99,0.95,-1.940421461859767,0.0006088144101758559,linear,5.0,16,medium,True,False,True,0.9302233605346816,COMPLETE
48,48,-1189.6551308,2021-01-12 01:54:54.003450,2021-01-12 02:04:12.094995,0 days 00:09:18.091545,relu,0.012036556312121326,0.98,0.95,-1.9401938476023841,0.0006087759881622753,linear,5.0,2048,medium,False,True,True,0.14797695467353708,COMPLETE
49,49,-1489.1132806,2021-01-12 01:55:04.487122,2021-01-12 01:58:14.967104,0 days 00:03:10.479982,relu,0.0001306762791950152,0.92,0.999,-2.0243812593873822,0.0006350007256647833,constant,5.0,32,medium,True,False,True,0.05556026127491153,PRUNED
50,50,-1171.863747,2021-01-12 01:56:57.757154,2021-01-12 02:00:11.592639,0 days 00:03:13.835485,relu,0.0008137290261131004,0.95,0.9,-2.024569993225132,0.000635034730893738,linear,5.0,2048,medium,False,False,True,0.902263064176536,PRUNED
51,51,-1783.3784904,2021-01-12 01:58:14.979922,2021-01-12 02:01:13.522742,0 days 00:02:58.542820,relu,1.157609051513292e-06,0.92,0.9999,-1.5493218919050533,0.0005515809215371838,linear,5.0,64,medium,False,True,True,0.4906649713519898,PRUNED
52,52,-1608.8816599999998,2021-01-12 02:00:11.606784,2021-01-12 02:03:10.116710,0 days 00:02:58.509926,relu,1e-08,0.92,0.999,-3.6147094028785713,0.0003795888293788969,linear,2.0,64,medium,False,False,True,0.8366787108241251,PRUNED
53,53,-1488.7410668,2021-01-12 02:01:13.535452,2021-01-12 02:04:31.567235,0 days 00:03:18.031783,relu,5.251261320627221e-07,0.99,0.9999,-2.024518283912323,0.0006350268009088994,linear,5.0,256,medium,True,False,True,0.06459975026056317,PRUNED
54,54,-1495.189544,2021-01-12 02:03:10.131508,2021-01-12 02:06:10.115726,0 days 00:02:59.984218,relu,2.6460175221392094e-05,0.9,0.95,-2.024465520829677,0.0006350082825172368,linear,5.0,64,medium,True,False,True,0.522764230658155,PRUNED
55,55,-1561.8858662,2021-01-12 02:04:12.128863,2021-01-12 02:07:02.203732,0 days 00:02:50.074869,relu,6.556949257982475e-08,0.99,0.98,-1.865992707128306,0.0005973776576280884,constant,5.0,256,medium,False,False,True,0.7323725562639768,PRUNED
56,56,-1242.4887886000001,2021-01-12 02:04:31.577863,2021-01-12 02:07:48.849688,0 days 00:03:17.271825,relu,0.001090874446955929,0.99,0.995,-1.8659338067005797,0.0005973944921723176,constant,0.7,512,medium,False,False,True,0.020797790758896574,PRUNED
57,57,-1237.294058,2021-01-12 02:06:10.127997,2021-01-12 02:09:09.868734,0 days 00:02:59.740737,relu,3.5008974111294227e-06,1.0,0.95,-1.937014451910763,0.0006209554234848443,constant,5.0,64,medium,True,False,True,0.5567163552495125,PRUNED
58,58,-1620.5045466,2021-01-12 02:06:49.258180,2021-01-12 02:09:34.102243,0 days 00:02:44.844063,relu,1.6280732270691778e-07,0.99,0.9999,-1.562258241640675,0.0004677172749861409,linear,0.6,16,medium,False,True,True,0.3808088315838779,PRUNED
59,59,-948.9803708,2021-01-12 02:07:02.215031,2021-01-12 02:09:37.487429,0 days 00:02:35.272398,tanh,9.022795273536708e-05,0.9,0.9999,0.1189519676305677,0.000652381613034764,constant,5.0,2048,small,False,False,False,0.6754101941575295,PRUNED
