#{"t_start": 1607536656.4530017, "env_id": "fishing-v1"}
r,l,t
0.75,1,0.014115
0.75,1,0.015202
0.75,1,0.017204
0.75,1,0.018272
0.75,1,0.019246
0.75,1,0.020292
0.75,1,0.021538
0.75,1,0.022793
0.75,1,0.024072
0.75,1,0.025324
0.75,1,0.026619
0.75,1,0.027894
0.75,1,0.029155
0.75,1,0.030394
0.75,1,0.031654
0.75,1,0.033104
0.75,1,0.034466
0.75,1,0.035772
0.75,1,0.037045
0.75,1,0.038291
0.75,1,0.039589
0.75,1,0.042953
0.75,1,0.044381
0.75,1,0.045625
0.75,1,0.04694
0.75,1,0.048223
0.75,1,0.049493
0.75,1,0.050843
0.75,1,0.052102
0.75,1,0.053315
0.75,1,0.054625
0.75,1,0.055903
0.75,1,0.057174
0.75,1,0.058442
0.75,1,0.059742
0.75,1,0.061004
0.75,1,0.062247
0.75,1,0.063489
0.75,1,0.064773
0.75,1,0.066042
0.75,1,0.067327
0.75,1,0.068606
0.75,1,0.069868
0.75,1,0.071143
0.75,1,0.072501
0.75,1,0.073774
0.75,1,0.075076
0.75,1,0.076366
0.75,1,0.077638
0.75,1,0.078906
0.75,1,0.080158
0.75,1,0.081354
0.75,1,0.082618
0.75,1,0.083899
0.75,1,0.085167
0.75,1,0.086443
0.75,1,0.087723
0.75,1,0.08899
0.75,1,0.090225
0.75,1,0.091419
0.75,1,0.092701
0.75,1,0.093971
0.75,1,0.095249
0.75,1,0.096533
0.75,1,0.097794
0.75,1,0.09907
0.75,1,0.100267
0.75,1,0.101496
0.75,1,0.102766
0.75,1,0.104043
0.75,1,0.105307
0.75,1,0.10657
0.75,1,0.107823
0.75,1,0.109061
0.75,1,0.110332
0.75,1,0.111614
0.75,1,0.112893
0.75,1,0.114158
0.75,1,0.115423
0.75,1,0.11666
0.75,1,0.1179
0.75,1,0.119196
0.75,1,0.12048
0.75,1,0.121745
0.75,1,0.123042
0.75,1,0.124489
0.75,1,0.125725
0.75,1,0.126938
0.75,1,0.128159
0.75,1,0.129466
0.75,1,0.13076
0.75,1,0.13203
0.75,1,0.133303
0.75,1,0.134578
0.75,1,0.135833
0.75,1,0.137033
0.75,1,0.138332
0.75,1,0.139625
0.75,1,0.140909
0.75,1,0.142192
0.75,1,0.143498
0.75,1,0.144764
0.75,1,0.146012
0.75,1,0.147222
0.75,1,0.148508
0.75,1,0.149802
0.75,1,0.15108
0.75,1,0.15238
0.75,1,0.153647
0.75,1,0.154921
0.75,1,0.156143
0.75,1,0.157382
0.75,1,0.158663
0.75,1,0.159933
0.75,1,0.1612
0.75,1,0.162466
0.75,1,0.163734
0.75,1,0.18362
0.75,1,0.185859
0.75,1,0.188183
0.75,1,0.189523
0.75,1,0.190861
0.75,1,0.19187
0.75,1,0.19273
0.75,1,0.193628
0.75,1,0.194502
0.75,1,0.195549
0.75,1,0.19658
0.75,1,0.197634
0.75,1,0.198689
0.75,1,0.199751
0.75,1,0.200798
0.75,1,0.201971
0.75,1,0.20318
0.75,1,0.204188
0.75,1,0.205209
0.75,1,0.206268
0.75,1,0.207491
0.75,1,0.208448
0.75,1,0.209531
0.75,1,0.210725
0.75,1,0.211695
0.75,1,0.212749
0.75,1,0.213887
0.75,1,0.215008
0.75,1,0.216188
0.75,1,0.217295
0.75,1,0.218222
0.75,1,0.219392
0.75,1,0.220587
0.75,1,0.221691
0.75,1,0.222892
0.75,1,0.22392
0.75,1,0.225066
0.75,1,0.226199
0.75,1,0.227447
0.75,1,0.228513
0.75,1,0.229677
0.75,1,0.230726
0.75,1,0.231793
0.75,1,0.232946
0.75,1,0.234082
0.75,1,0.235123
0.75,1,0.236097
0.75,1,0.236998
0.75,1,0.237989
0.75,1,0.239086
0.75,1,0.240005
0.75,1,0.241182
0.75,1,0.242308
0.75,1,0.243366
0.75,1,0.244382
0.75,1,0.245293
0.75,1,0.24637
0.75,1,0.247451
0.75,1,0.248407
0.75,1,0.249274
0.75,1,0.250279
0.75,1,0.251303
0.75,1,0.25249
0.75,1,0.253738
0.75,1,0.254857
0.75,1,0.255933
0.75,1,0.256899
0.75,1,0.25784
0.75,1,0.258644
0.75,1,0.259512
0.75,1,0.260429
0.75,1,0.261369
0.75,1,0.262352
0.75,1,0.263557
0.75,1,0.264489
0.75,1,0.265473
0.75,1,0.26649
0.75,1,0.267415
0.75,1,0.268583
0.75,1,0.269606
0.75,1,0.270632
0.75,1,0.271566
0.75,1,0.272442
0.75,1,0.273518
0.75,1,0.274461
0.75,1,0.275341
0.75,1,0.276192
0.75,1,0.277234
0.75,1,0.27815
0.75,1,0.27914
0.75,1,0.28018
0.75,1,0.281231
0.75,1,0.282083
0.75,1,0.28326
0.75,1,0.284195
0.75,1,0.285237
0.75,1,0.286227
0.75,1,0.287065
0.75,1,0.288095
0.75,1,0.289099
0.75,1,0.290123
0.75,1,0.291059
0.75,1,0.292024
0.75,1,0.29312
0.75,1,0.294147
0.75,1,0.29516
0.75,1,0.296275
0.75,1,0.297397
0.75,1,0.298339
0.75,1,0.299528
0.75,1,0.300421
0.75,1,0.301297
0.75,1,0.302137
0.75,1,0.303063
0.75,1,0.304042
0.75,1,0.30493
0.75,1,0.305919
0.75,1,0.306973
0.75,1,0.307865
0.75,1,0.308812
0.75,1,0.309684
0.75,1,0.310702
0.75,1,0.311659
0.75,1,0.312747
0.75,1,0.313962
0.75,1,0.314892
0.75,1,0.31586
0.75,1,0.316862
0.75,1,0.31776
0.75,1,0.31896
0.75,1,0.320135
0.75,1,0.32128
0.75,1,0.322276
0.75,1,0.323295
0.75,1,0.324263
0.75,1,0.325224
0.75,1,0.326197
0.75,1,0.327173
0.75,1,0.32815
0.75,1,0.32923
0.75,1,0.330361
0.75,1,0.331416
0.75,1,0.332475
0.75,1,0.333561
0.75,1,0.334648
0.75,1,0.335833
0.75,1,0.337231
0.75,1,0.338626
0.75,1,0.339903
0.75,1,0.341287
0.75,1,0.342677
0.75,1,0.344032
0.75,1,0.345376
0.75,1,0.346696
0.75,1,0.348002
0.75,1,0.348958
0.75,1,0.349796
0.75,1,0.350784
0.75,1,0.351883
0.75,1,0.352754
0.75,1,0.35384
0.75,1,0.355063
0.75,1,0.356295
0.75,1,0.357469
0.75,1,0.358622
0.75,1,0.359832
0.75,1,0.361046
0.75,1,0.362001
0.75,1,0.363032
0.75,1,0.364233
0.75,1,0.365168
0.75,1,0.36604
0.75,1,0.368552
0.75,1,0.369612
0.75,1,0.370893
0.75,1,0.372024
0.75,1,0.373186
0.75,1,0.374173
0.75,1,0.375309
0.75,1,0.376306
0.75,1,0.377243
0.75,1,0.378428
0.75,1,0.379488
0.75,1,0.380443
0.75,1,0.381524
0.75,1,0.382629
0.75,1,0.383569
0.75,1,0.384629
0.75,1,0.385508
0.75,1,0.386547
0.75,1,0.387684
0.75,1,0.388636
0.75,1,0.389816
0.75,1,0.392084
0.75,1,0.393585
0.75,1,0.394715
0.75,1,0.395854
0.75,1,0.396872
0.75,1,0.398096
0.75,1,0.39937
0.75,1,0.400598
0.75,1,0.401828
0.75,1,0.402983
0.75,1,0.404079
0.75,1,0.405516
0.75,1,0.406973
0.75,1,0.408414
0.75,1,0.409805
0.75,1,0.41122
0.75,1,0.412623
0.75,1,0.413967
0.75,1,0.415278
0.75,1,0.416405
0.75,1,0.417445
0.75,1,0.418482
0.75,1,0.419554
0.75,1,0.420601
0.75,1,0.421623
0.75,1,0.422665
0.75,1,0.423699
0.75,1,0.424728
0.75,1,0.425774
0.75,1,0.426812
