#{"t_start": 1607536656.4525456, "env_id": "fishing-v1"}
r,l,t
0.75,1,0.014482
0.75,1,0.015603
0.75,1,0.017581
0.75,1,0.018674
0.75,1,0.019647
0.75,1,0.020661
0.75,1,0.021915
0.75,1,0.023165
0.75,1,0.024444
0.75,1,0.025697
0.75,1,0.026977
0.75,1,0.028263
0.75,1,0.029527
0.75,1,0.03078
0.75,1,0.032026
0.75,1,0.033473
0.75,1,0.034838
0.75,1,0.036133
0.75,1,0.037416
0.75,1,0.038664
0.75,1,0.039962
0.75,1,0.043321
0.75,1,0.044753
0.75,1,0.045996
0.75,1,0.04731
0.75,1,0.048585
0.75,1,0.049861
0.75,1,0.051211
0.75,1,0.052472
0.75,1,0.05368
0.75,1,0.054967
0.75,1,0.056271
0.75,1,0.057544
0.75,1,0.058811
0.75,1,0.060111
0.75,1,0.061373
0.75,1,0.062619
0.75,1,0.063859
0.75,1,0.065143
0.75,1,0.06641
0.75,1,0.067697
0.75,1,0.068975
0.75,1,0.070237
0.75,1,0.071514
0.75,1,0.072882
0.75,1,0.074138
0.75,1,0.075442
0.75,1,0.076736
0.75,1,0.078007
0.75,1,0.079275
0.75,1,0.080528
0.75,1,0.081735
0.75,1,0.082975
0.75,1,0.084267
0.75,1,0.085534
0.75,1,0.086811
0.75,1,0.088091
0.75,1,0.08936
0.75,1,0.090602
0.75,1,0.091794
0.75,1,0.093071
0.75,1,0.094338
0.75,1,0.095619
0.75,1,0.0969
0.75,1,0.098163
0.75,1,0.09944
0.75,1,0.100651
0.75,1,0.101866
0.75,1,0.103134
0.75,1,0.104411
0.75,1,0.105674
0.75,1,0.106931
0.75,1,0.108193
0.75,1,0.109429
0.75,1,0.110703
0.75,1,0.111981
0.75,1,0.113264
0.75,1,0.114527
0.75,1,0.115792
0.75,1,0.117033
0.75,1,0.118268
0.75,1,0.119564
0.75,1,0.120849
0.75,1,0.122114
0.75,1,0.12341
0.75,1,0.12486
0.75,1,0.126096
0.75,1,0.127315
0.75,1,0.128526
0.75,1,0.129834
0.75,1,0.131127
0.75,1,0.132398
0.75,1,0.133672
0.75,1,0.134928
0.75,1,0.136204
0.75,1,0.137402
0.75,1,0.138701
0.75,1,0.13999
0.75,1,0.141276
0.75,1,0.14256
0.75,1,0.143865
0.75,1,0.145134
0.75,1,0.146386
0.75,1,0.147594
0.75,1,0.148878
0.75,1,0.15017
0.75,1,0.151445
0.75,1,0.152748
0.75,1,0.154017
0.75,1,0.155291
0.75,1,0.15652
0.75,1,0.157749
0.75,1,0.159033
0.75,1,0.160296
0.75,1,0.161568
0.75,1,0.162836
0.75,1,0.164105
