#{"t_start": 1607536656.4534378, "env_id": "fishing-v1"}
r,l,t
0.75,1,0.013766
0.75,1,0.014818
0.75,1,0.016838
0.75,1,0.017886
0.75,1,0.018862
0.75,1,0.019943
0.75,1,0.021184
0.75,1,0.022431
0.75,1,0.023719
0.75,1,0.024971
0.75,1,0.026272
0.75,1,0.027544
0.75,1,0.028802
0.75,1,0.030032
0.75,1,0.031299
0.75,1,0.032753
0.75,1,0.034134
0.75,1,0.035421
0.75,1,0.036692
0.75,1,0.037937
0.75,1,0.039235
0.75,1,0.042605
0.75,1,0.044029
0.75,1,0.045274
0.75,1,0.046589
0.75,1,0.047873
0.75,1,0.049143
0.75,1,0.050494
0.75,1,0.051749
0.75,1,0.052966
0.75,1,0.054276
0.75,1,0.055555
0.75,1,0.056822
0.75,1,0.058101
0.75,1,0.059393
0.75,1,0.060658
0.75,1,0.061893
0.75,1,0.063141
0.75,1,0.064422
0.75,1,0.065694
0.75,1,0.066978
0.75,1,0.068257
0.75,1,0.069518
0.75,1,0.070791
0.75,1,0.072141
0.75,1,0.073422
0.75,1,0.074728
0.75,1,0.076016
0.75,1,0.077289
0.75,1,0.078556
0.75,1,0.079804
0.75,1,0.08099
0.75,1,0.082268
0.75,1,0.083551
0.75,1,0.084818
0.75,1,0.086114
0.75,1,0.087375
0.75,1,0.088638
0.75,1,0.089869
0.75,1,0.091065
0.75,1,0.092349
0.75,1,0.093622
0.75,1,0.094898
0.75,1,0.096184
0.75,1,0.097444
0.75,1,0.098719
0.75,1,0.0999
0.75,1,0.101144
0.75,1,0.102419
0.75,1,0.103694
0.75,1,0.104959
0.75,1,0.106222
0.75,1,0.107472
0.75,1,0.108706
0.75,1,0.109979
0.75,1,0.111267
0.75,1,0.112542
0.75,1,0.113809
0.75,1,0.115073
0.75,1,0.116299
0.75,1,0.117551
0.75,1,0.118848
0.75,1,0.120131
0.75,1,0.121396
0.75,1,0.122693
0.75,1,0.124137
0.75,1,0.125373
0.75,1,0.126579
0.75,1,0.127812
0.75,1,0.129117
0.75,1,0.130414
0.75,1,0.131681
0.75,1,0.132953
0.75,1,0.13423
0.75,1,0.135484
0.75,1,0.136685
0.75,1,0.137983
0.75,1,0.139278
0.75,1,0.140558
0.75,1,0.141844
0.75,1,0.143149
0.75,1,0.144413
0.75,1,0.145656
0.75,1,0.14687
0.75,1,0.148158
0.75,1,0.149454
0.75,1,0.150735
0.75,1,0.15203
0.75,1,0.153297
0.75,1,0.154577
0.75,1,0.15578
0.75,1,0.15703
0.75,1,0.158311
0.75,1,0.159585
0.75,1,0.160852
0.75,1,0.162124
0.75,1,0.163382
0.75,1,0.183356
0.75,1,0.185557
0.75,1,0.187837
0.75,1,0.189172
0.75,1,0.190484
0.75,1,0.191488
0.75,1,0.192345
0.75,1,0.193244
0.75,1,0.19416
0.75,1,0.195179
0.75,1,0.196208
0.75,1,0.197266
0.75,1,0.198309
0.75,1,0.199366
0.75,1,0.200449
0.75,1,0.201619
0.75,1,0.202813
0.75,1,0.203834
0.75,1,0.204849
0.75,1,0.205915
0.75,1,0.207126
0.75,1,0.208094
0.75,1,0.209171
0.75,1,0.210365
0.75,1,0.211313
0.75,1,0.212386
0.75,1,0.213536
0.75,1,0.214624
0.75,1,0.215811
0.75,1,0.216934
0.75,1,0.21787
0.75,1,0.219043
0.75,1,0.220232
0.75,1,0.221323
0.75,1,0.222526
0.75,1,0.22354
0.75,1,0.224709
0.75,1,0.225851
0.75,1,0.227101
0.75,1,0.228149
0.75,1,0.229312
0.75,1,0.230371
0.75,1,0.231423
0.75,1,0.232597
0.75,1,0.233736
0.75,1,0.234739
0.75,1,0.235716
0.75,1,0.23662
0.75,1,0.237624
0.75,1,0.238719
0.75,1,0.239662
0.75,1,0.240816
0.75,1,0.241951
0.75,1,0.242986
0.75,1,0.244017
0.75,1,0.244916
0.75,1,0.246024
0.75,1,0.247071
0.75,1,0.248021
0.75,1,0.248894
0.75,1,0.249902
0.75,1,0.250951
