,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_lr,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_vf_coef,state
0,0,0.75,2021-06-01 22:36:42.632475,2021-06-01 23:08:03.284627,0 days 00:31:20.652152,relu,8,0.1,9.966458084651116e-06,0.8,0.95,2.3619619496371758e-05,0.7,1,2048,medium,0.328475433033541,COMPLETE
1,1,0.75,2021-06-01 22:36:42.643730,2021-06-01 23:26:03.490999,0 days 00:49:20.847269,tanh,512,0.4,7.221757974941855e-08,1.0,0.95,0.023860685581284884,0.8,10,32,medium,0.3717991617329808,COMPLETE
2,2,0.8971389999999999,2021-06-01 22:36:42.662899,2021-06-01 23:40:23.811108,0 days 01:03:41.148209,relu,16,0.4,3.9987416198086403e-08,0.98,0.999,0.030830467428722783,1.0,10,64,small,0.5438577097359403,COMPLETE
3,3,0.75,2021-06-01 22:36:42.678605,2021-06-01 23:07:45.362931,0 days 00:31:02.684326,relu,8,0.2,6.343173813658809e-07,0.8,0.995,0.0012227286636055704,5.0,1,256,small,0.44714617739725304,COMPLETE
