#{"t_start": 1605916160.0650647, "env_id": "fishing-v1"}
r,l,t
0.788088,4,2.673659
0.786848,4,2.681018
0.782977,4,2.689026
0.778835,4,2.696083
0.777674,4,2.704044
0.786719,4,2.712244
0.779974,4,2.720516
0.75713,3,2.726738
0.782397,4,2.733173
0.779079,4,2.741526
0.788157,4,2.749707
0.788957,4,2.758138
0.769273,4,2.766213
0.778116,4,2.775571
0.765438,4,2.783506
0.779117,4,2.790959
0.784999,4,2.798763
0.76897,4,2.807524
0.777943,4,2.816291
0.776325,4,2.8249
0.78726,4,2.833434
0.780714,4,2.841869
0.781053,4,2.850454
0.784984,4,2.858221
0.787398,4,2.866213
0.778071,4,2.874791
0.776906,4,2.8827
0.768783,4,2.891302
0.773919,4,2.900271
0.784072,4,2.908211
0.789837,4,2.916162
0.753999,3,2.922995
0.785411,4,2.931303
0.779991,4,2.939173
0.782587,4,2.947369
0.778042,4,2.955503
0.775019,4,2.964846
0.783224,4,2.973577
0.765339,4,2.981525
0.778673,4,2.990313
0.779895,4,2.998002
0.765696,4,3.006927
0.768667,4,3.015449
0.774222,4,3.023525
0.769356,4,3.032671
0.775631,4,3.055379
0.785571,4,3.062461
0.768512,4,3.069927
0.771402,4,3.077659
0.775945,4,3.085708
0.772625,4,3.093075
0.784107,4,3.100648
0.783133,4,3.108225
0.786099,4,3.114738
0.764684,4,3.122193
0.786552,4,3.130157
0.770296,4,3.138012
0.782386,4,3.146594
0.789625,4,3.154426
0.780136,4,3.162375
0.768459,4,3.171062
0.76263,3,3.177487
0.782996,4,3.185958
0.792444,4,3.194255
0.774972,4,3.202165
0.780655,4,3.210282
0.78891,4,3.218317
0.770002,4,3.226332
0.783608,4,3.23538
0.781124,4,3.243392
0.774955,4,3.251704
0.776673,4,3.259804
0.76778,4,3.267783
0.771576,4,3.276704
0.777329,4,3.284902
0.776522,4,3.292491
0.771285,4,3.300613
0.776976,4,3.310096
0.772941,4,3.318002
0.768095,4,3.324989
0.780586,4,3.333906
0.778968,4,3.341759
0.781874,4,3.349245
0.792337,4,3.359196
0.764533,4,3.368699
0.774196,4,3.377302
0.775479,4,3.386633
0.778102,4,3.395305
0.769834,4,3.40453
0.764859,4,3.413693
0.76785,4,3.423556
0.788212,4,3.432798
0.771125,4,3.441769
0.787487,4,3.450856
0.765204,4,3.460031
0.778519,4,3.469356
0.789495,4,3.478531
0.769871,4,3.488098
0.775375,4,3.496939
0.783295,4,3.506773
0.770359,4,3.517494
0.780882,4,3.526661
0.768363,4,3.535695
0.78502,4,3.545093
0.782696,4,3.552901
0.774466,4,3.560689
0.791923,4,3.568636
0.780723,4,3.576553
0.773554,4,3.585215
0.781645,4,3.592246
0.795296,4,3.599235
0.787722,4,3.607455
0.791325,4,3.617307
0.783009,4,3.625683
0.783695,4,3.633196
0.765739,4,3.641928
0.789072,4,3.650812
0.78059,4,3.658681
0.779431,4,3.667036
0.772629,4,3.67519
0.779955,4,3.685147
0.771212,4,3.694772
0.780524,4,3.703321
0.77787,4,3.710715
0.779123,4,3.721125
0.78227,4,3.730852
0.772184,4,3.739915
0.779105,4,3.748872
0.777442,4,3.757883
0.769301,4,3.765545
0.765216,4,3.773761
0.760888,4,3.781481
0.785408,4,3.790238
0.781757,4,3.798613
0.75544,3,3.803622
0.774325,4,3.811512
0.789117,4,3.820107
0.789943,4,3.829431
0.764631,4,3.838053
0.763835,4,3.846576
0.776443,4,3.855549
0.781576,4,3.863201
0.775175,4,3.871077
0.785062,4,3.879928
0.779333,4,3.886934
0.781178,4,3.894109
0.77789,4,3.9024
0.79211,4,3.910448
0.773042,4,3.919313
0.791506,4,3.928169
0.781559,4,3.938522
0.772027,4,3.947248
0.775753,4,3.956442
0.770432,4,3.965985
0.78184,4,3.975398
0.778452,4,3.983424
0.767625,4,3.99204
0.768426,4,4.001398
0.783114,4,4.009617
0.766465,4,4.017567
0.767074,4,4.026006
0.768229,4,4.034515
0.769105,4,4.041298
0.782559,4,4.049643
0.782856,4,4.056896
0.783449,4,4.064615
0.769864,4,4.07281
0.773567,4,4.080852
0.770675,4,4.087785
0.776708,4,4.096146
0.779755,4,4.104707
0.794284,4,4.112506
0.769535,4,4.119545
0.775114,4,4.127245
0.769422,4,4.135089
0.7812,4,4.142681
0.777571,4,4.15104
0.785287,4,4.158094
0.771178,4,4.166488
0.766018,4,4.174673
0.777791,4,4.182733
0.769857,4,4.190856
0.792427,4,4.198981
0.788122,4,4.207893
0.78777,4,4.215658
0.77779,4,4.223598
0.768546,4,4.232086
0.762861,4,4.239486
0.781111,4,4.246646
0.779716,4,4.254653
0.772935,4,4.262713
0.774608,4,4.270544
0.788415,4,4.278997
0.773467,4,4.286233
0.759328,3,4.292065
0.766219,4,4.300869
0.786561,4,4.308787
0.769154,4,4.316625
0.760335,3,4.322822
0.775468,4,4.330157
0.770506,4,4.338402
0.77488,4,4.345747
0.792561,4,4.353506
0.784578,4,4.362032
0.795302,4,4.370111
0.76072,4,4.378268
0.772197,4,4.386851
0.780511,4,4.394455
0.779313,4,4.402952
0.77523,4,4.412151
0.773394,4,4.420372
0.774459,4,4.428608
0.776656,4,4.437177
0.76626,4,4.445447
0.789129,4,4.453713
0.777954,4,4.461849
0.772768,4,4.470265
0.769704,4,4.477897
0.783204,4,4.485999
0.756227,3,4.492065
0.769443,4,4.500658
0.778935,4,4.50905
0.776892,4,4.517484
0.776571,4,4.526186
0.767467,4,4.534625
0.788694,4,4.542657
0.769751,4,4.551486
0.765391,4,4.560201
0.772963,4,4.567985
0.77921,4,4.576093
0.763482,4,4.584745
0.767489,4,4.593314
0.772518,4,4.602518
0.768027,4,4.610094
0.778281,4,4.618745
0.764684,4,4.62739
0.774341,4,4.635878
0.777625,4,4.643426
0.7852,4,4.651727
0.77894,4,4.660041
0.770364,4,4.668363
0.784512,4,4.676056
0.785586,4,4.683815
0.790726,4,4.693228
0.769457,4,4.700705
0.773933,4,4.708265
0.761556,4,4.715589
0.787303,4,4.723929
0.781474,4,4.731247
0.760934,3,4.736916
0.763617,4,4.744947
0.789957,4,4.752215
0.802242,4,4.759619
0.771703,4,4.767338
0.773717,4,4.774428
0.774329,4,4.782084
0.802183,4,4.788765
0.780394,4,4.796266
0.765176,4,4.803871
0.772385,4,4.811974
0.777,4,4.819932
0.78249,4,4.828259
0.770448,4,4.836384
0.758055,3,4.84225
0.765662,4,4.85218
0.800563,4,4.860176
0.784997,4,4.869498
0.777065,4,4.878073
0.756891,3,4.884771
0.787651,4,4.893676
0.781356,4,4.902071
0.778811,4,4.910566
0.781212,4,4.918788
0.793293,4,4.927456
0.791019,4,4.936386
0.758089,3,4.943132
0.766755,4,4.951118
0.773463,4,4.960263
0.784203,4,4.969862
0.788744,4,4.97914
0.781475,4,4.986739
0.776481,4,4.995513
0.787669,4,5.002777
0.779475,4,5.010554
0.789494,4,5.018954
0.77768,4,5.026232
0.776413,4,5.035481
0.77452,4,5.044486
0.777498,4,5.051896
0.799093,4,5.060557
0.769868,4,5.069346
0.775873,4,5.077444
0.795141,4,5.086365
0.770585,4,5.094375
0.786952,4,5.102449
0.781048,4,5.11076
0.771567,4,5.118735
0.775758,4,5.12732
0.779612,4,5.1348
0.774852,4,5.142249
0.779638,4,5.149461
0.77751,4,5.157416
0.772065,4,5.165144
0.774254,4,5.173878
0.766335,4,5.182287
0.7713,4,5.190083
0.779293,4,5.198229
0.76594,4,5.205793
0.775634,4,5.213815
0.766565,4,5.221893
0.774901,4,5.229929
0.777107,4,5.237708
0.768758,4,5.245766
0.776482,4,5.254584
0.771965,4,5.262724
0.769989,4,5.270572
0.773932,4,5.279464
0.776145,4,5.287364
0.774518,4,5.295547
0.777799,4,5.303359
0.774948,4,5.312033
0.77547,4,5.320283
0.781188,4,5.328159
0.770647,4,5.335874
0.783882,4,5.344891
0.763254,4,5.35328
0.786798,4,5.361024
0.782086,4,5.368527
0.783914,4,5.376482
0.769978,4,5.384075
0.787926,4,5.391565
0.773176,4,5.398067
0.772068,4,5.405875
0.783959,4,5.41402
0.764242,4,5.421813
0.77454,4,5.428814
0.783453,4,5.436718
0.768063,4,5.445846
0.760668,3,5.452005
0.756943,3,5.457622
0.76579,4,5.46609
0.781882,4,5.475024
0.776051,4,5.483052
0.770418,4,5.491878
0.767165,4,5.500812
0.762009,4,5.511145
0.768604,4,5.519422
0.792112,4,5.528088
0.790098,4,5.535428
0.779765,4,5.543809
0.786754,4,5.551204
0.769784,4,5.559654
0.781775,4,5.569269
0.769702,4,5.57839
0.785169,4,5.585746
0.768507,4,5.593456
0.771692,4,5.600782
0.778835,4,5.608142
0.777466,4,5.615998
0.787131,4,5.624709
0.780616,4,5.634158
0.780374,4,5.642647
0.7786,4,5.651132
0.772996,4,5.659764
0.784358,4,5.668174
0.783886,4,5.676657
0.760171,3,5.683255
0.776869,4,5.691871
0.788207,4,5.699717
0.768811,4,5.707179
0.79026,4,5.715226
0.783912,4,5.722684
0.782784,4,5.730952
0.780565,4,5.739106
0.801285,4,5.747993
0.768259,4,5.757413
0.782287,4,5.765018
0.784611,4,5.773899
0.772911,4,5.781889
0.796219,4,5.789557
0.760412,3,5.795614
0.788019,4,5.804288
0.776979,4,5.811749
0.781139,4,5.821203
0.772141,4,5.828378
0.771383,4,5.836669
0.776434,4,5.844921
0.781717,4,5.853202
0.768949,4,5.861087
0.784459,4,5.868053
0.78241,4,5.876023
0.764179,4,5.884983
0.775328,4,5.893172
0.783246,4,5.901938
