#{"t_start": 1605916160.0637214, "env_id": "fishing-v1"}
r,l,t
0.75,1,2.669394
0.75,1,2.67137
0.75,1,2.673139
0.75,1,2.67483
0.75,1,2.676486
0.75,1,2.67836
0.75,1,2.680173
0.75,1,2.682191
0.75,1,2.68401
0.75,1,2.686085
0.75,1,2.688182
0.75,1,2.690167
0.75,1,2.691978
0.75,1,2.693811
0.75,1,2.695574
0.75,1,2.697252
0.75,1,2.699445
0.75,1,2.701495
0.75,1,2.703354
0.75,1,2.705213
0.75,1,2.707267
0.75,1,2.709438
0.75,1,2.71147
0.75,1,2.713287
0.75,1,2.715281
0.75,1,2.717474
0.75,1,2.719319
0.75,1,2.72168
0.75,1,2.723712
0.75,1,2.725742
0.75,1,2.727874
0.75,1,2.729772
0.75,1,2.731435
0.75,1,2.732945
0.75,1,2.734354
0.75,1,2.736179
0.75,1,2.738315
0.75,1,2.740818
0.75,1,2.742612
0.75,1,2.744569
0.75,1,2.746633
0.75,1,2.748903
0.75,1,2.750849
0.75,1,2.752937
0.75,1,2.754915
0.75,1,2.756929
0.75,1,2.759229
0.75,1,2.761239
0.75,1,2.763161
0.75,1,2.76522
0.75,1,2.767286
0.75,1,2.769772
0.75,1,2.772176
0.75,1,2.774379
0.75,1,2.776676
0.75,1,2.778721
0.75,1,2.780653
0.75,1,2.782738
0.75,1,2.784669
0.75,1,2.786418
0.75,1,2.788494
0.75,1,2.790601
0.75,1,2.792132
0.75,1,2.793514
0.75,1,2.795742
0.75,1,2.797736
0.75,1,2.799877
0.75,1,2.801949
0.75,1,2.804055
0.75,1,2.805995
0.75,1,2.80859
0.75,1,2.810889
0.75,1,2.812972
0.75,1,2.815192
0.75,1,2.817371
0.75,1,2.820095
0.75,1,2.822051
0.75,1,2.824172
0.75,1,2.826017
0.75,1,2.828054
0.75,1,2.830017
0.75,1,2.832325
0.75,1,2.834557
0.75,1,2.836597
0.75,1,2.83886
0.75,1,2.840749
0.75,1,2.843
0.75,1,2.845279
0.75,1,2.847322
0.75,1,2.849543
0.75,1,2.851586
0.75,1,2.854245
0.75,1,2.856195
0.75,1,2.857756
0.75,1,2.859292
0.75,1,2.861522
0.75,1,2.863714
0.75,1,2.865506
0.75,1,2.867356
0.75,1,2.869457
0.75,1,2.87178
0.75,1,2.873812
0.75,1,2.875895
0.75,1,2.877597
0.75,1,2.879299
0.75,1,2.881311
0.75,1,2.883752
0.75,1,2.88632
0.75,1,2.88839
0.75,1,2.890262
0.75,1,2.892392
0.75,1,2.894859
0.75,1,2.897005
0.75,1,2.89943
0.75,1,2.901408
0.75,1,2.903507
0.75,1,2.905267
0.75,1,2.907243
0.75,1,2.909364
0.75,1,2.911517
0.75,1,2.913531
0.75,1,2.915432
0.75,1,2.917329
0.75,1,2.919555
0.75,1,2.92159
0.75,1,2.924158
0.75,1,2.926446
0.75,1,2.92846
0.75,1,2.930343
0.75,1,2.932443
0.75,1,2.9345
0.75,1,2.93654
0.75,1,2.93864
0.75,1,2.940334
0.75,1,2.942221
0.75,1,2.943923
0.75,1,2.946046
0.75,1,2.948467
0.75,1,2.950641
0.75,1,2.9526
0.75,1,2.954754
0.75,1,2.956665
0.75,1,2.95926
0.75,1,2.961819
0.75,1,2.963526
0.75,1,2.965975
0.75,1,2.968112
0.75,1,2.970471
0.75,1,2.972496
0.75,1,2.974704
0.75,1,2.976355
0.75,1,2.978
0.75,1,2.980219
0.75,1,2.982637
0.75,1,2.984724
0.75,1,2.986726
0.75,1,2.98889
0.75,1,2.991466
0.75,1,2.993618
0.75,1,2.99524
0.75,1,2.997095
0.75,1,2.999095
0.75,1,3.001556
0.75,1,3.003923
0.75,1,3.006095
0.75,1,3.008061
0.75,1,3.010142
0.75,1,3.01232
0.75,1,3.014213
0.75,1,3.016588
0.75,1,3.01875
0.75,1,3.020477
0.75,1,3.022444
0.75,1,3.0246
0.75,1,3.026916
0.75,1,3.028945
0.75,1,3.03141
0.75,1,3.033801
0.75,1,3.036242
0.75,1,3.038432
0.75,1,3.040276
0.75,1,3.056527
0.75,1,3.058437
0.75,1,3.060297
0.75,1,3.061975
0.75,1,3.063636
0.75,1,3.065564
0.75,1,3.067479
0.75,1,3.069491
0.75,1,3.0711
0.75,1,3.073123
0.75,1,3.074917
0.75,1,3.076779
0.75,1,3.078804
0.75,1,3.080932
0.75,1,3.082808
0.75,1,3.084964
0.75,1,3.086848
0.75,1,3.089143
0.75,1,3.090683
0.75,1,3.09249
0.75,1,3.094207
0.75,1,3.096256
0.75,1,3.098135
0.75,1,3.099948
0.75,1,3.10182
0.75,1,3.103988
0.75,1,3.106112
0.75,1,3.107807
0.75,1,3.109367
0.75,1,3.110967
0.75,1,3.112239
0.75,1,3.114192
0.75,1,3.115912
0.75,1,3.117717
0.75,1,3.119632
0.75,1,3.121423
0.75,1,3.123338
0.75,1,3.125323
0.75,1,3.127406
0.75,1,3.129381
0.75,1,3.131324
0.75,1,3.133356
0.75,1,3.135654
0.75,1,3.137316
0.75,1,3.139163
0.75,1,3.141137
0.75,1,3.143215
0.75,1,3.145695
0.75,1,3.147747
0.75,1,3.149702
0.75,1,3.151704
0.75,1,3.153583
0.75,1,3.155537
0.75,1,3.157453
0.75,1,3.159302
0.75,1,3.161369
0.75,1,3.163475
0.75,1,3.165831
0.75,1,3.167974
0.75,1,3.169755
0.75,1,3.172069
0.75,1,3.174577
0.75,1,3.176506
0.75,1,3.178643
0.75,1,3.180539
0.75,1,3.182624
0.75,1,3.184932
0.75,1,3.187104
0.75,1,3.189158
0.75,1,3.191143
0.75,1,3.192847
0.75,1,3.195403
0.75,1,3.197594
0.75,1,3.19952
0.75,1,3.2016
0.75,1,3.203343
0.75,1,3.205052
0.75,1,3.206953
0.75,1,3.208995
0.75,1,3.211403
0.75,1,3.213585
0.75,1,3.215615
0.75,1,3.217368
0.75,1,3.219483
0.75,1,3.221549
0.75,1,3.223731
0.75,1,3.225864
0.75,1,3.22747
0.75,1,3.229439
0.75,1,3.231762
0.75,1,3.234403
0.75,1,3.236557
0.75,1,3.238495
0.75,1,3.240488
0.75,1,3.242617
0.75,1,3.244538
0.75,1,3.246731
0.75,1,3.249015
0.75,1,3.250915
0.75,1,3.252874
0.75,1,3.25475
0.75,1,3.256834
0.75,1,3.259028
0.75,1,3.260982
0.75,1,3.262725
0.75,1,3.264569
0.75,1,3.267031
0.75,1,3.268948
0.75,1,3.271459
0.75,1,3.273893
0.75,1,3.275827
0.75,1,3.277867
0.75,1,3.279966
0.75,1,3.282021
0.75,1,3.284029
0.75,1,3.286067
0.75,1,3.287784
0.75,1,3.289581
0.75,1,3.291244
0.75,1,3.293646
0.75,1,3.295715
0.75,1,3.297373
0.75,1,3.29951
0.75,1,3.301776
0.75,1,3.304262
0.75,1,3.306661
0.75,1,3.308894
0.75,1,3.31125
0.75,1,3.313068
0.75,1,3.315131
0.75,1,3.317165
0.75,1,3.31916
0.75,1,3.320919
0.75,1,3.322715
0.75,1,3.324345
0.75,1,3.326146
0.75,1,3.328164
0.75,1,3.330282
0.75,1,3.332784
0.75,1,3.335068
0.75,1,3.336763
0.75,1,3.338932
0.75,1,3.340931
0.75,1,3.342932
0.75,1,3.344798
0.75,1,3.346663
0.75,1,3.348394
0.75,1,3.35039
0.75,1,3.352517
0.75,1,3.35493
0.75,1,3.357679
0.75,1,3.360264
0.75,1,3.362934
0.75,1,3.365378
0.75,1,3.367651
0.75,1,3.369783
0.75,1,3.372249
0.75,1,3.373994
0.75,1,3.375924
0.75,1,3.378367
0.75,1,3.380825
0.75,1,3.383183
0.75,1,3.385628
0.75,1,3.387711
0.75,1,3.389974
0.75,1,3.39199
0.75,1,3.394156
0.75,1,3.396384
0.75,1,3.398653
0.75,1,3.400864
0.75,1,3.403167
0.75,1,3.405591
0.75,1,3.407842
0.75,1,3.410317
0.75,1,3.412363
0.75,1,3.414778
0.75,1,3.417259
0.75,1,3.419621
0.75,1,3.422145
0.75,1,3.424638
0.75,1,3.427035
0.75,1,3.429648
0.75,1,3.43178
0.75,1,3.433871
0.75,1,3.435876
0.75,1,3.438421
0.75,1,3.440787
0.75,1,3.44284
0.75,1,3.445241
0.75,1,3.447307
0.75,1,3.449724
0.75,1,3.451932
0.75,1,3.454432
0.75,1,3.456764
0.75,1,3.45907
0.75,1,3.461107
0.75,1,3.463562
0.75,1,3.465724
0.75,1,3.467992
0.75,1,3.470405
0.75,1,3.472881
0.75,1,3.474887
0.75,1,3.477107
0.75,1,3.479578
0.75,1,3.482394
0.75,1,3.484825
0.75,1,3.48709
0.75,1,3.48919
0.75,1,3.491592
0.75,1,3.493518
0.75,1,3.495972
0.75,1,3.498021
0.75,1,3.500325
0.75,1,3.502603
0.75,1,3.505232
0.75,1,3.507845
0.75,1,3.510487
0.75,1,3.513092
0.75,1,3.516051
0.75,1,3.518574
0.75,1,3.520967
0.75,1,3.523422
0.75,1,3.525584
0.75,1,3.527733
0.75,1,3.530215
0.75,1,3.532511
0.75,1,3.534313
0.75,1,3.536801
0.75,1,3.538748
0.75,1,3.541141
0.75,1,3.543481
0.75,1,3.546221
0.75,1,3.548206
0.75,1,3.549862
0.75,1,3.551781
0.75,1,3.553958
0.75,1,3.55605
0.75,1,3.558073
0.75,1,3.560163
0.75,1,3.561867
0.75,1,3.563398
0.75,1,3.56541
0.75,1,3.567653
0.75,1,3.569727
0.75,1,3.571858
0.75,1,3.573614
0.75,1,3.575873
0.75,1,3.577665
0.75,1,3.579731
0.75,1,3.581903
0.75,1,3.584071
0.75,1,3.586312
0.75,1,3.588319
0.75,1,3.589872
0.75,1,3.592065
0.75,1,3.593423
0.75,1,3.594908
0.75,1,3.597002
0.75,1,3.598856
0.75,1,3.600405
0.75,1,3.60205
0.75,1,3.604266
0.75,1,3.606295
0.75,1,3.608546
0.75,1,3.611035
0.75,1,3.613197
0.75,1,3.615843
0.75,1,3.618408
0.75,1,3.620349
0.75,1,3.622584
0.75,1,3.624878
0.75,1,3.626819
0.75,1,3.628839
0.75,1,3.630672
0.75,1,3.632432
0.75,1,3.634378
0.75,1,3.636378
0.75,1,3.638401
0.75,1,3.64044
0.75,1,3.64311
0.75,1,3.645314
0.75,1,3.64737
0.75,1,3.649755
0.75,1,3.651948
0.75,1,3.653677
0.75,1,3.655475
0.75,1,3.657955
0.75,1,3.659863
0.75,1,3.66192
0.75,1,3.664209
0.75,1,3.666097
0.75,1,3.66814
0.75,1,3.670157
0.75,1,3.672069
0.75,1,3.674305
0.75,1,3.676297
0.75,1,3.678814
0.75,1,3.681026
0.75,1,3.683568
0.75,1,3.686229
0.75,1,3.68887
0.75,1,3.691469
0.75,1,3.693752
0.75,1,3.695901
0.75,1,3.698091
0.75,1,3.700157
0.75,1,3.702281
0.75,1,3.704401
0.75,1,3.706389
0.75,1,3.708157
0.75,1,3.71007
0.75,1,3.711892
0.75,1,3.714371
0.75,1,3.717155
0.75,1,3.71966
0.75,1,3.722223
0.75,1,3.724682
0.75,1,3.727291
0.75,1,3.729724
0.75,1,3.731955
0.75,1,3.734154
0.75,1,3.736261
0.75,1,3.738543
0.75,1,3.741008
0.75,1,3.743526
0.75,1,3.745546
0.75,1,3.747511
0.75,1,3.750018
0.75,1,3.752689
0.75,1,3.754774
0.75,1,3.757088
0.75,1,3.759053
0.75,1,3.760857
0.75,1,3.762572
0.75,1,3.764558
0.75,1,3.766717
0.75,1,3.768767
0.75,1,3.770855
0.75,1,3.772748
0.75,1,3.774751
0.75,1,3.776713
0.75,1,3.778673
0.75,1,3.780666
0.75,1,3.782624
