#{"t_start": 1605916160.064588, "env_id": "fishing-v1"}
r,l,t
0.75,1,2.668758
0.75,1,2.670624
0.75,1,2.672393
0.75,1,2.674083
0.75,1,2.67574
0.75,1,2.677635
0.75,1,2.679439
0.75,1,2.68144
0.75,1,2.683265
0.75,1,2.685344
0.75,1,2.687456
0.75,1,2.68944
0.75,1,2.691231
0.75,1,2.693064
0.75,1,2.694856
0.75,1,2.696506
0.75,1,2.69875
0.75,1,2.700766
0.75,1,2.702603
0.75,1,2.704467
0.75,1,2.706535
0.75,1,2.708728
0.75,1,2.710763
0.75,1,2.712663
0.75,1,2.714737
0.75,1,2.716759
0.75,1,2.718582
0.75,1,2.720939
0.75,1,2.722982
0.75,1,2.724992
0.75,1,2.727152
0.75,1,2.729046
0.75,1,2.730739
0.75,1,2.732207
0.75,1,2.7336
0.75,1,2.735486
0.75,1,2.737644
0.75,1,2.740112
0.75,1,2.741922
0.75,1,2.743874
0.75,1,2.745948
0.75,1,2.748218
0.75,1,2.750114
0.75,1,2.752254
0.75,1,2.754226
0.75,1,2.756232
0.75,1,2.758531
0.75,1,2.760543
0.75,1,2.762434
0.75,1,2.764534
0.75,1,2.7666
0.75,1,2.769056
0.75,1,2.771502
0.75,1,2.773676
0.75,1,2.77597
0.75,1,2.778002
0.75,1,2.779926
0.75,1,2.782029
0.75,1,2.783928
0.75,1,2.785731
0.75,1,2.787773
0.75,1,2.789872
0.75,1,2.791384
0.75,1,2.792759
0.75,1,2.794998
0.75,1,2.797026
0.75,1,2.799182
0.75,1,2.801248
0.75,1,2.803346
0.75,1,2.805301
0.75,1,2.807911
0.75,1,2.810171
0.75,1,2.812262
0.75,1,2.814515
0.75,1,2.816682
0.75,1,2.819436
0.75,1,2.821369
0.75,1,2.823478
0.75,1,2.8253
0.75,1,2.82738
0.75,1,2.829342
0.75,1,2.83164
0.75,1,2.833852
0.75,1,2.835902
0.75,1,2.838164
0.75,1,2.840027
0.75,1,2.842267
0.75,1,2.844534
0.75,1,2.846613
0.75,1,2.848804
0.75,1,2.850857
0.75,1,2.85355
0.75,1,2.855501
0.75,1,2.856999
0.75,1,2.858602
0.75,1,2.860801
0.75,1,2.862976
0.75,1,2.864799
0.75,1,2.866625
0.75,1,2.868744
0.75,1,2.871052
0.75,1,2.873114
0.75,1,2.875185
0.75,1,2.876893
0.75,1,2.87857
0.75,1,2.88062
0.75,1,2.883113
0.75,1,2.885612
0.75,1,2.887676
0.75,1,2.889571
0.75,1,2.891699
0.75,1,2.89413
0.75,1,2.896257
0.75,1,2.898683
0.75,1,2.900692
0.75,1,2.902822
0.75,1,2.904561
0.75,1,2.906505
0.75,1,2.908637
0.75,1,2.910832
0.75,1,2.912823
0.75,1,2.914742
0.75,1,2.916578
0.75,1,2.918809
0.75,1,2.920831
0.75,1,2.923411
0.75,1,2.925785
0.75,1,2.927719
0.75,1,2.929652
0.75,1,2.93172
0.75,1,2.933776
0.75,1,2.935792
0.75,1,2.937912
0.75,1,2.93958
0.75,1,2.941484
0.75,1,2.943221
0.75,1,2.945355
0.75,1,2.94777
0.75,1,2.949933
0.75,1,2.951904
0.75,1,2.954009
0.75,1,2.955921
0.75,1,2.958592
0.75,1,2.961073
0.75,1,2.962803
0.75,1,2.965262
0.75,1,2.967411
0.75,1,2.969778
0.75,1,2.971796
0.75,1,2.973985
0.75,1,2.975604
0.75,1,2.977289
0.75,1,2.979517
0.75,1,2.981928
0.75,1,2.983974
0.75,1,2.985987
0.75,1,2.988156
0.75,1,2.990725
0.75,1,2.992879
0.75,1,2.994547
0.75,1,2.996384
0.75,1,2.998397
0.75,1,3.000815
0.75,1,3.003239
0.75,1,3.005412
0.75,1,3.007339
0.75,1,3.009405
0.75,1,3.011623
0.75,1,3.013515
0.75,1,3.015856
0.75,1,3.018055
0.75,1,3.019753
0.75,1,3.021762
0.75,1,3.023918
0.75,1,3.026218
0.75,1,3.028255
0.75,1,3.030728
0.75,1,3.033093
0.75,1,3.035506
0.75,1,3.037755
0.75,1,3.053614
0.75,1,3.055802
0.75,1,3.057718
0.75,1,3.05955
0.75,1,3.061245
0.75,1,3.062886
0.75,1,3.064836
0.75,1,3.066758
0.75,1,3.068744
0.75,1,3.070353
0.75,1,3.072393
0.75,1,3.074166
0.75,1,3.076051
0.75,1,3.078075
0.75,1,3.080187
0.75,1,3.08206
0.75,1,3.084226
0.75,1,3.086123
0.75,1,3.088419
0.75,1,3.09005
0.75,1,3.091743
0.75,1,3.093487
0.75,1,3.095528
0.75,1,3.097386
0.75,1,3.099204
0.75,1,3.101072
0.75,1,3.103265
0.75,1,3.105366
0.75,1,3.107078
0.75,1,3.108641
0.75,1,3.110216
0.75,1,3.111512
0.75,1,3.113461
0.75,1,3.115163
0.75,1,3.116965
0.75,1,3.118892
0.75,1,3.12069
0.75,1,3.122609
0.75,1,3.124611
0.75,1,3.126681
0.75,1,3.128641
0.75,1,3.130581
0.75,1,3.132641
0.75,1,3.134933
0.75,1,3.136572
0.75,1,3.138428
0.75,1,3.140394
0.75,1,3.142466
0.75,1,3.144974
0.75,1,3.147019
0.75,1,3.148954
0.75,1,3.150987
0.75,1,3.152835
0.75,1,3.15483
0.75,1,3.156722
0.75,1,3.158551
0.75,1,3.160642
0.75,1,3.162766
0.75,1,3.165108
0.75,1,3.167234
0.75,1,3.169003
0.75,1,3.171342
0.75,1,3.173857
0.75,1,3.175784
0.75,1,3.177908
0.75,1,3.179813
0.75,1,3.181893
0.75,1,3.184183
0.75,1,3.186375
0.75,1,3.188456
0.75,1,3.190413
0.75,1,3.192123
0.75,1,3.194664
0.75,1,3.196869
0.75,1,3.198805
0.75,1,3.200852
0.75,1,3.202591
0.75,1,3.204321
0.75,1,3.206196
0.75,1,3.208349
0.75,1,3.210693
0.75,1,3.212854
0.75,1,3.214883
0.75,1,3.216651
0.75,1,3.218743
0.75,1,3.220816
0.75,1,3.222998
0.75,1,3.225128
0.75,1,3.226748
0.75,1,3.228745
0.75,1,3.231059
0.75,1,3.233669
0.75,1,3.235805
0.75,1,3.237763
0.75,1,3.239745
0.75,1,3.241885
0.75,1,3.243808
0.75,1,3.245979
0.75,1,3.248285
0.75,1,3.250183
0.75,1,3.252129
0.75,1,3.253997
0.75,1,3.256103
0.75,1,3.258324
0.75,1,3.26023
0.75,1,3.261969
0.75,1,3.263851
0.75,1,3.266289
0.75,1,3.268206
0.75,1,3.270726
0.75,1,3.273162
0.75,1,3.275125
0.75,1,3.277126
0.75,1,3.279231
0.75,1,3.28129
0.75,1,3.283309
0.75,1,3.285324
0.75,1,3.287043
0.75,1,3.288838
0.75,1,3.290505
0.75,1,3.292911
0.75,1,3.29498
0.75,1,3.296637
0.75,1,3.298787
0.75,1,3.301036
0.75,1,3.303536
0.75,1,3.305929
0.75,1,3.30816
0.75,1,3.310516
0.75,1,3.312372
0.75,1,3.314393
0.75,1,3.31643
0.75,1,3.318423
0.75,1,3.320181
0.75,1,3.321975
0.75,1,3.323609
0.75,1,3.32541
0.75,1,3.327423
0.75,1,3.329545
0.75,1,3.332049
0.75,1,3.334327
0.75,1,3.336027
0.75,1,3.3382
0.75,1,3.340219
0.75,1,3.34218
0.75,1,3.344076
0.75,1,3.345972
0.75,1,3.347659
0.75,1,3.34966
0.75,1,3.351806
0.75,1,3.354227
0.75,1,3.356998
0.75,1,3.359589
0.75,1,3.362255
0.75,1,3.364714
0.75,1,3.366977
0.75,1,3.369095
0.75,1,3.371569
0.75,1,3.373248
0.75,1,3.375201
0.75,1,3.377687
0.75,1,3.380139
0.75,1,3.382487
0.75,1,3.384938
0.75,1,3.387025
0.75,1,3.389298
0.75,1,3.391302
0.75,1,3.393473
0.75,1,3.3957
0.75,1,3.397927
0.75,1,3.400172
0.75,1,3.402478
0.75,1,3.404917
0.75,1,3.407153
0.75,1,3.40969
0.75,1,3.411672
0.75,1,3.414085
0.75,1,3.416605
0.75,1,3.418942
0.75,1,3.421453
0.75,1,3.423952
0.75,1,3.426342
0.75,1,3.428966
0.75,1,3.431094
0.75,1,3.43319
0.75,1,3.435187
0.75,1,3.437726
0.75,1,3.440104
0.75,1,3.442157
0.75,1,3.444549
0.75,1,3.446616
0.75,1,3.44904
0.75,1,3.451249
0.75,1,3.45374
0.75,1,3.456077
0.75,1,3.458384
0.75,1,3.460419
0.75,1,3.462851
0.75,1,3.465042
0.75,1,3.467313
0.75,1,3.469748
0.75,1,3.472196
