,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_episodic,params_gamma,params_lr,params_net_arch,params_noise_std,params_noise_type,params_tau,params_train_freq,state
21,21,-108.80232099999998,2021-01-12 13:07:20.093625,2021-01-12 13:39:14.833442,0 days 00:31:54.739817,512,1000000,True,0.9999,0.00026934896598434393,big,0.2449428002776226,ornstein-uhlenbeck,0.02,,COMPLETE
22,22,-99.2717936,2021-01-12 13:39:14.853964,2021-01-12 14:11:04.326157,0 days 00:31:49.472193,512,1000000,True,0.9999,0.000693237474379616,big,0.0,,0.02,,COMPLETE
23,23,-122.005071,2021-01-12 14:11:04.347859,2021-01-12 14:42:50.477813,0 days 00:31:46.129954,512,10000,False,0.9999,0.000897702972931608,big,0.0,ornstein-uhlenbeck,0.02,128.0,COMPLETE
24,24,-120.4800928,2021-01-12 14:42:50.498268,2021-01-12 14:59:43.004899,0 days 00:16:52.506631,512,10000,False,0.9999,0.00020436228525531566,small,0.9999999999999999,ornstein-uhlenbeck,0.02,128.0,PRUNED
25,25,-1205.8030858,2021-01-12 14:59:43.013600,2021-01-12 15:16:24.051686,0 days 00:16:41.038086,512,10000,False,0.9999,0.00020436227997365703,small,0.9999999999999999,ornstein-uhlenbeck,0.02,2000.0,PRUNED
26,26,-134.1635512,2021-01-12 15:16:24.059110,2021-01-12 15:47:38.454615,0 days 00:31:14.395505,16,100000,True,0.9,0.0004871597551218592,big,0.0,normal,0.001,,COMPLETE
27,27,-178.16943759999998,2021-01-12 15:47:38.474160,2021-01-12 16:19:14.397749,0 days 00:31:35.923589,512,10000,False,0.9999,0.00020218688765956454,small,0.9999999999999999,ornstein-uhlenbeck,0.02,16.0,COMPLETE
28,28,-95.7378164,2021-01-12 16:19:14.416610,2021-01-12 16:50:23.100825,0 days 00:31:08.684215,128,100000,False,0.9999,0.002312362862495571,small,0.8525070467946589,,0.02,1000.0,COMPLETE
29,29,-112.0547872,2021-01-12 16:50:23.132823,2021-01-12 17:07:16.103172,0 days 00:16:52.970349,512,10000,True,0.9999,0.0021458437442904775,small,0.9999999999999999,ornstein-uhlenbeck,0.001,,PRUNED
30,30,-96.2361146,2021-01-12 17:07:16.110428,2021-01-12 17:41:08.840281,0 days 00:33:52.729853,100,100000,False,0.9999,0.0023242032496260975,small,0.7114693563241734,,0.02,256.0,COMPLETE
31,31,-857.8491027999999,2021-01-12 17:41:08.860546,2021-01-12 17:50:22.395557,0 days 00:09:13.535011,256,1000000,False,0.999,6.521268186459479e-05,medium,0.9999999999999999,ornstein-uhlenbeck,0.02,16.0,PRUNED
32,32,-96.9672856,2021-01-12 17:50:22.403608,2021-01-12 18:23:50.444494,0 days 00:33:28.040886,128,1000000,False,0.995,6.52929280938873e-05,medium,0.9999999999999999,ornstein-uhlenbeck,0.02,1.0,COMPLETE
33,33,-94.4587772,2021-01-12 18:23:50.462748,2021-01-12 18:55:44.751949,0 days 00:31:54.289201,128,100000,False,0.9999,0.002318296592601388,big,0.8482544854479187,,0.01,256.0,COMPLETE
34,34,-138.0491114,2021-01-12 18:55:44.771675,2021-01-12 19:09:22.429820,0 days 00:13:37.658145,512,10000,True,0.9,0.0022192404143274156,big,0.9999999999999999,ornstein-uhlenbeck,0.001,,PRUNED
35,35,-132.1344262,2021-01-12 19:09:22.438712,2021-01-12 19:23:09.450911,0 days 00:13:47.012199,512,10000,True,0.9,0.0021467039170054774,big,0.9999999999999999,,0.001,,PRUNED
36,36,-97.58272120000001,2021-01-12 19:23:09.458223,2021-01-12 19:54:53.138341,0 days 00:31:43.680118,512,10000,True,0.995,0.00213765068626922,big,0.9999999999999999,ornstein-uhlenbeck,0.001,,COMPLETE
37,37,-94.0475844,2021-01-12 19:54:53.158076,2021-01-12 20:29:06.662479,0 days 00:34:13.504403,256,100000,False,0.9999,0.0022851285739791767,big,0.9991932179880861,,0.01,2000.0,COMPLETE
38,38,-94.7681322,2021-01-12 20:29:06.681990,2021-01-12 21:04:51.032627,0 days 00:35:44.350637,512,1000000,False,0.9999,0.0011468094871897806,big,0.9999999999999999,ornstein-uhlenbeck,0.02,128.0,COMPLETE
39,39,-1024.3735563999999,2021-01-12 21:04:51.064718,2021-01-12 21:14:36.938330,0 days 00:09:45.873612,512,10000,True,0.9999,6.888897436925058e-05,big,0.0,,0.02,,PRUNED
