#{"t_start": 1605916112.62294, "env_id": "fishing-v1"}
r,l,t
0.75,1,2.67082
0.75,1,2.673207
0.75,1,2.675618
0.75,1,2.678001
0.75,1,2.67999
0.75,1,2.681811
0.75,1,2.683899
0.75,1,2.686154
0.75,1,2.688237
0.75,1,2.690339
0.75,1,2.692823
0.75,1,2.695251
0.75,1,2.697479
0.75,1,2.699659
0.75,1,2.701959
0.75,1,2.704598
0.75,1,2.70688
0.75,1,2.709102
0.75,1,2.711411
0.75,1,2.714191
0.75,1,2.717029
0.75,1,2.71953
0.75,1,2.721949
0.75,1,2.724305
0.75,1,2.726774
0.75,1,2.729492
0.75,1,2.732303
0.75,1,2.734713
0.75,1,2.737069
0.75,1,2.739546
0.75,1,2.742131
0.75,1,2.74409
0.75,1,2.746472
0.75,1,2.748607
0.75,1,2.750744
0.75,1,2.752881
0.75,1,2.755157
0.75,1,2.757463
0.75,1,2.759682
0.75,1,2.761948
0.75,1,2.764214
0.75,1,2.766122
0.75,1,2.768212
0.75,1,2.771042
0.75,1,2.773371
0.75,1,2.7755
0.75,1,2.777386
0.75,1,2.779529
0.75,1,2.781445
0.75,1,2.783617
0.75,1,2.785633
0.75,1,2.787205
0.75,1,2.788868
0.75,1,2.791099
0.75,1,2.792662
0.75,1,2.794684
0.75,1,2.796499
0.75,1,2.798318
0.75,1,2.800393
0.75,1,2.802591
0.75,1,2.805143
0.75,1,2.80774
0.75,1,2.809975
0.75,1,2.811722
0.75,1,2.813972
0.75,1,2.815842
0.75,1,2.81782
0.75,1,2.819779
0.75,1,2.821937
0.75,1,2.823599
0.75,1,2.825406
0.75,1,2.827426
0.75,1,2.829662
0.75,1,2.832163
0.75,1,2.834625
0.75,1,2.837189
0.75,1,2.839774
0.75,1,2.841831
0.75,1,2.843803
0.75,1,2.845503
0.75,1,2.847138
0.75,1,2.848862
0.75,1,2.850423
0.75,1,2.852358
0.75,1,2.854224
0.75,1,2.85616
0.75,1,2.857834
0.75,1,2.859649
0.75,1,2.861838
0.75,1,2.863678
0.75,1,2.865685
0.75,1,2.867764
0.75,1,2.869892
0.75,1,2.871624
0.75,1,2.874116
0.75,1,2.876134
0.75,1,2.877784
0.75,1,2.879137
0.75,1,2.880962
0.75,1,2.883051
0.75,1,2.885612
0.75,1,2.887598
0.75,1,2.889166
0.75,1,2.890591
0.75,1,2.892571
0.75,1,2.895133
0.75,1,2.898164
0.75,1,2.900779
0.75,1,2.902679
0.75,1,2.904947
0.75,1,2.906406
0.75,1,2.907966
0.75,1,2.909576
0.75,1,2.911726
0.75,1,2.913501
0.75,1,2.915427
0.75,1,2.917472
0.75,1,2.91938
0.75,1,2.921501
0.75,1,2.92358
0.75,1,2.925564
0.75,1,2.927258
0.75,1,2.929489
0.75,1,2.931596
0.75,1,2.933556
0.75,1,2.935587
0.75,1,2.937708
0.75,1,2.940062
0.75,1,2.941813
0.75,1,2.943908
0.75,1,2.945757
0.75,1,2.947521
0.75,1,2.949591
0.75,1,2.951804
0.75,1,2.954317
0.75,1,2.956288
0.75,1,2.958046
0.75,1,2.960071
0.75,1,2.961794
0.75,1,2.963934
0.75,1,2.966128
0.75,1,2.968312
0.75,1,2.970538
0.75,1,2.972891
0.75,1,2.974969
0.75,1,2.977158
0.75,1,2.979465
0.75,1,2.981292
0.75,1,2.983353
0.75,1,2.985151
0.75,1,2.987218
0.75,1,2.989418
0.75,1,2.99176
0.75,1,2.99373
0.75,1,2.995801
0.75,1,2.998156
0.75,1,2.999992
0.75,1,3.001709
0.75,1,3.003954
0.75,1,3.00593
0.75,1,3.007834
0.75,1,3.009689
0.75,1,3.01221
0.75,1,3.014567
0.75,1,3.016545
0.75,1,3.018299
0.75,1,3.019889
0.75,1,3.021588
0.75,1,3.023511
0.75,1,3.025869
0.75,1,3.027919
0.75,1,3.029548
0.75,1,3.031293
0.75,1,3.033125
0.75,1,3.035766
0.75,1,3.037724
0.75,1,3.039862
0.75,1,3.041642
0.75,1,3.043548
0.75,1,3.045761
0.75,1,3.047839
0.75,1,3.04972
0.75,1,3.051312
0.75,1,3.053196
0.75,1,3.055267
0.75,1,3.05749
0.75,1,3.059567
0.75,1,3.061509
0.75,1,3.06366
0.75,1,3.065973
0.75,1,3.06809
0.75,1,3.070802
0.75,1,3.072904
0.75,1,3.075225
0.75,1,3.0771
0.75,1,3.078912
0.75,1,3.081314
0.75,1,3.08343
0.75,1,3.085493
0.75,1,3.087454
0.75,1,3.089565
0.75,1,3.091879
0.75,1,3.094276
0.75,1,3.095966
0.75,1,3.097912
0.75,1,3.099825
0.75,1,3.101918
0.75,1,3.103777
0.75,1,3.105513
0.75,1,3.1073
0.75,1,3.10896
0.75,1,3.110684
0.75,1,3.113348
0.75,1,3.115371
0.75,1,3.117387
0.75,1,3.119313
0.75,1,3.121382
0.75,1,3.123139
0.75,1,3.124908
0.75,1,3.127167
0.75,1,3.129075
0.75,1,3.131277
