#{"t_start": 1605916112.6234992, "env_id": "fishing-v1"}
r,l,t
7.07808,101,2.885181
7.091642,101,3.091522
6.440003,101,3.291141
7.605245,101,3.487395
6.996148,101,3.698161
7.895053,101,3.901282
6.220029,101,4.104813
7.021891,101,4.321206
5.752897,101,4.533571
6.390982,101,4.744025
8.152741,101,4.977683
6.713683,101,5.193304
6.429572,101,5.41414
6.400296,101,5.627388
7.105868,85,5.802297
6.215755,101,6.015578
6.730548,101,6.230862
6.007138,101,6.44253
6.947655,101,6.652071
8.049163,101,6.854173
6.178874,101,7.059816
6.588535,101,7.265045
7.57041,101,7.475149
5.935531,101,7.682232
6.232465,101,7.902224
7.270975,101,8.115431
6.562823,101,8.319663
6.94893,101,8.520201
7.426221,101,8.723969
7.721527,101,8.938334
6.942248,101,9.156756
6.304091,101,9.367599
7.167926,101,9.568027
6.741433,101,9.771238
5.359575,101,10.000007
5.995914,101,10.206421
5.823423,101,10.419548
7.095432,101,10.628963
6.258311,101,10.840729
7.714486,101,11.054492
8.218743,101,11.266025
6.266206,101,11.476891
7.300697,101,11.680698
7.21773,101,11.891402
6.355233,101,12.109272
6.202072,101,12.320828
7.498074,101,12.526679
6.456773,101,12.73769
8.392287,101,12.94575
7.040491,101,13.16433
6.67618,101,13.369013
8.23302,101,13.580123
5.400884,101,13.776812
5.564892,101,13.978444
7.872688,101,14.185384
5.747797,101,14.384281
7.087913,101,14.590435
6.226933,101,14.801345
7.595254,101,15.01592
7.946694,101,15.216267
7.350256,101,15.428116
1.035471,2,15.43252
7.251605,101,15.64357
6.078229,101,15.853378
7.666699,101,16.039222
6.417382,101,16.235187
5.589133,101,16.435967
8.04069,101,16.648944
6.091859,101,16.845985
7.550778,101,17.037762
7.479346,101,17.239345
5.762212,101,17.43975
7.563307,101,17.626423
7.279861,101,17.833399
6.416748,101,18.03775
6.788438,101,18.240119
6.482193,101,18.448923
7.471502,101,18.649931
5.233888,65,18.77148
5.908269,101,18.978379
5.480889,101,19.187505
3.770659,31,19.250732
6.865977,101,19.457042
7.07345,101,19.661632
7.170897,101,19.871222
6.351986,101,20.079825
7.001842,101,20.308865
6.370796,101,20.510492
7.691959,101,20.706985
6.300411,101,20.904158
7.100189,101,21.12676
6.752488,101,21.330044
6.427082,101,21.525469
6.796649,101,21.739159
6.808903,101,21.946492
6.59122,101,22.157322
5.837694,101,22.362442
6.963001,101,22.574018
7.336096,101,22.791974
6.514223,101,23.002419
6.603702,101,23.209706
7.306269,101,23.424913
6.118638,101,23.623957
5.712205,101,23.822739
3.559194,41,23.905319
6.067911,101,24.101434
7.397704,101,24.306847
6.24968,70,24.465724
7.473891,101,24.679068
7.050083,101,24.896976
6.130206,101,25.099734
6.803968,101,25.307722
7.703693,101,25.517004
7.43502,101,25.730066
7.169552,101,25.941463
5.94551,101,26.165532
6.67799,101,26.376475
6.477775,100,26.574427
7.733714,101,26.789616
7.44874,101,26.986606
5.863647,101,27.192901
7.934065,101,27.42009
6.837212,101,27.625391
7.665979,101,27.824088
7.429185,101,28.037683
6.966339,101,28.260061
5.863014,101,28.469095
5.802657,101,28.669762
4.090855,47,28.772032
7.07137,101,28.977444
5.006034,68,29.116231
6.387914,101,29.314614
6.761511,101,29.523804
6.573243,101,29.72385
6.839767,101,29.923743
6.425513,101,30.141299
7.116746,101,30.353575
7.611984,101,30.553245
8.053627,101,30.75603
6.730986,101,30.956291
7.319192,101,31.161823
1.554346,8,31.178353
6.443944,101,31.378821
6.420524,101,31.579085
7.551393,101,31.787551
7.986094,101,32.008777
6.996021,101,32.220119
6.050178,101,32.412461
6.694163,101,32.610969
7.231508,101,32.821596
7.441746,84,32.989918
6.486509,101,33.200815
7.149654,101,33.411932
6.127931,101,33.621184
7.629365,101,33.831602
6.459159,101,34.051169
7.146224,101,34.267471
7.164326,101,34.481002
6.131472,101,34.683943
6.850997,101,34.884513
6.117123,101,35.086954
7.410079,101,35.295554
6.493693,101,35.496429
7.144686,101,35.713639
6.06078,101,35.924625
5.936605,101,36.129835
6.918005,101,36.336683
7.274754,101,36.539168
6.93562,101,36.740901
6.83687,101,36.951227
6.837774,101,37.160117
6.927036,101,37.366587
6.169725,101,37.570762
7.824018,101,37.774278
6.352431,93,37.967027
6.244592,101,38.175609
6.456008,101,38.387635
5.996984,101,38.585949
6.3268,101,38.79646
6.001578,101,39.005434
