#{"t_start": 1605916112.623952, "env_id": "fishing-v1"}
r,l,t
0.75,1,2.670004
0.75,1,2.672341
0.75,1,2.67482
0.75,1,2.677119
0.75,1,2.679096
0.75,1,2.680896
0.75,1,2.683053
0.75,1,2.685269
0.75,1,2.687381
0.75,1,2.689482
0.75,1,2.691936
0.75,1,2.694383
0.75,1,2.696569
0.75,1,2.698757
0.75,1,2.701096
0.75,1,2.703755
0.75,1,2.706007
0.75,1,2.708255
0.75,1,2.710516
0.75,1,2.713312
0.75,1,2.716176
0.75,1,2.71866
0.75,1,2.721095
0.75,1,2.723418
0.75,1,2.725879
0.75,1,2.728667
0.75,1,2.731446
0.75,1,2.733807
0.75,1,2.736175
0.75,1,2.738655
0.75,1,2.741284
0.75,1,2.743203
0.75,1,2.74557
0.75,1,2.747724
0.75,1,2.749884
0.75,1,2.752014
0.75,1,2.754245
0.75,1,2.756605
0.75,1,2.758769
0.75,1,2.761073
0.75,1,2.763354
0.75,1,2.765238
0.75,1,2.767358
0.75,1,2.770186
0.75,1,2.77247
0.75,1,2.774583
0.75,1,2.776511
0.75,1,2.77865
0.75,1,2.780559
0.75,1,2.782711
0.75,1,2.784712
0.75,1,2.78628
0.75,1,2.787979
0.75,1,2.790177
0.75,1,2.791745
0.75,1,2.79377
0.75,1,2.795586
0.75,1,2.797399
0.75,1,2.799527
0.75,1,2.801731
0.75,1,2.804291
0.75,1,2.806875
0.75,1,2.80906
0.75,1,2.810851
0.75,1,2.813093
0.75,1,2.814966
0.75,1,2.816962
0.75,1,2.818877
0.75,1,2.821066
0.75,1,2.822731
0.75,1,2.824504
0.75,1,2.826521
0.75,1,2.828794
0.75,1,2.831296
0.75,1,2.833754
0.75,1,2.836351
0.75,1,2.83891
0.75,1,2.840912
0.75,1,2.842881
0.75,1,2.844596
0.75,1,2.846217
0.75,1,2.847946
0.75,1,2.849495
0.75,1,2.851443
0.75,1,2.853303
0.75,1,2.855233
0.75,1,2.856951
0.75,1,2.858724
0.75,1,2.86096
0.75,1,2.862754
0.75,1,2.864765
0.75,1,2.866881
0.75,1,2.868979
0.75,1,2.870699
0.75,1,2.873202
0.75,1,2.875212
0.75,1,2.876873
0.75,1,2.878212
0.75,1,2.880076
0.75,1,2.882159
0.75,1,2.884817
0.75,1,2.886678
0.75,1,2.888261
0.75,1,2.889681
0.75,1,2.891675
0.75,1,2.894229
0.75,1,2.897417
0.75,1,2.899865
0.75,1,2.901758
0.75,1,2.904046
0.75,1,2.905485
0.75,1,2.907062
0.75,1,2.908674
0.75,1,2.910812
0.75,1,2.912582
0.75,1,2.914517
0.75,1,2.916564
0.75,1,2.918461
0.75,1,2.920601
0.75,1,2.92268
0.75,1,2.924664
0.75,1,2.926366
0.75,1,2.928589
0.75,1,2.930691
0.75,1,2.932641
0.75,1,2.934686
0.75,1,2.936829
0.75,1,2.93915
0.75,1,2.940901
0.75,1,2.942991
0.75,1,2.944865
0.75,1,2.946613
0.75,1,2.948691
0.75,1,2.950903
0.75,1,2.953402
0.75,1,2.955419
0.75,1,2.957133
0.75,1,2.959169
0.75,1,2.960877
0.75,1,2.963045
0.75,1,2.965232
0.75,1,2.967416
0.75,1,2.96964
0.75,1,2.971996
0.75,1,2.974067
0.75,1,2.976258
0.75,1,2.978552
0.75,1,2.980375
0.75,1,2.982455
0.75,1,2.984236
0.75,1,2.986321
0.75,1,2.988518
0.75,1,2.99085
0.75,1,2.992829
0.75,1,2.994885
0.75,1,2.997259
0.75,1,2.99909
0.75,1,3.000797
0.75,1,3.003044
0.75,1,3.005096
0.75,1,3.006931
0.75,1,3.008773
0.75,1,3.011307
0.75,1,3.013649
0.75,1,3.015624
0.75,1,3.017393
0.75,1,3.018974
0.75,1,3.020689
0.75,1,3.022611
0.75,1,3.024957
0.75,1,3.027017
0.75,1,3.028632
0.75,1,3.030488
0.75,1,3.032255
0.75,1,3.034856
0.75,1,3.036857
0.75,1,3.038961
0.75,1,3.040759
0.75,1,3.042631
0.75,1,3.044863
0.75,1,3.046935
0.75,1,3.048802
0.75,1,3.050395
0.75,1,3.052315
0.75,1,3.054394
0.75,1,3.056583
0.75,1,3.058663
0.75,1,3.060634
0.75,1,3.062771
0.75,1,3.065083
0.75,1,3.067213
0.75,1,3.069929
0.75,1,3.072033
