0.000000000000000000e+00,7.070880120224187770e-01,6.446984410285949707e-02,6.446984410285949707e-02
1.000000000000000000e+00,6.453076600410175834e-01,8.529704809188842773e-02,1.497668921947479248e-01
2.000000000000000000e+00,5.776247750461002139e-01,9.240299463272094727e-02,2.421698868274688721e-01
3.000000000000000000e+00,5.613451327439156202e-01,4.114657640457153320e-02,2.833164632320404053e-01
4.000000000000000000e+00,5.613799200022123737e-01,2.483189105987548828e-02,3.081483542919158936e-01
5.000000000000000000e+00,5.613873536429466737e-01,2.485918998718261719e-02,3.330075442790985107e-01
6.000000000000000000e+00,5.613889343972229273e-01,2.486503124237060547e-02,3.578725755214691162e-01
7.000000000000000000e+00,5.613892906349950973e-01,2.486625313758850098e-02,3.827388286590576172e-01
8.000000000000000000e+00,5.613893484243128729e-01,2.486655116081237793e-02,4.076053798198699951e-01
9.000000000000000000e+00,5.613893762068757898e-01,2.486658096313476562e-02,4.324719607830047607e-01
1.000000000000000000e+01,5.613893446172398827e-01,2.486664056777954102e-02,4.573386013507843018e-01
1.100000000000000000e+01,5.613893724276117769e-01,2.486658096313476562e-02,4.822051823139190674e-01
1.200000000000000000e+01,5.613893408655816764e-01,2.486664056777954102e-02,5.070718228816986084e-01
1.300000000000000000e+01,5.613893687033577606e-01,2.486658096313476562e-02,5.319384038448333740e-01
1.400000000000000000e+01,5.613893371685316769e-01,2.486664056777954102e-02,5.568050444126129150e-01
1.500000000000000000e+01,5.613893650333130481e-01,2.486658096313476562e-02,5.816716253757476807e-01
1.600000000000000000e+01,5.613893335252949646e-01,2.486664056777954102e-02,6.065382659435272217e-01
1.700000000000000000e+01,5.613893614166884927e-01,2.486658096313476562e-02,6.314048469066619873e-01
1.800000000000000000e+01,5.613893299350882771e-01,2.486664056777954102e-02,6.562714874744415283e-01
1.900000000000000000e+01,5.613893578527067163e-01,2.486658096313476562e-02,6.811380684375762939e-01
2.000000000000000000e+01,5.613893263971396763e-01,2.486664056777954102e-02,7.060047090053558350e-01
2.100000000000000000e+01,5.613893543406012210e-01,2.486658096313476562e-02,7.308712899684906006e-01
2.200000000000000000e+01,5.613893820799482626e-01,2.486658096313476562e-02,7.557378709316253662e-01
2.300000000000000000e+01,5.613893504474122276e-01,2.486664056777954102e-02,7.806045114994049072e-01
2.400000000000000000e+01,5.613893782151972989e-01,2.486658096313476562e-02,8.054710924625396729e-01
2.500000000000000000e+01,5.613893466108915709e-01,2.486664056777954102e-02,8.303377330303192139e-01
2.600000000000000000e+01,5.613893744067006697e-01,2.486658096313476562e-02,8.552043139934539795e-01
2.700000000000000000e+01,5.613893428302142441e-01,2.486664056777954102e-02,8.800709545612335205e-01
2.800000000000000000e+01,5.613893706536395856e-01,2.486658096313476562e-02,9.049375355243682861e-01
2.900000000000000000e+01,5.613893391045675640e-01,2.486664056777954102e-02,9.298041760921478271e-01
3.000000000000000000e+01,5.613893669552070254e-01,2.486658096313476562e-02,9.546707570552825928e-01
3.100000000000000000e+01,5.613893354331503938e-01,2.486664056777954102e-02,9.795373976230621338e-01
3.200000000000000000e+01,5.613893633106079584e-01,2.486658096313476562e-02,1.004403978586196899e+00
3.300000000000000000e+01,5.613893318151734757e-01,2.486664056777954102e-02,1.029270619153976440e+00
3.400000000000000000e+01,5.613893597190586782e-01,2.486658096313476562e-02,1.054137200117111206e+00
3.500000000000000000e+01,5.613893282498587656e-01,2.486664056777954102e-02,1.079003840684890747e+00
3.600000000000000000e+01,5.613893561797870246e-01,2.486658096313476562e-02,1.103870421648025513e+00
3.700000000000000000e+01,5.613893839056997015e-01,2.486658096313476562e-02,1.128737002611160278e+00
3.800000000000000000e+01,5.613893522598274455e-01,2.486664056777954102e-02,1.153603643178939819e+00
3.900000000000000000e+01,5.613893800143736623e-01,2.486658096313476562e-02,1.178470224142074585e+00
4.000000000000000000e+01,5.613893483969257803e-01,2.486664056777954102e-02,1.203336864709854126e+00
4.100000000000000000e+01,5.613893761796887594e-01,2.486658096313476562e-02,1.228203445672988892e+00
4.200000000000000000e+01,5.613893445902514712e-01,2.486664056777954102e-02,1.253070086240768433e+00
4.300000000000000000e+01,5.613893724008204300e-01,2.486658096313476562e-02,1.277936667203903198e+00
4.400000000000000000e+01,5.613893408389860618e-01,2.486664056777954102e-02,1.302803307771682739e+00
4.500000000000000000e+01,5.613893686769564351e-01,2.486658096313476562e-02,1.327669888734817505e+00
4.600000000000000000e+01,5.613893371423231970e-01,2.486664056777954102e-02,1.352536529302597046e+00
4.700000000000000000e+01,5.613893650072959707e-01,2.486658096313476562e-02,1.377403110265731812e+00
4.800000000000000000e+01,5.613893334994679574e-01,2.486664056777954102e-02,1.402269750833511353e+00
4.900000000000000000e+01,5.613893613910502234e-01,2.486658096313476562e-02,1.427136331796646118e+00
5.000000000000000000e+01,5.613893299096371914e-01,2.486664056777954102e-02,1.452002972364425659e+00
5.100000000000000000e+01,5.613893578274414820e-01,2.486658096313476562e-02,1.476869553327560425e+00
5.200000000000000000e+01,5.613893263720590721e-01,2.486664056777954102e-02,1.501736193895339966e+00
5.300000000000000000e+01,5.613893543157038035e-01,2.486658096313476562e-02,1.526602774858474731e+00
5.400000000000000000e+01,5.613893820552326996e-01,2.486658096313476562e-02,1.551469355821609497e+00
5.500000000000000000e+01,5.613893504228771869e-01,2.486664056777954102e-02,1.576335996389389038e+00
5.600000000000000000e+01,5.613893781908414482e-01,2.486658096313476562e-02,1.601202577352523804e+00
5.700000000000000000e+01,5.613893465867135779e-01,2.486664056777954102e-02,1.626069217920303345e+00
